,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
132,"[4386.421519757943, 1510.2918701816525, -3182.7136570151815, 3.0005600987901704, 0.8230309133960871, 1.101568203368678, 2.1514056919054276, 10.519549687142824, 9.316922808992818, 1.6800914047733944, 1.2006132526863116, -5.59659083703522, -143649.31028931736, 115588.54333973507, -366852.33563120745]","[array([-140.58728,    0.30318, -177.03307]), array([140.58728,  -0.30318, 177.03307])]","[array([1066565.60486701,  795156.20746393,  525158.73464639]), array([1066565.60486701,  795156.20746393,  525158.73464639])]",
133,"[975.0835742867312, -1198.8289328407845, -7115.138685715874, 2.498759097970254, 3.8238401594996785, 2.6543430444139093, -10.71989616549331, -1.0485665219813542, 9.94806167717159, 8.163814917134104, -0.19363652371801443, 4.421258978548035, -69609.51278124748, 35958.84337858044, -211041.9478014104]","[array([-111.03079,  -92.39979,  -53.27845])]","[array([155079.31110187, 603943.28129603, 408415.54403862])]",
134,"[-470.87913616815786, -4609.718000555947, -9954.122165620689, 1.6769004481974534, 2.805285352803581, 5.915046011058746, 10.918491693251909, 11.251231575418664, 5.524805164737787, 4.244334003326106, -12.238362912167927, -11.18666117056061, 33983.35444343512, -24576.612038527717, -84582.4020930265]","[array([-287.8254,    1.9064, -209.0912]), array([287.8254,  -1.9064, 209.0912])]","[array([ 145520.7895897 , 3212926.22268004, 2434909.17010977]), array([ 145520.7895897 , 3212926.22268004, 2434909.17010977])]",
135,"[-5970.2549715647765, 7907.132974423457, 8914.850254805719, 1.0307507508938833, 1.6831786273088307, 5.2353185823072295, -3.2136399867121366, 9.21391391709047, 6.5980781011420735, 2.204391785549733, -8.245867037225537, -8.215529709753621, 88260.63828532523, 78648.46299211174, -333141.24799482524]","[array([-351.35617,  237.17756, -212.60521]), array([ 351.35617, -237.17756,  212.60521])]","[array([2977653.78409773,  569393.25872355, 1222245.03329756]), array([2977653.78409773,  569393.25872355, 1222245.03329756])]",
136,"[-6839.546552283093, 1646.4657561289569, -5262.997278551018, 1.9730774844221344, 4.09456697942373, 2.1917847340805015, -5.669977223159295, -0.44622318430810815, 7.7334302785226985, 7.513687192914759, 4.16199129363838, 4.7723226589027625, 73182.04927029661, -104594.99214023697, -318715.6870824355]","[array([ -87.69331,  -35.23256, -103.42411])]","[array([618030.93209755, 392815.95552136, 115999.54197423])]",
137,"[9978.421759656667, 8727.171740563004, -2219.88015027446, 2.610682237125104, 1.4244858873862962, 5.738924613889813, 1.4422513638907688, 9.575708971706003, 8.489408576058565, 0.6884607482771532, -3.2744831465640196, 2.78768870862592, -105579.71234896367, -9540.993560561998, -354498.0124903276]","[array([-121.34916,  -83.91444,  -77.70466])]","[array([893354.69045702, 596013.54178917, 201078.39112627])]",
138,"[-1111.726230369568, -5779.443714924626, -4898.3026392906595, 4.349933413299717, 0.302971222900057, 2.700310379851224, 7.505884006836418, -1.987419937815539, 4.881578778519589, 11.312468790783704, 2.4529299646529115, -8.9725436564744, -145584.2233430854, 37722.99991978367, -337603.04077648214]","[array([-231.05212,  -11.45027, -259.26978])]","[array([ 653705.04239278, 3338407.93352777, 2086896.26895752])]",
139,"[-8320.118378126375, 7775.108373464369, -1592.2355399428507, 1.92773004006233, 3.9836134254270794, 5.374556426993544, -7.073975583028222, 9.377588903371269, -3.124051158401464, 4.220398621227467, -11.346602955406242, -12.563411961531273, -97395.16142933347, 2022.0553173891967, -292299.4735408527]",0,0,
140,"[9553.90383650791, -8111.342337500886, -5346.023015313319, 5.16923098691297, 0.19283165779252737, 0.7578254426893672, 5.399919832440133, -3.161132728456538, 4.154993922246151, -11.07370902345184, 4.155189617425844, 1.0668549131907898, 65435.38606617626, -132241.6773434785, -309621.3890440638]",0,0,
141,"[-7218.717854558314, 1927.9575639001341, 2125.94412716441, 0.7493737269743259, 0.42078760333847165, 2.102587536574304, 8.485066059852148, 11.261330541754255, 8.836677826365694, 3.6213790267405948, 5.20574014313409, -2.0035510695047734, -143581.08908089233, 147692.4402058358, -134824.6062052457]","[array([-96.91864,  -9.53542, -69.50399]), array([ -36.36818, -120.88457,   25.86364]), array([ 36.36818, 120.88457, -25.86364]), array([96.91864,  9.53542, 69.50399])]","[array([ 37087.067287  , 235288.49046586, 526888.56821078]), array([637372.53701311, 281992.66715283, 105891.11932337]), array([637372.53701311, 281992.66715283, 105891.11932337]), array([ 37087.067287  , 235288.49046586, 526888.56821078])]",
142,"[391.38135544239594, -3222.9328186825624, -764.9750595041278, 4.727777991552408, 3.110739881803666, 2.8401067664646305, -1.9760268089044128, 0.0835599043911266, 8.167103763400391, -3.1253731752037552, -10.800895906450927, 7.71072943399416, 22774.239819122507, 144172.18459202402, -179449.99791201614]",0,0,
143,"[3907.8234675898166, 807.6257580404617, 1370.3195781773356, 2.6975447263597236, 4.2037577570385505, 5.709855830229203, -2.797738783449775, 9.361695764201567, 12.268047875013377, -11.879044646642232, -6.382205730894231, -11.127081071005698, -4840.827885867766, -64164.662130441124, -356473.24732747185]",0,0,
144,"[1669.735924202474, 2781.2987981285914, 1739.5268563146747, 1.3325785858129962, 0.44635166634835866, 2.059522510995433, -2.645423147837734, 7.270316828020224, 0.3320340102886732, 11.446380005615453, 5.697551339736744, 6.3401163577981485, 20211.350000295963, 78061.83549148866, -263084.2882118165]","[array([-120.77124,   19.46922, -110.43747]), array([120.77124, -19.46922, 110.43747])]","[array([338284.48332483, 626920.67203958, 506060.30448526]), array([338284.48332483, 626920.67203958, 506060.30448526])]",
145,"[7414.749860378892, 7383.859911974196, 6923.272811051767, 1.4753301045927936, 2.840189504524195, 2.68757037646264, -0.9044039362205467, 1.297430995078244, 4.08498841645725, -7.853458063219211, 5.201827123107982, -3.753338419636874, 20256.693732755375, 131594.38069140393, -282370.0707651095]",0,0,
146,"[7177.625026401842, 5046.291248680838, -4281.742889443952, 1.5921942680795107, 2.9206188545102707, 4.181549038443097, 7.704706617780534, 9.9700337701425, 11.815693183227229, -10.256897250194529, 0.22340555331406442, -2.333100548716157, -134191.36455012456, 11488.946162275563, -223130.49029532375]","[array([-223.21748, -186.58997,  -28.42452])]","[array([ 287420.05532101, 1367805.84045693, 1796125.66252668])]",
147,"[6748.516857054452, -9815.054996434807, 8536.712462310734, 3.9593995368063455, 3.3551110251375893, 5.140154559978852, 6.798890614593848, 12.087605579088613, -1.4141579545727136, -12.009407835443078, 3.1665974363702265, 4.833187567033924, -41500.816140971525, 26320.328305263218, -390311.2612132265]","[array([-132.15721,   -7.40571, -123.31862]), array([132.15721,   7.40571, 123.31862])]","[array([1171309.94082921,  802689.52579414,  291598.87353939]), array([1171309.94082921,  802689.52579414,  291598.87353939])]",
148,"[-8045.3735407670665, -4576.362689745552, -7584.856541812333, 4.57000023341873, 4.405397529924581, 3.457949389545837, -10.90883350084191, 4.589059107818327, 2.5460133334421045, 6.390821888711443, -0.6357678791221897, -4.897672037087912, 133706.05169577332, 24054.232504685002, -77800.11831715051]","[array([-132.87264,  120.36847,  -87.17384]), array([ 132.87264, -120.36847,   87.17384])]","[array([1237940.76130565,  323771.407656  ,  293587.31157935]), array([1237940.76130565,  323771.407656  ,  293587.31157935])]",
149,"[-649.5565383907269, -2969.213278200624, 6949.058264521205, 5.133129014274611, 5.248552347641252, 2.2939200241744993, -0.5230373368712389, -4.0715758320765705, 1.2176000887488705, -6.400777819201427, 2.976391948334955, 2.8194816389384787, 5644.80100869044, -112404.12782108196, -210924.60537974825]","[array([-123.78574, -133.73129, -149.38346])]","[array([1386639.62715622,  395477.4021119 ,  651746.99416058])]",
150,"[4255.2182864346705, -1230.4295618892666, -7441.46143189778, 1.3304871918656231, 4.016982100404822, 3.212641606995162, -7.71351624581676, -5.0657366522054765, -0.7530343823474661, 4.936898590639732, 5.091499446435066, -1.10718727626743, -28118.440436912657, -91352.44762883571, -54379.84377654834]","[array([-257.38221, -175.81587, -176.49299])]","[array([ 200152.1389645 , 1557079.11519539, 1101492.83850123])]",
151,"[-1205.9324791447598, -132.54106345253422, 7546.381201308101, 1.8827381176744282, 4.375941787815552, 1.4056921414149923, 9.157030135482938, -5.887466346076469, -7.953279288990397, 6.840436608774407, 6.796140866766624, 1.8993778085361104, -92452.50018276207, -114957.88356871644, -103391.00769557722]",0,0,
152,"[-6833.568952594364, 6277.759308259221, 8135.520884949616, 1.8657081995315936, 2.3717120606589592, 2.4163409570471925, 9.566071736014099, 10.605697432927496, 3.1818591210676566, -10.230444458033487, 1.5637630368634667, -6.993581473404008, 4682.747643330367, 60704.21401718291, -387225.16471635003]","[array([-688.86727,    4.45241, -647.00726]), array([688.86727,  -4.45241, 647.00726])]","[array([  773216.6182823 , 15178768.35299381,  9545619.44450368]), array([  773216.6182823 , 15178768.35299381,  9545619.44450368])]",
153,"[7918.339094780862, -8389.105629252903, -6130.388010321574, 3.0941556140806736, 2.2735541285584118, 1.948465339715487, 4.9925255757093865, -7.667941396518013, 2.616385210800326, -3.4793180794250755, 2.9252538418565113, 0.37611878321475345, 61641.03852645814, -48615.48617756601, -377382.0265561795]",0,0,
154,"[7169.406615338281, 592.9249028415343, -2365.979080395775, 2.8205998832299843, 2.6358101762864554, 1.599988869180448, -10.153002674007888, 9.16653479813623, 7.073563821504415, 6.413013702101598, 4.549642264223248, -7.570932789512702, -65942.30918975022, -143298.19052568587, -64678.961439564824]","[array([-150.27066, -142.43904,  -54.04273])]","[array([1092655.71446141,  518396.92513797,  130930.17105736])]",
155,"[-5598.461139176836, -5947.363201134237, -146.87211166036104, 1.5197804378713333, 5.5372576070928545, 3.5725231719515764, -11.733912443762184, 3.6091699551383147, 3.0310520103007583, -11.01260915161546, -0.05259821810729548, 3.873236215708207, -83459.01647043091, 47868.86335685372, -30672.582600793103]",0,0,
156,"[-3107.446085492483, -5842.902761485549, 7038.697056662557, 0.3495850561787287, 4.45699794736847, 5.0786914778251075, -1.8790238632682108, 9.984132572656247, 7.326280476586268, -4.6418966396782695, -11.58399052905089, -0.023007812672979355, 58888.64649414338, 145165.52387710172, -312413.95771479467]",0,0,
157,"[-8816.992557830425, 4278.637137761838, -284.3400072375134, 4.0266861248605235, 2.6499367233299345, 5.143728893452967, -3.7348086840544656, 1.7961011252455066, -2.1896209942202463, 0.3960009870798462, -3.6027975101541436, 4.117510662665438, 75026.29717740859, -43216.4430092753, -304770.82355375256]","[array([-159.89505,  161.70218, -125.99768]), array([-123.81193, -112.2621 , -125.64396]), array([123.81193, 112.2621 , 125.64396]), array([ 159.89505, -161.70218,  125.99768])]","[array([ 325750.54793267, 1385838.65429088, 1007430.1794067 ]), array([1093283.45997093,  695090.64228628,  168035.89619836]), array([1093283.45997093,  695090.64228628,  168035.89619836]), array([ 325750.54793267, 1385838.65429088, 1007430.1794067 ])]",
158,"[-4713.137783854156, 3288.02190853321, -6674.345217326356, 3.8522593724177474, 1.764283946282322, 2.3252020671040925, -3.224602789530792, 6.767185911082617, 2.3418490788377255, -7.615868602278533, 4.336248942939221, -4.3750613931455895, 98997.8272915917, -38119.0570637623, -247668.26503821122]",0,0,
159,"[-7380.098896909631, -5259.421380987217, -7953.794229424507, 1.891197987815554, 5.538067623957883, 0.1574778427922815, -11.760574185698754, -3.357089743005657, 1.1036063579550692, -2.7609134011465795, 0.30794734705767013, 3.8847225527724305, -144731.8336924296, 114533.22038511286, -10461.085902687104]",0,0,
160,"[-3145.8219581127005, 6918.672699387091, 1310.3523453979033, 1.3002690185133423, 4.564178693020083, 3.1867847958462283, 6.5474618695318725, 9.448317471467291, -4.864175025750734, 9.46239226416617, -8.650005867296093, -2.8889033293836643, -104068.0942517707, -83604.49841411137, -316674.0237733142]",0,0,
161,"[-3245.918228959861, 6988.302595108282, 6104.01681643584, 5.187208795539892, 1.0988286276850143, 2.1173596720202545, 8.12528178364379, -4.422326808103298, 3.1487855434440686, -10.871130767214325, -6.512219156889982, -7.397035330389691, 138613.65133293625, 101217.1508921985, -41444.90594744298]",0,0,
162,"[-8629.746455883229, -6303.629947736135, 6674.311955489786, 0.756126720998864, 5.429666763607582, 1.2409043791592125, 3.596165695407624, 11.883311341451822, 2.3747127514166415, -9.808350957494017, -10.55233623580042, -11.4318878840878, 91561.38200175867, 77993.22752741326, -98457.05984128447]",0,0,
163,"[-7603.744528732801, -8071.478001184391, -2059.9035494933405, 2.385944198295568, 5.874933186182519, 2.068704011948366, -9.345888179360266, 9.234870778819484, 8.954172477210761, 11.071862823886224, 4.514545466626295, -0.379724718882148, 35348.96393724659, 44874.3244156545, -247237.8476682754]","[array([-94.23407,  24.00772, -97.28255]), array([ 94.23407, -24.00772,  97.28255])]","[array([269288.47394277, 417832.80881855, 501483.77246444]), array([269288.47394277, 417832.80881855, 501483.77246444])]",
164,"[-619.5517415488612, 4864.333922449823, -7352.645774473927, 3.081758042471335, 2.3582060021614644, 2.1249675551826757, -9.67733416571439, 10.651778371260278, -3.950436538608521, 9.90546937040768, -7.912826983525968, -7.6151288812957585, 116218.07090619399, 72138.23130986854, -243406.486173958]",0,0,
165,"[-8759.20852583605, -7833.520695336151, -2818.4977041151415, 2.02211650119936, 1.3467628581902575, 3.300278130689044, 11.589998583806441, -5.106610894697497, 5.536557105164578, -3.3959741896377036, -11.778436281375415, -5.181748384821596, 59664.40619488439, 122090.01761401532, -357328.83192734804]",0,0,
166,"[5950.230242908279, -8248.77708798399, 3138.6373817810145, 3.1160198234316474, 0.11097667125053062, 4.142377108949496, -9.198681487087697, 12.248793559550172, -4.126419703100515, 7.47002272535245, -9.358708944333703, -9.622691997938045, -12562.518969430093, 129599.17300322367, -101383.58491298085]",0,0,
167,"[507.64320835947547, 9585.184404503223, -8300.122553516185, 5.509164996425611, 4.931720767742709, 5.8341836746993865, 10.270640290587885, 2.530570867971086, 11.058505720214942, -11.651413610663495, 0.059741973036191, -10.678118949899348, 116788.38402601419, -58811.81952532886, -397342.4637469076]","[array([-138.29762,   75.49396, -122.66134]), array([138.29762, -75.49396, 122.66134])]","[array([1608072.31751484,  808170.54614151,  300169.90448531]), array([1608072.31751484,  808170.54614151,  300169.90448531])]",
168,"[3773.19303040826, -5144.757576239145, -5187.036668764502, 2.6877504791433684, 1.7311503087242017, 0.5140489697899803, 11.734032266413458, -2.9579866734283753, 4.914199685172006, 2.4513651259482216, -0.5335988092838342, -8.559950292687407, 70726.0152455171, -57933.53259021486, -282425.8132446279]",0,0,
169,"[9458.817649622826, -8286.559525814813, 5268.071093147859, 3.47562906583491, 3.7670499647762075, 3.3400676185536806, -10.88436557730492, 2.331396876691432, 0.3822726060908881, 7.929322655096648, 7.296507130639316, -8.343009116988263, 122477.09578455234, 82468.6015017682, -137286.84706453385]",0,0,
170,"[6199.31950133956, -1061.3245491480684, 8583.889413068846, 0.9017036619763864, 2.52106805145691, 0.6071423171727269, 8.28023035677733, 1.6413015067214758, 4.121857979851697, -6.782836083371254, 2.5023440906173082, -6.80142031575527, 30834.060658482864, 5731.108097030403, -256176.3508302367]",0,0,
171,"[-2439.513578622903, 9324.831269611946, -8277.112564551682, 3.2022835457232435, 5.748888732211773, 4.525271604212902, -10.966415614676126, -0.5179096523039002, -5.944282949849865, 4.8712610143040855, -6.3300983831372415, -0.5951552869530108, 10897.037435459322, 128901.11607730627, -313420.14736988186]",0,0,
172,"[1481.9006732153903, -6873.015290442841, -1106.1913274429862, 1.594583103569114, 4.450402343963188, 0.19625578641829197, 7.4338990754892045, 0.9232524276865455, -7.768102805973663, 7.60054034030048, 4.271060401004725, -7.564354630087738, -45618.97574089165, 62645.50562747495, -61860.76669560361]",0,0,
173,"[-3395.3410169055887, -1977.3506179829756, -2546.165004507512, 4.860618732874756, 1.7985962756259977, 4.079393486783407, 11.775398751469663, 11.022475211760014, 2.344435648691224, -1.7216066356986612, 4.7999014905005914, 3.2766928350759503, -93040.69138660419, -65364.19875577903, -159265.34647805002]","[array([-74.22777, -40.14558, -71.61385])]","[array([210348.54486651, 422750.8050409 , 466035.24158814])]",
174,"[-3907.815104400079, -1368.9687574970085, 896.0480805469833, 5.766043968205017, 0.6942654839592443, 3.197830057263851, -3.419872500785967, 5.036410288695214, 7.394237700745725, -0.16291954301066625, 5.857212964392165, 7.190583967425283, -90768.01830935791, -92236.48680309464, -355849.2144944756]","[array([-246.84242, -416.38394,  -22.7078 ]), array([246.84242, 416.38394,  22.7078 ])]","[array([ 146704.56570041, 3840095.52486307, 5604203.49229979]), array([ 146704.56570041, 3840095.52486307, 5604203.49229979])]",
175,"[-990.9010899596888, 4840.958713131158, -4115.284484705886, 1.2962067078322954, 4.734137864485345, 0.38862212708305865, -1.099884840540172, 10.622112903564556, 5.716034863054279, 6.347558962810226, -6.853749812986049, -1.4401243936908301, -70356.94390920212, 82719.71303777426, -210450.72707105908]","[array([-112.76081,   16.2936 , -158.63636]), array([112.76081, -16.2936 , 158.63636])]","[array([503673.54268903, 150808.46294974, 328112.18466986]), array([503673.54268903, 150808.46294974, 328112.18466986])]",
176,"[2736.891192098823, -4160.269315318108, 5536.048120319765, 3.1355616548136034, 1.7501520711172458, 3.9239159938963653, -4.343742953040904, 3.1567381245135397, 1.0380756396271806, 1.4142784220536786, -2.6349352593318667, -7.745747559344277, 74123.74807630706, -86210.11952909805, -32452.09193492442]",0,0,
177,"[-6777.134421939916, 2850.7587068599078, 6232.4533839809865, 1.1607812012304417, 4.034658963387649, 0.2741861986770897, -2.4498422847164356, 12.43642416208618, 3.3215563203036123, 8.41483343415073, -2.7209815026544018, -9.273709845359477, 231.23319976197672, 94527.72085153562, -97271.22261640837]",0,0,
178,"[9953.755187357398, -6286.865395838421, -2563.0173440328144, 4.320164270497401, 2.5908401273036334, 0.6263343471933331, -7.879262339131761, 6.852026273140465, 9.679429947642493, 3.470987220488226, 7.095367809161367, 3.439335322362851, -36417.52761058102, 46866.04181251422, -251175.43830147074]","[array([ -71.79006,    8.3506 , -107.56206]), array([ 71.79006,  -8.3506 , 107.56206])]","[array([614148.30530333, 166937.13270461, 290419.78938767]), array([614148.30530333, 166937.13270461, 290419.78938767])]",
179,"[5556.250125664921, 3009.385431114595, 2599.253654406808, 1.0039632581354274, 4.1212527095540725, 5.506930071109744, 9.628262541780948, 5.94160014039919, 9.03328186762413, 8.399514580526724, 0.744560605618485, -8.530561499641816, 58857.422359752, 149524.20938776154, -210532.98036862255]","[array([-178.44385,   21.11685, -118.69444]), array([178.44385, -21.11685, 118.69444])]","[array([ 322851.24437626, 1428223.13789211,  967977.87557339]), array([ 322851.24437626, 1428223.13789211,  967977.87557339])]",
180,"[5900.117325521491, 1967.3351126995603, -9681.689339565715, 5.31911911778922, 5.274863052827058, 4.901065136048909, -11.094340594420977, -1.466000626532387, 2.598250193284864, -9.102162975153416, 5.577562602202676, -11.06455143826297, 40816.42864757232, -48357.25872565892, -249750.23173974387]",0,0,
181,"[1059.8830451129688, -2770.0115994141124, 6790.444230174944, 5.719843711762407, 3.5014725657807784, 0.4266806929672441, -12.101608961761515, -4.236650738089256, 5.677185320096683, 7.009444565461962, -2.983866755738653, -5.675203004945127, -115968.97724596327, -83630.28281399244, -317818.2905212891]",0,0,
182,"[-8769.747345011227, 7073.070647423017, -4449.418428525105, 4.7385989472493595, 2.620320468635229, 4.275854832240611, -1.3946199915191269, 4.911030235295488, 1.4960304640801372, 7.325760213669103, 0.5957925363044261, -10.737942833710608, -123306.21147433722, 89579.72044645579, -143687.11448415127]",0,0,
183,"[-445.6021895679878, -8531.944687577185, 7817.3202053852365, 5.953491330791863, 0.8466312584476128, 4.996839036684554, 2.5973003065778233, -4.731486275930465, -6.344133777602677, 9.939278879225387, -10.828639851597291, 2.305496918955857, -133499.3243193268, 82157.25545201692, -64729.28541530145]",0,0,
184,"[-8872.841244413026, -8195.094218614331, -4939.257784166755, 0.5665693911581107, 0.44059886849078744, 1.469443287942109, 6.770215848683584, -3.5641732855107264, 0.03025733834646438, 6.0411940562759945, -5.268759612441274, -12.552285502825992, 43675.04610473363, -59662.49675461957, -125271.42559948878]",0,0,
185,"[-6381.618320402704, -428.1047251668897, 2692.067189778667, 5.647942806781029, 1.430226948747761, 4.357308002446509, 6.525322081012014, 4.18220504896283, 11.303049076843777, 4.302234652580456, -3.2862156456913407, -5.5655118552697385, -76853.85916270113, -37044.31416457183, -196213.2997388526]","[array([-73.02087, -58.90277, -86.20036])]","[array([157383.25039272, 588236.77042417, 428650.14385934])]",
186,"[9950.530214619477, -9621.588695563152, -9942.995857687778, 2.97560391179977, 0.4639377000919557, 0.39725473006451784, 5.788367223744515, 4.059543289339977, 3.4476171349293345, -10.031185166551875, -7.048631402827746, -9.265330672359546, -264.5064665636746, 119038.50062873354, -109643.19394398644]",0,0,
187,"[6327.686904860584, 9629.463335178127, 4222.034233921871, 1.7551407074031273, 0.21143829998727962, 4.236511824168041, 10.704600441846022, -1.9974306908887174, 1.0767311013747136, -11.079276939264004, -1.315559215469552, 3.370265395960299, 105848.37801475363, 11010.353456278826, -165144.9470135609]",0,0,
188,"[-4063.274903052281, -6358.13384885521, 2962.400452408154, 5.944742136162478, 1.1414806707916874, 3.927323542376914, -3.205282676862126, -6.107920578212345, -1.6590343447193812, -5.929331007901422, 1.3728382994786124, -8.733363918105484, 146104.21356156643, -97767.92042378779, -77312.20115571015]",0,0,
189,"[6834.443565739868, 3710.844563252207, 4544.694593267523, 2.959848765981746, 2.282260276284185, 2.4564793739571544, -6.05292825604678, 7.519993822253772, 7.535582039132317, 4.169901170330466, 4.497407008342101, 7.793878553873242, 41846.344499501574, -69481.53574271208, -273797.07551587245]","[array([-79.32386, -17.74744, -86.58878])]","[array([575025.64204613, 280069.74868249, 153527.84923559])]",
190,"[-2284.107043137562, 5994.120006389312, -8675.191322786628, 5.745511430815732, 2.8952788476174436, 3.121681267455316, 7.0949540125005015, -4.642707421891418, -0.9601568797142761, 6.404196484024293, 5.655404978517325, -0.5195972712517651, -50294.640809501914, -77771.90374907645, -29695.445477866917]","[array([-34.94674, -75.96685, -74.01957])]","[array([361810.31101608, 136808.80768569, 192991.09358322])]",
191,"[1941.6420976194877, 8548.4610506038, -9260.53734804493, 0.5068869384414249, 5.375130868316791, 3.0172720430337514, 9.026365560126191, 11.445840159128863, 4.417536120602632, 5.017889132448758, -2.811943203045514, 2.032556679457196, 50938.26273010814, 112603.16584837862, -159742.56638406642]","[array([-109.57224,   32.16881,  -79.15496]), array([109.57224, -32.16881,  79.15496])]","[array([106096.99833331, 552931.44435269, 433213.56193927]), array([106096.99833331, 552931.44435269, 433213.56193927])]",
192,"[-8107.485195931774, 6180.479442680793, -8149.304155247252, 4.651082595463617, 1.19535474136411, 4.610832072836539, 9.801942877950147, -7.513558533447909, -4.183930658067886, 1.781288138151993, -6.782606289825021, 1.2429287448660986, 79484.25926490495, -121570.10065477138, -40258.98422199336]",0,0,
193,"[1512.2622115470222, -8035.677035483053, -6186.526017847862, 0.18429088194629067, 3.9229022307323276, 5.808355278256932, 9.206142712431078, -6.831780275772429, 9.572698861255517, -7.5130819851476955, -10.695578457582968, -1.5843325740837155, 84450.94361986985, 88545.61806216143, -180845.75594271085]",0,0,
194,"[5873.155440360773, 5316.951293652721, -3010.9348731398504, 4.7207808176939325, 4.579265887534856, 3.306557948898927, -9.530029650918372, 11.795635835028179, 7.00659785657551, -0.5906748233156573, -3.8286522451487457, 7.282903371349473, -6151.646170220629, -3681.1570551921614, -222887.86943315243]",0,0,
195,"[2431.1544364011734, 8533.783271708286, -7446.3701780673255, 3.8072819603093206, 2.909659463987511, 2.252479185847695, -5.014581025150097, -0.1539619061163977, 1.3390990119516424, 7.307045159704501, -7.343817867181126, -9.886890240775227, -69188.5099402315, -1596.7972248206497, -12609.866141953447]",0,0,
196,"[-5479.675049266388, 6641.179858637188, 688.843371353687, 0.13628352465224086, 3.112140535237904, 5.732961776147418, -9.34968519739317, 2.830108371979689, 5.74254416909894, -5.373618421311167, -11.988249024815824, -7.397293529383361, 82197.43732571474, -120586.85074786287, -183163.1728143545]",0,0,
197,"[7376.454360230327, 6639.307158326756, -6143.124609663804, 1.9750996889260446, 5.1886990722249395, 5.749994485294136, 2.1560109136356456, 7.39210566739335, 7.508550899345362, 0.796134597260874, -0.2061311113224793, -10.286212710144767, -64737.59031221716, 106947.69208686962, -172803.6653895371]","[array([-172.71747,    6.67176, -129.89367]), array([172.71747,  -6.67176, 129.89367])]","[array([1288908.71569361,  327486.76151594,  401930.99538303]), array([1288908.71569361,  327486.76151594,  401930.99538303])]",
198,"[-2358.6001851196525, -4717.441674774525, 3101.3190758974815, 2.335954756909574, 5.699975471437645, 1.7611404288055732, -6.947814318065193, 0.8335884437146568, 5.377260819224285, -0.9684643930545302, -2.203257068880788, -12.307920316521331, 56272.53577735985, -21337.2926438196, -116123.09366458422]",0,0,
199,"[-5092.456235744287, 976.3862870193952, -5789.995506218157, 5.701681788619642, 3.9022723044166057, 4.01608707560248, -10.18099842124812, 0.658280839331157, -4.889222380532232, 10.39314106918539, 3.7358234997022315, -0.4458619379214088, -123258.21212427231, 120208.4963433476, -379430.5602513055]","[array([-199.59205,    3.68771, -217.92455]), array([199.59205,  -3.68771, 217.92455])]","[array([3380819.49930347,  732691.58702368,  423916.67128303]), array([3380819.49930347,  732691.58702368,  423916.67128303])]",
200,"[8134.056180861557, -2223.4393612497724, -7006.279941205921, 3.235570008218042, 3.8075837433299666, 4.210511785963974, 10.909094982858115, 7.3085600561191715, 2.470437059565022, 10.797528663314317, 2.2993270391139173, -10.584743755449788, 11846.965041549294, 26034.439735048596, -17404.851279800583]",0,0,
201,"[-2040.95397820969, 6958.090350927156, 7630.126370405276, 3.7722795552110915, 2.8913161541033396, 3.641328672904776, 1.0629995247349449, 10.8516996356562, 3.8163146604959532, 0.7723166344542598, -5.48692005451068, 3.6549870396130544, -82729.16796918534, -76406.8054116712, -40751.67307720886]","[array([-65.73538, -83.68616, -54.23414])]","[array([175497.22274602, 334625.2126748 , 288692.86311349])]",
202,"[-9448.08260726736, -1076.485186489157, -1461.3570752623727, 4.9852365050962595, 2.182392941112725, 3.821900880102996, -5.61536756068657, 9.66050783668334, 1.151928997159068, -6.14398206185634, -7.960626196864289, 7.610501318766147, -137135.3929656432, -132005.7904573706, -221351.3241247097]",0,0,
203,"[-592.8588510796726, -1739.7348699203558, 5585.613407839124, 1.2126233723284048, 2.7919362365920604, 2.481454820612361, 8.022406390874014, -5.38095195680768, 7.830119717108488, -2.065366503391182, 7.9625431616068205, -1.4965135979318802, 136616.60760804615, 41384.514884371165, -165890.93122629434]","[array([-110.63103,   74.68642,  -86.71157]), array([110.63103, -74.68642,  86.71157])]","[array([481480.84921521, 272657.91445141, 358409.62038184]), array([481480.84921521, 272657.91445141, 358409.62038184])]",
204,"[-9099.16211199561, -7510.13133377016, -1997.8984372169161, 5.854246234522706, 2.916691120128699, 4.249295332874876, 5.614988008261857, 1.927385290422622, 9.259541511351177, 4.9904948088059875, 1.5997533393870196, -11.688824844913597, 78102.47856559252, -27374.83224708232, -356361.03125093906]","[array([-145.18696,   10.97887, -157.83998]), array([145.18696, -10.97887, 157.83998])]","[array([1866356.22561238,  705264.14828349,  623832.29576988]), array([1866356.22561238,  705264.14828349,  623832.29576988])]",
205,"[-8273.942333744453, 4119.811637266084, -8967.663097532582, 3.5035317894592772, 4.984271838573057, 0.9440822525875823, 7.7227895158418605, 2.5917734617836476, -1.1800841907752657, -12.201488207042598, 7.841544718236051, -6.956351776554125, -53284.84068110488, -141139.94152993665, -153850.61815140265]",0,0,
