,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
193,"[-107.44892943981904, -5248.105191236176, 2747.377802816336, 2.303645109910577, 5.41724756840452, 5.986093006771656, 4.42642305441532, -3.8524912965127163, 2.187814518562245, 10.32171356413653, -3.1507615713899337, -9.25723778944218, 57136.52769434749, 42077.728834513604, -238605.81765393022]","[array([-653.56754,    6.63258, -514.92984]), array([653.56754,  -6.63258, 514.92984])]","[array([20598596.96976304,   467152.71886501,  8894909.76745405]), array([20598596.96976304,   467152.71886501,  8894909.76745405])]",
194,"[5122.880375630924, -3640.805427025629, 1347.2719425656014, 4.4541178549162375, 3.9729055867176752, 1.012203248427919, -11.908589256789776, -0.5735680211946246, -4.180529826081139, 6.712436162671292, -1.0397113241768032, -10.518626368538868, -70499.93157447122, -109252.44350091956, -173434.61402914373]",0,0,
195,"[-8532.472650117332, 8698.886755591346, -1831.909027698639, 4.541594363383107, 4.081530903747043, 2.1976762632013593, -6.42922669872798, 5.066156644114619, -2.5563967802829417, 9.988819437057412, -3.746359502082626, 7.74143714793809, -115935.39452539367, -98172.3457387754, -29778.111335207883]","[array([-60.40334, -92.2141 , -85.06922])]","[array([207691.34199194, 356523.80216727, 486234.98190792])]",
196,"[6655.355873504941, 6284.431031426462, -4607.068812799679, 2.4365151786160393, 4.705313736142249, 1.5700016635472698, 8.275279481448045, -2.255409710823854, 0.8036573470349744, -11.919157092053108, 4.237670586207905, 3.5041098603837355, -58465.69923437729, -81827.92068334938, -142530.97964777242]","[array([-134.67367, -114.22415, -101.32784])]","[array([866428.43950714, 244439.58476495, 442774.4533983 ])]",
197,"[-3880.1026537406606, 9084.08129642126, -6140.150475952087, 2.3803164666398766, 5.361890542050313, 3.6882174231871767, -7.483108208495861, -3.458858368193816, 10.352477931763211, 7.019200509092634, -5.429120250204957, -1.9388113201777095, 60267.80399504135, 72145.29739971008, -191187.80235144173]","[array([   -5.91333,  2360.08839, -2591.33357]), array([    5.91333, -2360.08839,  2591.33357])]","[array([1.07836582e+08, 4.37056642e+08, 1.46707724e+05]), array([1.07836582e+08, 4.37056642e+08, 1.46707724e+05])]",
198,"[6135.580484104043, -1365.733372436469, 5091.918115396764, 5.998807650795217, 0.560562651995235, 2.1398940723658435, 7.375736896744392, 4.242854699762166, 10.687417456733801, 9.630066599791565, -12.340217471362411, 2.7834036404306453, 2681.895041427837, 109545.8341662011, -142771.1243494606]",0,0,
199,"[-2275.8108534493913, 8866.612898205709, -512.1032422402641, 3.281921521466919, 4.045459015419715, 1.13721767392823, 10.422273845953956, 5.88965711582885, 2.4093879120580244, 7.826180227955433, -3.0255828370905213, -10.146299085779978, 51616.07340993712, 28095.257287795917, -359642.7642354601]",0,0,
200,"[3959.793586978987, 451.97898220654497, -4316.2100389519, 4.803411484359959, 0.28183355086455275, 1.0101901902954225, 3.356640047886298, -3.163176870159078, 6.279830307817562, 3.7172755500007106, -12.073860832305543, -5.881815957963429, -84523.08672191542, -117729.71724163323, -181979.5169313187]",0,0,
201,"[3355.525658006467, -6888.16064477207, -1497.2439640984758, 3.8565920593064384, 4.212473733359879, 2.477172520534274, 9.749131208357035, -7.042487885439977, 3.4189003965326457, 3.340204897406453, -3.81603794754413, 5.734635662566397, 145911.6913805015, -19927.13388640272, -101553.71245575958]",0,0,
202,"[927.3859878758158, 5946.134107784639, 4500.366507619889, 3.9837936682978694, 2.0153577611471616, 1.194936251288719, 9.546811913324579, 2.4193441526050137, 10.781029075334327, 6.1515925416532085, 2.9646969607610334, -3.0543280356401397, 52712.84562326499, -23723.981856394763, -208774.1310486554]","[array([ -80.25079,    4.9316 , -111.08723]), array([ 80.25079,  -4.9316 , 111.08723])]","[array([517142.39771588, 230933.4103444 , 340925.31944441]), array([517142.39771588, 230933.4103444 , 340925.31944441])]",
203,"[8178.1973238594, 8501.233904523106, 7762.108965041629, 3.9011605086212473, 1.331496454843344, 0.5842602092610664, -0.4285008249842246, 5.400982472113819, -2.601729782855923, 6.006406437703337, -5.474574606511807, 3.0623728579685867, -21236.618963107, 36205.01348541907, -86113.59741179692]","[array([ -84.44648,   56.41524, -167.01841]), array([ 84.44648, -56.41524, 167.01841])]","[array([448358.28415876, 168959.1189838 ,  56823.29362374]), array([448358.28415876, 168959.1189838 ,  56823.29362374])]",
204,"[-2346.4099362477864, 620.9639520502569, -5959.6883825439945, 2.6288908097407204, 2.2703311725145054, 0.27211759001252556, 5.5951450744216125, 3.6006764084542713, 0.2550789055139724, 3.1647344330798823, 6.749417978760391, -2.686456225252506, 49851.74687420562, 74420.5611840316, -179343.93828204833]",0,0,
205,"[-5534.306473831225, -5404.545205888769, -3925.8301118983227, 5.831853424707623, 1.257270251281442, 3.307969988037346, -7.085496051481733, 7.328826093330122, 8.20288144097011, -8.899092502645399, 0.4037745317901358, -6.1189134539793475, -91141.51433720608, 36477.15886704755, -160066.98557589616]",0,0,
206,"[9064.851726102672, 7787.405474462019, 7115.028498685246, 2.0528084559938287, 2.6340661484577743, 4.17183652491033, -8.413485735791106, -1.6002628278214504, 6.493086376657043, -10.712755546262049, -6.0415654999384785, -9.67854792521372, -26016.82303189418, -144354.0107761909, -88006.79963925225]",0,0,
207,"[-2543.41966752182, -325.75804611200147, -221.1708563163702, 3.2059807033000447, 5.697903136677466, 4.740048007852839, -6.420743178179075, 6.488399178155246, -6.269923444542907, 3.9039301918490175, -11.680344689664137, -5.626654012415653, 53592.53370404444, 91612.34378606296, -256366.20355037606]",0,0,
208,"[6826.788036290418, -9616.107326554755, -8224.355005343437, 2.215771725702652, 5.27784479157884, 2.4087976841809966, -6.696707367783196, -5.335093388612783, 0.04227142346272572, -10.59884798399047, -11.092750408444456, 3.9402353969871626, -166.75460635498166, -82797.84450121484, -70305.82050259359]",0,0,
209,"[6797.739204313075, -8665.871034075255, 6536.71478912211, 2.900697014051259, 4.158534917885387, 2.7404372877596224, -1.533770189974021, 8.580469318297123, -6.138897933584937, 10.410839710153692, 4.977711153217289, 6.592402882622569, 28122.26598758326, 113668.47672375792, -118065.91823320871]","[array([-101.82302,   28.62888, -106.64959]), array([101.82302, -28.62888, 106.64959])]","[array([255522.99416201, 480014.82679108, 579952.98791908]), array([255522.99416201, 480014.82679108, 579952.98791908])]",
210,"[6948.140901303119, -2979.247130494824, 7264.638421872762, 5.383333233660099, 1.91325851760142, 4.014474908457549, -8.876191775836887, -1.3079499448536334, 11.933270721105274, -10.95661556996874, -12.531329552361097, -0.6413740968743795, -64083.869978460294, -108716.87999213752, -212783.23369294664]",0,0,
211,"[-6490.860714171076, -3373.3749590581265, 4913.296090569558, 2.0434689150873, 0.6919012501829169, 0.3157994761431686, -10.645326818482614, 10.323337083184384, 10.380168010096572, 3.6804358279337848, 6.466968912973755, -1.789813756192018, 145086.05949130107, 148386.49592783907, -351455.7514250646]",0,0,
212,"[-2124.4763876727775, -8512.012663927819, 6739.860677122331, 1.066434287605967, 4.93356243868236, 3.695255921441415, -4.439280909735746, -5.702050159250746, -0.6264022234376485, -7.033379714563327, 3.982568297455657, 1.9455036463663937, -123254.51920659699, -92539.4340130265, -100162.25623328803]",0,0,
213,"[-3631.1189290440952, -5346.338905487093, -7336.016439906177, 5.501274602900119, 1.7615639694957033, 0.8046165558301667, 6.997788056665392, 12.084614923425658, -1.72632004451932, 12.354611509802133, -6.903257525060572, -12.531729936640136, -36649.717107344026, 17739.11638377371, -96585.0710190321]",0,0,
214,"[4638.591264691357, 516.8267169467163, 5925.114173964439, 0.3711228276573797, 1.0168193246429547, 3.6976359576147404, -1.5855344577359123, 9.667577495287308, -2.4187213316158314, -8.576657553127715, 6.5921430658651765, 4.269674920097749, 49351.31609262127, 21853.864211727778, -387975.29625775287]",0,0,
215,"[-3008.3780416212267, -2958.778669322115, 1628.576050806103, 0.13426141972939998, 0.3187324391105045, 1.9607275028236726, -0.9622803376960452, 9.84624162904008, 0.9749444958177413, -0.216477518898877, -11.816724941967845, -2.7772995555622746, 136393.1654029605, -134566.2537396038, -80592.53332734428]",0,0,
216,"[7584.475411844411, -8339.326317357132, 872.4193231006757, 5.277475943088853, 3.5334032142303613, 0.34522923215411183, 7.781968266296232, 8.778465801552915, -3.273079182990781, 3.907760206508499, -8.581841929321435, -9.541646640772324, 30998.407569435803, 82123.41503444855, -246188.6235360968]",0,0,
217,"[-933.4693040605798, -9552.688757210699, 5157.161170731535, 0.9570413471244563, 4.03920411716731, 4.94012277467743, -2.3658517326156705, 2.1544594331197455, 11.47804987079002, 5.272047784554445, -4.312404787560686, -11.578740535857342, 131171.96509327553, -78850.19050914596, -115475.32954929769]","[array([-159.26627,   67.05354,  -93.92873]), array([159.26627, -67.05354,  93.92873])]","[array([554330.82720712, 254110.81612377, 343679.87036807]), array([554330.82720712, 254110.81612377, 343679.87036807])]",
218,"[-1476.3601042898008, -6708.985015293629, -1080.8486460829808, 1.8300287329647835, 2.326528524348041, 2.0367225334362065, 9.347263970927767, -4.406242931722126, 0.3995503810794716, 5.691091511595001, -3.6594033113478694, 6.495048917452678, 94681.3438585168, 107560.46676289046, -354863.0204585418]",0,0,
219,"[8563.133033429684, -6651.839156099511, 952.8357565603601, 4.87468936963978, 1.0088558149381435, 1.5892209984287893, -8.827003625658856, 8.553267786280514, -0.4614653748161004, 2.994328584818179, 7.073805846454448, -1.6850057191570595, -39510.78864921235, 89810.31992772792, -13357.089032331656]","[array([-46.70781,  30.88514, -69.27351]), array([ 46.70781, -30.88514,  69.27351])]","[array([ 41270.31430258, 115633.43412393, 181301.90564853]), array([ 41270.31430258, 115633.43412393, 181301.90564853])]",
220,"[-805.7948395669864, -6816.045498495087, -3799.417132626102, 5.888729132479082, 0.6234619157674078, 5.559938017500658, 4.69754754712153, 11.931671575614551, -0.22994581264031932, -9.008074701029031, 2.8304617709712954, -4.631163541625483, -141670.96658160104, 106059.85410172268, -29197.069458074286]",0,0,
221,"[-7133.385066800255, 6827.914744949936, -5463.870578963241, 3.522148233398443, 1.5715718385789623, 4.621500755204547, -5.659814283895508, -3.2052345592997984, 8.696696335306285, 1.3443701408007431, 0.5201636273544388, 3.407097706479238, -57781.267217821514, -283.9432007850846, -185827.1411251862]","[array([-249.84466, -311.40305,  -44.79755])]","[array([3067936.65963749,  120321.02901825, 1054115.31163292])]",
222,"[7409.669996805966, -1982.6314186466561, 861.2955844650078, 2.129890686285174, 4.75131033847044, 3.0974737094005245, 3.721364834172885, -7.2745227515868125, -1.4469519104741124, -5.640545218667122, 4.7169535070383475, -9.176859431892542, -108070.8116619215, 44536.57586349026, -143714.066140226]",0,0,
223,"[-270.5167760307122, -6574.568163633647, -5119.922188606461, 4.1577808273465555, 2.2674656322138342, 3.4042653242366887, -7.6775874231192365, 4.339558021435222, -4.446424897088491, 3.8897713815638113, -12.55893068032393, -6.646695036370772, -52372.609846586376, -60693.55175390889, -88124.36915211246]",0,0,
224,"[-5438.635747911782, -6718.3741580083715, 8443.821608940907, 4.996222019718289, 4.771478309426003, 2.435653804445442, -0.8256878636508489, 0.32176316182012776, 4.637786586780152, 3.5306035054649527, -11.095228225951807, 6.745989720754533, 131418.39347588585, 51637.553818998276, -193515.68522178946]",0,0,
225,"[-3267.713422484717, -1166.2948748038707, -9933.117975437688, 1.1473867136432525, 0.4516986979340173, 0.41305217025711627, 1.9891240956752494, -4.2681399437586816, 5.4220302454189095, -7.3034464505292735, 1.164898514200404, 1.5670499735791665, -29811.131128207446, -45985.901440113754, -20726.90092722705]",0,0,
226,"[-7399.544449511435, 3971.1136186261356, 3860.6892996680563, 5.656269338070876, 1.05738841633874, 3.8263031572848334, 8.789618814135963, 1.8459525953875993, -1.011496611022502, 9.290268582476035, 1.9815056412600587, -5.431813034527742, -1304.5980793362833, 102875.24857807363, -28345.55991240323]","[array([ -6.2165 ,  99.11094, -71.46396]), array([  6.2165 , -99.11094,  71.46396])]","[array([142524.95099509, 349004.33727847, 273936.64924245]), array([142524.95099509, 349004.33727847, 273936.64924245])]",
227,"[-8237.103803381699, -4601.309515792446, 2113.040363605749, 4.5172451439754076, 3.4707344179991297, 3.639808387066362, -5.262632761844802, 1.185571386665444, -2.0965698963282975, -10.413324962724108, -10.35839004638396, 5.199187546015995, 121665.97195945319, -104435.77898418895, -152936.65597637912]",0,0,
228,"[2453.081846002402, 8708.33643200032, 2333.237810180657, 1.316030809910311, 3.305155228085976, 5.405722879867554, 3.939603570615983, -7.019363211076275, 4.161601863327162, -4.754539288416324, 2.0276072086736505, 2.6949790884505163, -14381.978770457383, -138051.3383789031, -336154.3133109903]","[array([-143.97992, -177.80214, -153.67814]), array([143.97992, 177.80214, 153.67814])]","[array([2019104.00272182,  593305.77716068,  445267.45530257]), array([2019104.00272182,  593305.77716068,  445267.45530257])]",
229,"[3268.5671322752532, 9091.638959215532, 4200.01255186032, 4.017910017048942, 5.905530205654861, 1.2166055263156113, 7.932947797696723, 7.1479340986791176, -3.0794050373084083, 8.865264156400041, 6.146479518925613, -5.684369184746657, 144376.12408197613, 2256.331327205902, -118917.62084574351]",0,0,
230,"[8382.74329080796, 8492.178769149847, -1094.90327767686, 5.150745832857958, 3.883049849650333, 1.5871366583832465, -1.0395904622854548, -2.3041806961902287, 0.9735307260695123, -7.959754324833653, -8.008373472314098, -7.146421249232942, 100761.3473970154, -135404.6241335964, -165642.23043006146]",0,0,
231,"[8121.104668792686, 9098.468689264668, 5425.580707527397, 0.31822115342588275, 4.763599579534698, 3.693222017033009, -5.881719999810771, 0.5699709633099079, 6.183258474531135, 11.381932725116098, -8.345938013664487, -12.409397113119882, -138001.06154219026, -127488.13004862364, -350815.3364062102]",0,0,
232,"[243.5497502511771, -641.9896466664122, 4055.035285335078, 4.204784273837304, 5.591500137673755, 0.11960718315921229, -2.5701473065967946, -0.8132496401031677, -7.950572885064796, -7.292359540667925, -7.017106759595559, 4.339290899789386, -87783.07617741928, 149425.93540604465, -13972.895748626208]",0,0,
233,"[-8035.436069374895, -5764.414056682601, 8632.228815219121, 4.773128273948547, 2.7489866081615784, 5.326945087571466, 5.224252761484369, 1.3057568983804106, 1.5798085890572988, -11.149833419505573, -9.258367314929295, 3.2741923144525718, -23834.040449903958, -137211.83970271368, -100637.18914058583]",0,0,
234,"[9967.40733401641, -1913.09671415931, -621.6885236211947, 1.7553534952294647, 3.0835986103320274, 1.6786302036488991, 5.339250880628018, -0.9715505672885039, 3.1152320004028855, 12.302426378443958, 3.1475839633650367, -11.014795010263873, 113559.08159176487, 111300.14692535112, -332103.90352441266]",0,0,
235,"[-2791.526402770741, 3900.5980636692348, 7749.990841101659, 5.068636851079119, 4.772923248189888, 1.988480501540327, 0.20414969037590502, 3.479174876798096, -2.6949170578126136, -12.200708126046004, 3.4058839805055214, 0.8042870278587859, 7744.566920739919, -24441.38830588429, -309735.07291243545]",0,0,
236,"[3173.212634660773, -8005.577084801605, 3399.130133437564, 2.6891941852524, 3.8901223737774133, 5.578885914645926, -10.754203328434949, -2.2117077928894746, 11.486558291977683, 9.637532719985519, -3.468596895922179, 1.5481841304554909, 76126.57911289026, -21436.131452337693, -157264.58121076255]","[array([-95.37068,  85.47375, -58.71296]), array([ 95.37068, -85.47375,  58.71296])]","[array([578890.33497118, 211191.58997198, 246318.05725356]), array([578890.33497118, 211191.58997198, 246318.05725356])]",
237,"[-3121.8020017321323, -8601.387466799413, 9547.99622832056, 4.412763446102811, 0.7589548449965003, 4.995999860509155, -2.950591992909354, 9.950412996191552, 4.069140731562374, -12.402800761359577, -10.73210068579032, -4.581021851500809, -18032.601981160347, 149834.32074196835, -282493.6043624713]",0,0,
238,"[-4453.934940223366, -7131.196322354957, -3987.5346939447654, 4.048695854665502, 4.8261248815734294, 4.296596947753731, -0.8044646479758182, 10.868941170793068, -5.928715832239019, -4.233163064949569, -5.160854770101411, 2.198598565299271, 34290.02474589794, -36861.40096405946, -98663.17495038244]","[array([-99.23414,  -8.46133, -98.61066])]","[array([671277.68208331, 180454.05345166,  29239.16669285])]",
239,"[-3376.365907389034, -3898.917107401736, 4848.0522263892, 1.9941342397323385, 5.126372435372695, 5.50414631562057, -7.756824974498248, -2.3152127177599615, 3.7483004190331766, -4.144852235436694, 5.773162883872171, 5.690901453698238, -58278.08348154873, -35220.73302888707, -232180.8941532039]",0,0,
240,"[5256.620974645735, 8421.50165871071, 4219.143394728073, 2.397921002395334, 5.715497186836495, 2.4841537212603066, -6.376263791200338, 12.168535474596968, 6.238991041436506, -8.646512982540306, 0.8138974323755264, -3.834415887441054, 12530.10803424177, 91575.06372440112, -269229.1822619374]",0,0,
241,"[2961.9268729799733, -4213.1077854085515, -2874.490675971675, 2.8013878449825675, 3.646302477450968, 4.897064672526168, 11.446237006051902, -5.33153834502043, -6.8047540390088646, 1.9498688155405048, 3.0520815258089034, 1.5368554608133618, 52512.24983712548, -28752.272898244846, -328236.9833838839]","[array([-297.78466,    3.94711, -258.27043]), array([297.78466,  -3.94711, 258.27043])]","[array([4613662.24675992,  650001.05789641, 2081096.80412863]), array([4613662.24675992,  650001.05789641, 2081096.80412863])]",
242,"[5097.0191462805815, -2375.151894385237, 2085.935991970233, 3.4252553755974176, 1.6875563962281854, 5.433955323730939, -5.447271540025288, -4.536639397401109, -0.28564586145998305, 11.858814629090574, -4.652356927434569, -11.21374040926341, -4566.957467531349, -119394.78985585918, -392022.2592442851]",0,0,
243,"[9707.030010270133, 1683.3810167701085, -6182.517446450001, 5.143129638363739, 0.10459077436635333, 2.883435057146357, 0.4102569528909026, 0.5812932692117467, -7.915787419779077, 2.23256513490149, -12.34432427755366, -8.956660818806265, -25992.997472903124, -146350.38746749138, -209541.49907241538]",0,0,
244,"[-9071.633605857653, 9029.055289894648, -8800.186766174838, 4.875269932360173, 3.0820711686274276, 2.042903118972457, 7.980709454975155, -4.657760830917667, -0.867088602634789, -1.5395472925087113, 3.0328841240580022, -5.962666161516358, -26330.375059956117, 67781.54052306322, -341892.0013000722]",0,0,
245,"[-6008.969058545084, 3367.629819048965, -3975.7391079743566, 0.2620007628448012, 1.9259241814048367, 3.5494308013656353, -8.361284363723584, 4.594305007264886, 9.137996044685455, -4.190270572132141, -7.487242999299206, 2.9057138853380327, 61568.041439132736, 143063.26047404902, -246816.70615140145]",0,0,
246,"[9115.17295640185, 8324.410618440841, 5819.981999385458, 5.1237946533530705, 2.376029205005693, 4.839962986231193, -0.25783800166560233, -4.704308686688854, 9.714160808422903, 5.160687816538015, -2.0573643391246303, 6.700313365562714, 117127.29803624807, -55394.790213354136, -313983.2504093555]","[array([-81.81213, 105.69258, -91.10153]), array([   -3.11482, -1426.04016, -1193.54941]), array([   3.11482, 1426.04016, 1193.54941]), array([  81.81213, -105.69258,   91.10153])]","[array([873449.01039079, 574681.13890544, 121487.4391732 ]), array([66688886.70327951, 93789470.45347627,   138225.30841309]), array([66688886.70327951, 93789470.45347627,   138225.30841309]), array([873449.01039079, 574681.13890544, 121487.4391732 ])]",
247,"[1315.5339572976918, 2397.3488628947252, 6664.8645881189, 1.2214848258341742, 2.7488205561483703, 5.4374830721225775, -5.57825550412449, -6.81646930215061, 9.830953625890974, -6.761437006753167, -4.535294206210478, -9.998154672245214, 16226.844347160106, 50737.449210252584, -342252.73556623945]",0,0,
248,"[536.0420936051632, -382.2434976118875, 7274.341260383542, 1.6986573543144756, 4.839645031366329, 1.3390556189378209, 11.015082872461335, 11.113340217866003, -1.4888067182740965, -8.484781869127962, -2.305714327883086, 0.599008380009856, -3270.3007330570254, 124443.0197054575, -89698.49266764626]","[array([-143.80827,   33.57068, -160.46694]), array([143.80827, -33.57068, 160.46694])]","[array([193468.08714097, 552156.26764194, 641459.80132836]), array([193468.08714097, 552156.26764194, 641459.80132836])]",
249,"[-2991.4953724133393, 325.7280163512496, -3475.7771834116165, 4.06179615409465, 4.958944588130056, 0.4899128777909679, -8.959686786596066, -4.489269756018821, -2.4275402597258404, -7.405477566650102, -4.170701624224492, 4.6159417700154, 49879.56056673842, 77099.05900164787, -202382.5031143683]",0,0,
250,"[-6753.345353646568, -8879.739087751663, -9733.236539758718, 2.8608205644376064, 4.346601438372462, 0.39711031158631005, 2.4115241174287814, -2.8174555915851034, 2.5403883257230895, 12.45592206858409, 2.631675544582457, 3.1963851912600987, -70785.12027043385, -142386.98664341323, -309273.6557331743]","[array([ -77.40348, -104.55064, -230.43141])]","[array([1408065.30864088,  618561.47193536,  210320.4777897 ])]",
251,"[-3611.3570560975613, -4355.853631036765, -8744.76878927786, 0.231841912402089, 1.072325912087651, 3.7115506955011552, -11.859966560432106, 2.7956223042323867, 9.959367979176601, -0.8497800423145687, 2.381006225143734, 0.486694591539079, 137652.89790728624, 68481.19102183403, -45764.33281088667]",0,0,
252,"[4013.4438539197145, 117.27866379353691, -2552.2042143004664, 3.6696770098468057, 1.0888791768748893, 0.22137717620719133, 8.752384640145202, 6.25111911980118, 0.24498634181527557, 11.11008579939979, -12.261288600541533, -5.903860577274866, 68201.10432745484, 127015.89660099836, -351031.60978886613]",0,0,
253,"[6990.824710844929, -4606.698986293325, -5261.959079449943, 1.9095358361663515, 0.790159013239366, 1.900066386105536, -10.56126447227848, -4.145575459286466, 12.290069980615058, -2.858673043896893, 4.167452082231641, -2.2430032843326533, -36747.48398434586, -83995.88947186848, -321539.2075685164]",0,0,
254,"[4377.134548218824, 4463.008692607469, -5840.062903974545, 5.698793366500135, 1.114715601632816, 3.3154577269510503, -10.27705790454713, -5.54652641817556, -3.04151591824629, 4.184993618460865, 4.90277790717991, -3.07404231699849, -67459.1821048407, 73757.07016231868, -336592.35280375724]",0,0,
255,"[2191.9516892797565, -4120.030081892878, 1012.2850585651449, 4.035100590364304, 4.830144480743925, 2.42884073971999, 11.604240703858565, 0.09253356537792357, 4.8175527651483545, -6.034309349516556, -4.021130532768321, -6.315399406661238, 34001.166004136205, -21083.531156654382, -351893.64985704416]","[array([-180.85982,   31.34496, -206.21753]), array([180.85982, -31.34496, 206.21753])]","[array([1904354.51116608,  698781.33886567,   87068.40470716]), array([1904354.51116608,  698781.33886567,   87068.40470716])]",
256,"[-5761.995420666244, -8047.465378296092, -5367.046918054972, 5.212338745777254, 2.127883166592104, 1.7240109957050815, 12.191461049516434, -1.3727275473656766, 7.290586442268555, 0.6878528074300068, -9.512084934230908, -3.299507893086126, 67634.91951515793, 3498.1697737245413, -18234.970120308863]",0,0,
257,"[4924.8796404377445, -1390.8990720961338, -8021.062514727397, 1.143292415594292, 0.866716117635664, 2.787127766798101, -12.276414246994776, 10.765104398801459, -0.8322244512774652, -5.75808325339289, -6.606653263283507, 5.005531646613246, -18034.470497996896, 118268.3474190539, -107900.16839385557]",0,0,
258,"[8484.795228566309, -349.9597339750162, -7081.491536606018, 5.878235067388661, 3.3556016701175966, 2.301304854774215, 7.125327458553063, -2.0495321666013755, -3.414900359641776, 7.0037929336540365, 7.229901809560925, -7.154187864857325, -123941.1254811615, -62808.7613279207, -109456.6527265422]",0,0,
259,"[9484.500793430372, -7504.413347549507, -4661.289026454556, 4.233839749047761, 1.9353597734329686, 5.565147315671509, 9.570130827210097, -0.09946190670461874, -2.270907469576194, 11.61651212075191, -8.832416489309805, -6.032669852916105, 98251.48272343038, -50102.414259993835, -184243.61055904452]","[array([-269.91909,    7.05047, -250.64739]), array([269.91909,  -7.05047, 250.64739])]","[array([5256245.13997438,  379082.9700055 , 1981076.96249282]), array([5256245.13997438,  379082.9700055 , 1981076.96249282])]",
260,"[-1377.3685561254115, -5292.8384120902065, 8793.192827029245, 5.754652118680969, 5.617800684539854, 1.1766789904630541, 3.247329231520622, 6.484509046350746, 0.6595220666472663, -2.0707019166809637, 2.052379445880165, -9.102084646650718, 27857.542945609195, 16972.48793377416, -202453.68287406728]",0,0,
261,"[9469.727586014506, 4814.141532074282, -3662.8600758689918, 2.9041546809374568, 2.738697717871771, 0.1799825543533497, -7.530571139638205, 1.9274476281024704, 1.6954685472683195, -12.057773983771998, 7.3363975499631024, 1.092742705201859, 138924.88507348322, 131240.1160669382, -246723.38174514667]",0,0,
262,"[9035.199217414502, -4951.9524269386975, 2086.520422683192, 1.0126730553297032, 0.9527463298815138, 4.254148824195908, -2.3867026606083677, 11.28016493895927, -5.150056509624969, -10.360874677007516, -9.687679073951898, -1.329189969503883, -32792.3837688051, -123767.81045148312, -360928.41077886126]",0,0,
263,"[5476.443489782925, -2582.399997182052, 798.7753017309569, 2.7604119640518507, 3.3847994436769926, 5.90853354455556, -9.991093581372965, 0.15199244812802348, -3.846213993899828, 0.5979673442806952, -0.7080327108185944, -12.335400566511298, 3390.703705527296, 50255.76931590465, -229669.58302161063]",0,0,
264,"[744.6583100071311, 1802.2343144473234, 6944.570664480569, 1.410820755254126, 4.2348873956493485, 1.8109458108603986, 1.8629032935698486, 7.061993572879363, 4.813467827810081, 11.019979874484168, -11.954507059587387, -6.6026325890830355, -15016.497142545995, 56403.699959400255, -150242.28535054217]","[array([-242.53397,    9.43823, -230.69315]), array([ -45.71414,  196.34148, -254.4746 ]), array([  45.71414, -196.34148,  254.4746 ]), array([242.53397,  -9.43823, 230.69315])]","[array([ 312875.59161925, 1477796.79126862,  942619.59386238]), array([2408320.63848083,  658914.74592728,  112532.00480393]), array([2408320.63848083,  658914.74592728,  112532.00480393]), array([ 312875.59161925, 1477796.79126862,  942619.59386238])]",
265,"[-4073.215049911094, 5596.465743515868, -2720.1420405774916, 2.844140323215206, 5.411970558972527, 2.6213653006483404, 3.8834164318246174, 5.956836408047925, 1.250244652030462, -8.92902749692421, 2.5745866758804716, 6.052130445258683, -87036.72344494656, -6077.858626473637, -328971.7998966439]","[array([-147.92794, -105.10796,  -83.93355])]","[array([ 157372.3435475 , 1158730.42710504,  771103.39961949])]",
266,"[-386.9400740240708, -1401.3775097769958, 2419.1542979475234, 0.9488605297184357, 5.861571057822082, 5.5145760271551385, -10.707629564839564, -3.136145126752119, 5.0152250248416586, 11.06501845873175, -6.412816971392293, -7.154668580610795, -86915.15868130852, 28744.0225204507, -277110.8728803176]","[array([-552.25515, -425.02404, -478.66404]), array([-448.74732,  343.71002, -396.13829]), array([ 448.74732, -343.71002,  396.13829])]","[array([17561818.77016726,  3528662.1949172 ,   485352.60727402]), array([11911575.67533845,  2193762.73219968,   322576.94060503]), array([11911575.67533845,  2193762.73219968,   322576.94060503])]",
267,"[-2939.614366308416, 2521.0231690345863, 2491.4440781860976, 5.619621438068167, 2.584582210701799, 3.1457027899202097, -11.715256095226648, 2.007967782193754, 7.049991624517746, 6.403161755999459, -1.6276524829439154, -6.128511576092519, 101270.0433727641, 63103.74343335911, -163630.88637275598]","[array([-169.52614,  202.34661, -133.50981]), array([ 169.52614, -202.34661,  133.50981])]","[array([2136910.68095864,  368997.01656078,  760913.88321045]), array([2136910.68095864,  368997.01656078,  760913.88321045])]",
268,"[-555.3344303792292, 2536.9992857860907, 759.7394534979703, 1.6615150074221434, 4.014745002228957, 1.0211967388098977, -11.162856033367529, 3.302703343392924, 9.967470952046007, -4.0724407208527715, -0.981323592648705, -6.779785045254065, 63954.93843924446, 26206.086625532276, -392294.3895414232]",0,0,
269,"[-7968.199650295529, -9434.8650977558, -107.114582744176, 1.848024444822198, 5.848567330876336, 2.987970999193563, -8.695384979217557, -5.817255895513554, 8.62316015153242, -7.3106315820235865, -1.5278520753739055, -10.576777152157344, -128270.48270551825, -7047.206555250479, -218552.56101926093]",0,0,
270,"[3707.04511385164, -6555.350074791282, -2173.1106738249873, 2.635539434596336, 4.454516345041816, 4.790071211012327, 10.070650035672443, 2.6859213691596047, -0.34136139154182565, -4.487495118609747, -4.43489920083203, 3.4515755184165826, -27249.670962252276, -125861.34208948081, -190699.38684314338]","[array([ -95.90965,  -82.84153, -108.73465])]","[array([851028.83515123, 475861.43077391, 265272.80062816])]",
