,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
11,"[1738.8983740299973, 7003.835653917966, 7269.947229130896, 2.518469222360801, 4.149483199796971, 4.883163531424585, 3.2935223082834764, 2.6638141325504776, 4.457565741839497, -3.700436693506637, 2.6675065346067495, -4.594811778313921, -123765.09220296495, -33333.80947589592, -269743.52136266243]","[array([-168.32781,  -91.53836, -126.93454])]","[array([1310150.41910493,  632777.62544765,  461809.01455852])]",
12,"[-7250.711532537628, -633.8677734516987, -483.18873627101675, 5.397614131354344, 3.087673300115564, 5.650603096703868, -4.533328390749807, 1.6807062915449524, -6.824775989433547, 1.9896099298941614, 5.187607720969872, 0.6806015968464632, -10460.674369575718, 64184.49586837724, -118897.0432150616]","[array([-107.92672,   45.69846, -107.32939]), array([107.92672, -45.69846, 107.32939])]","[array([1053656.52694102,  242948.50866183,  165438.56471867]), array([1053656.52694102,  242948.50866183,  165438.56471867])]",
13,"[-5781.439467305356, -9510.082461244589, -6930.73170848548, 5.3835631910296184, 1.6167534287221286, 4.113623611270488, 12.266686296947483, 11.644456885996693, -5.180867242804515, -2.142072798011192, 5.055683298050091, 2.385310686294833, 107189.26283178703, -138877.59968880835, -157304.8253812446]","[array([-100.31392,   -7.04497, -108.7985 ])]","[array([932138.23494915, 286975.07790872, 540051.08940637])]",
14,"[9432.015294737535, -9407.111760754377, 2260.8819047470897, 1.2711136670263303, 4.095756080387159, 5.54863325926333, 7.7450896473054485, 9.022055020615724, -5.339699807259968, -12.230444794835597, -7.42436674914026, -9.493195080727407, 130407.14186997595, 30180.707900259265, -246007.144307993]",0,0,
15,"[2088.5418812119733, 1564.3915834323816, -3382.4996197532273, 3.692005634079517, 2.9219516268839913, 1.9254268253450595, -7.241365933139195, 7.071903857426994, 5.938116169141857, 9.282009435703692, -2.1856001113949883, -11.259248499366755, 2766.341649193695, -11101.591018865729, -108772.84908359655]","[array([-2.00256494e+03, -2.91960000e-01, -2.35638155e+03]), array([2.00256494e+03, 2.91960000e-01, 2.35638155e+03])]","[array([2.03985488e+08, 2.10334853e+05, 7.06266581e+07]), array([2.03985488e+08, 2.10334853e+05, 7.06266581e+07])]",
16,"[6997.257281457671, 5276.412608047198, -7559.099337397029, 5.122226484423862, 1.1503987058888527, 0.5765203841094051, -10.085599596484467, 8.957705173912593, -4.544028840635897, -1.5990183809685643, 6.961499569771949, -2.0281860464408634, -99094.42057649873, 23958.990768739604, -104320.45592560817]",0,0,
17,"[-9019.424168704527, -8902.218087652449, 6467.621134129102, 1.652662652774448, 4.347355716270147, 3.804838494262335, -12.520975717742452, -4.3707500398415275, -0.9638466493424014, 6.618603433166328, -8.944448646657108, 6.521594024645161, 143091.0075583406, 29931.378234657022, -13373.233891530836]",0,0,
18,"[5754.477563400675, 1849.4599110018826, -4729.257246024456, 1.2285232907737444, 0.8549641376444324, 3.3360281506983918, -9.025739121681442, 8.713757228342569, -0.662376959669432, 11.971536126552348, 0.7535393233423946, -9.829826139088386, 2998.2303121381847, 82910.15037430375, -114556.90149095899]",0,0,
19,"[5367.253885845506, 2876.345026578889, 4960.054448220999, 0.35441924105563727, 4.378791993949477, 2.0163924678775142, 11.774026515151672, 4.59053389203112, 8.117610800599294, 7.17843179300036, -2.264649274352662, -6.334166690879807, -10435.096545859065, -63792.8518802459, -248569.7620766152]","[array([-242.31519,   -5.31139, -154.47449])]","[array([2338116.92481409,  320440.19190755,  776035.14673788])]",
20,"[-2030.6154086230308, 1127.650499054149, 7671.2276067569655, 4.6293949892868245, 2.5282658292688347, 3.3312685992845856, 1.575431002140526, -4.193814467872082, -7.242483059753836, -7.906773958063989, 4.0834116953568085, -8.042628292640403, 75080.23576163378, -140406.6931260005, -77498.1149814754]",0,0,
21,"[-2690.135134922678, -7957.0426362375565, 7583.051601262268, 2.708772345178775, 1.4431157951532567, 0.49891168327905766, 8.133728380181662, -6.3995983516823625, -6.873496558774783, -1.5724301472220343, -3.6462630870579034, -4.296890347028855, 110632.76547453404, -12936.763054223964, -55819.971919703996]",0,0,
22,"[1385.3398448775406, 5477.539322819857, 4117.138099355772, 3.7745642248625586, 5.802883984085103, 0.7863919397005309, 1.994675399892829, -7.742001973035659, -5.211019783223183, -10.519673100300098, -11.753565775693733, 5.390432247986414, 135172.61704718095, -12544.205380279687, -328922.9585518633]",0,0,
23,"[-19.077004577742628, -8512.701501701882, -8688.715646617116, 0.37017983735416926, 5.137422059820416, 1.4005336051199735, -8.549840115206568, 10.971820148048877, -5.389050730126402, 11.698917054627554, -9.070519558328309, 4.108970987909348, 134272.21994951, -140191.36469649617, -56196.69509478228]","[array([-468.79024,    8.93389, -332.76922]), array([-128.37884,   92.55939,   96.36818]), array([128.37884, -92.55939, -96.36818]), array([468.79024,  -8.93389, 332.76922])]","[array([  94365.05240106, 2056360.0645997 , 1685793.15745094]), array([694619.66456294, 102500.61772728, 154453.29298125]), array([694619.66456294, 102500.61772728, 154453.29298125]), array([  94365.05240106, 2056360.0645997 , 1685793.15745094])]",
24,"[3944.005006067462, 4095.5981030087223, 5675.211284455603, 5.9629795976670055, 5.294973019786811, 1.3872987669670298, -2.138102481659459, 8.794061375597853, -3.4799503497836524, -7.914432698946671, -0.46314045602381526, -1.7390363410032634, -147143.13083958704, -31637.33838096088, -295792.5852283682]","[array([-447.30901,  -30.01217, -642.7005 ]), array([447.30901,  30.01217, 642.7005 ])]","[array([14269404.21529416,   568108.23326498,  2842603.95106648]), array([14269404.21529416,   568108.23326498,  2842603.95106648])]",
25,"[-4539.9603214067265, -5318.328747651584, 4829.619022859721, 1.9021183897847043, 5.142804276436451, 1.7781254068426886, 5.281133940862173, 5.530131953476317, 8.81473797882543, 9.986671076099885, -2.9397296976186755, -7.425964065170723, -135357.95204263442, 94515.32069888979, -281884.3677844539]","[array([-164.41986,   -6.32692, -169.482  ]), array([164.41986,   6.32692, 169.482  ])]","[array([1054951.37614566,  755804.61772027,  562344.18906032]), array([1054951.37614566,  755804.61772027,  562344.18906032])]",
26,"[5308.506989185198, 9066.930469731255, -9831.804606404723, 0.8014433866140743, 0.398603718604565, 0.8666986950624646, 1.73067218955204, -2.6818977704692415, 10.62339304977396, -7.01239954815765, 6.123638010931604, -2.1342509446574933, -56143.201376183555, 104781.6871671754, -157163.00202880794]",0,0,
27,"[3706.118979276822, -5093.404291889103, -2614.5023944039995, 0.39488467534899085, 2.4263034958046723, 4.611108080043928, -6.354646337917947, 11.71428594348933, -6.1892447227135765, 7.7737524434549705, 0.18450880656070368, -8.392313850801381, -28507.413002497502, 72959.09048548454, -68902.85385947645]",0,0,
28,"[-7433.132813209715, -4423.699986412839, -6847.205999251, 5.681805266677786, 4.45873334317765, 5.606872031472398, -11.749200738893986, -2.375707814143362, 3.5304957588866674, -4.175278880114284, -6.0649303587123535, 1.2075675505294026, -57973.301483524614, 29185.989720565558, -78011.56394651439]",0,0,
29,"[-2530.467267541494, -4090.594368488809, 5120.566028395837, 2.5604384508996016, 1.0501507970202586, 1.7963488923305335, -6.320404518335373, -3.0018609239608747, 12.043554243682483, 4.713561019975895, -2.7235980502679666, -1.2436155170440717, 143834.50795221148, 14035.981531219673, -301746.3571056576]",0,0,
30,"[-7109.666264653176, -385.47396313795616, -6833.838783067805, 0.14914759493256802, 5.196525431131626, 1.5360804614602666, -9.368467847138245, -5.929405788372695, -4.187401348304917, 2.477315505959629, -5.961161196260145, -4.669052000382236, -28159.628892219596, 6266.9474360450695, -353687.57943162177]",0,0,
31,"[6798.295558961883, -8305.757027428483, 2675.006424040632, 3.4470603654339125, 0.8363167753584041, 2.763677786942086, -0.939744025032434, -3.4921591729581687, -0.9229056517675076, 10.0529516485148, 4.507443012333894, -7.10942145758265, -6859.586269952735, -93250.73483389107, -344466.621433279]",0,0,
32,"[1605.744996933674, 2732.485137491245, -6312.211270562937, 1.2715192941602822, 3.9755659819279328, 2.1363286284509737, 0.3979629668528286, -0.3547301014982054, 11.519740882491305, 8.675575871815703, -8.521181786105348, 3.609699011883432, -80652.4137000307, -47.81459075442399, -387405.0035220073]",0,0,
33,"[-5976.397415016468, 5249.717333100571, -3871.947332215189, 5.582078752749482, 3.3723536294400045, 1.608096318812677, 9.132736347356872, 8.114293940390223, 1.771498043824005, -0.1614173375221597, 5.428129252080481, -11.323658119770718, -110455.4195714122, 119900.01765931887, -123715.60342498217]","[array([-34.79645, -71.33443,  32.83656]), array([ 34.79645,  71.33443, -32.83656])]","[array([ 70644.28147862, 227938.83809829, 254777.99427121]), array([ 70644.28147862, 227938.83809829, 254777.99427121])]",
34,"[-3163.885661519179, 1902.1155606306656, -2219.538884223216, 5.981126204025302, 3.9918481207490744, 1.5157953618942597, -7.952934274600151, 10.383716610350536, 6.670163034902538, 10.120712222750033, 4.290920141857264, -8.038910892380086, -45988.47517403464, 75185.51650868301, -323671.0658125286]","[array([-155.72802,    6.16162, -219.62189]), array([155.72802,  -6.16162, 219.62189])]","[array([ 566553.99490494, 1870485.62550753, 1513307.2863212 ]), array([ 566553.99490494, 1870485.62550753, 1513307.2863212 ])]",
35,"[-6064.250269077729, 6145.822778326963, 6720.554437565035, 4.290761921442915, 2.0618467908860825, 4.530329563811367, 0.21567569721033486, 5.75621969959052, 8.920905626941892, 6.650526317582607, -3.871839959968062, 0.38966796036701723, -52872.93249413646, -37402.88836060224, -317858.60163194704]","[array([-91.2649 , -52.69045, -96.52408])]","[array([192266.59442531, 673346.43206935, 651519.50796157])]",
36,"[5262.4697402411275, -4193.730613410107, -5519.860404921462, 5.676788135222081, 4.483614976372259, 5.15861696014601, -0.756470406436156, -2.527427863667582, 9.14453255827987, -9.552788231796164, -2.6221603613278557, -8.969285443852433, 46791.154066374496, -51190.194088885255, -174457.90186833136]",0,0,
37,"[8213.665664928212, 905.0366291450664, 6077.5387983468845, 4.61699244055901, 5.392979335026302, 1.829643572037158, -3.6716883562915843, 10.70303196772634, 11.01977054915628, 0.8861043428743614, -8.018002369497967, 2.381076257441448, -125160.99965734643, -72679.86924831341, -12735.06847906753]","[array([-97.09163, -95.82086, -27.75732]), array([97.09163, 95.82086, 27.75732])]","[array([772357.1150472 , 208103.16120125, 345617.13382933]), array([772357.1150472 , 208103.16120125, 345617.13382933])]",
38,"[4569.553464656468, 3409.6894859566146, 6956.67649641442, 4.9225196686906125, 0.4621018755722808, 3.6559011025188286, -0.3411220156370529, -1.7399661695585245, -7.777511680905256, -0.016281832897304227, -1.9363959008631593, -2.3298105054127767, -40828.16729742683, -58033.73733962458, -243674.953847493]",0,0,
39,"[5388.348508511788, -3568.090011567584, 9498.333942214682, 4.555152058410339, 3.8523355648465123, 4.350785293421376, 12.365902396057596, -4.143160872367885, -5.340492201422627, -1.5870480873961643, -5.41810247250416, -0.72540943004193, -73095.9433137427, 141671.24147360201, -242296.1051780067]",0,0,
40,"[-3124.746027093057, -7055.241503967993, -9481.090818506142, 0.15898886493430064, 1.1014413231744875, 2.2859089145044504, -11.452525239466691, 0.8988397428384562, 11.375353747229504, 5.728895369914646, 4.450210268252103, -3.137946486649275, -40970.9604580657, -96507.5752490168, -332554.8201766607]",0,0,
41,"[7537.140322203657, -4084.381761071727, 5804.7959471420345, 2.2909064146590095, 1.1483108531527924, 0.3366988638692235, -1.9055587186658673, -2.5122876536745196, 4.412231777509607, 8.595170368309006, 3.5149107582245414, -7.102065522737216, 47297.630004864855, -29417.225718686983, -189079.84210694264]",0,0,
42,"[-3487.34468790165, -7389.715136336856, 8826.006270941536, 4.015201868648295, 0.8266822777688855, 3.050451324862384, -9.834594925781605, -0.7072655288568939, 7.059084253308024, -0.6883753728851332, 0.2973857151536592, -1.3341015244489807, -108035.94014537022, 145884.200547064, -384864.9417932827]",0,0,
43,"[5633.221275385029, -3312.7951333265582, -1606.3580046043608, 5.0171622991350375, 5.2389590547213425, 5.3277876850252825, 4.905492060856723, 7.245615707220402, 7.608998703473741, -9.964290829036393, -12.398707875090613, -5.4573244420043725, 95712.51519914728, -30278.32110402279, -88144.00755171268]","[array([-117.06236,  115.94915,  -85.54493]), array([ 117.06236, -115.94915,   85.54493])]","[array([1066091.31914637,  469319.5461514 ,  203077.53690193]), array([1066091.31914637,  469319.5461514 ,  203077.53690193])]",
44,"[937.2881937667171, 4409.4815803223555, 8149.619082891892, 5.4642190483289, 2.870869496344075, 5.060344505004036, 2.306642038474296, -5.803525034223695, -2.780351026148054, -8.118925217092093, 0.00732335044683019, 7.5645934626162195, -114731.71236548573, -98157.45459686195, -202333.23610065918]","[array([-265.03212, -402.59087, -277.50112])]","[array([8020380.8891113 , 2250879.21988257,  504170.69709608])]",
45,"[1170.9344982233451, -413.28013311268114, -3065.8525808333725, 1.5744848625822105, 3.8786441241610214, 3.4904750751528337, -6.157061762208549, 0.43695891827530176, -0.944501197103099, 0.5531308342865273, -0.8807011929827002, -3.372753714307283, 85588.37762977311, 46848.60581727899, -345242.2384382442]",0,0,
46,"[1848.3026778875137, -717.0355175924142, 7450.548495044797, 2.3610914933492317, 4.264027148423171, 3.1032404562797318, 2.433357240035976, -6.652038758858196, 11.17384094115469, -1.5302394808780022, 3.5220286451674987, -0.237062570901875, -40164.72953372543, -33810.57528602805, -392719.5390432939]","[array([-112.85416,  -96.39018, -121.95471]), array([112.85416,  96.39018, 121.95471])]","[array([975846.80359682, 579549.99219058, 309978.35684495]), array([975846.80359682, 579549.99219058, 309978.35684495])]",
47,"[-2349.457737614176, -9277.785546488427, -2476.374576016414, 1.7278250896747465, 4.724923545186808, 1.7925303094302067, -12.091242551578086, -5.652897811894216, -5.424372990549875, -11.725378406600662, -6.65467037652429, -8.08227789601062, -35475.86761910972, 118187.58180073852, -278747.11454501795]",0,0,
48,"[360.2319775792221, -1075.0836051738497, 8236.855503726703, 1.5009118821461969, 4.744468978129754, 3.631928421411709, -4.923613207558748, -5.269914222596167, 10.048078370287303, 0.8987358370610892, -6.232925344553086, -4.702137713413687, 123000.4331011087, -90218.3829315171, -140046.31538116542]",0,0,
49,"[3103.038691983871, -6925.887262280783, 597.4785910194296, 0.6675115464622314, 3.483354071752227, 3.37989504638083, -6.3363353609852195, -2.510865970071513, -0.4654984990632727, -7.828260182815901, 7.461222882281447, -9.31489668891796, 125792.42753347335, 149960.75693929702, -296828.62423702475]",0,0,
50,"[-753.3406483273502, 8875.177487779401, -1205.5471077523434, 1.1047059917442794, 4.135094094589989, 0.688487468111439, -0.5143512409804849, -0.6098769364296261, -1.1474415403016076, -2.311504082098569, -9.513119806635858, 2.888644168796187, -38063.592268138964, 98135.96740999186, -192186.12999321157]",0,0,
51,"[3581.7056354162087, 9441.877414143575, 372.00813373876554, 3.686992774504154, 5.817034789393963, 2.183241265285795, 8.259093983366693, 9.600312134488838, -3.2767112571356938, 3.7109134228751053, -1.3622682940806072, 0.9318387627940776, -20424.637725706023, -89983.70971696675, -197959.14981042233]","[array([-162.75201,  -16.83322, -185.88936])]","[array([ 394827.94521368, 1421194.89056954, 1182839.81073663])]",
52,"[-8073.321505395392, 4488.0758397866175, -9226.959407477878, 0.962625149467593, 3.4004223662657407, 1.270954130085134, 4.2180106229494, -5.40947125586664, -6.749121277725308, -3.9278472083134233, 0.291784729253326, -1.7709913075588908, -117209.72284529726, 142098.11904392252, -58961.67885309912]",0,0,
53,"[-1991.002151624295, -5520.449366777442, 2013.1992777534688, 0.36100236787853934, 2.190875362074224, 4.7178524325148485, 4.787571391413163, 3.633443063554621, -5.742522150621525, -12.23205937953062, -8.768718025062537, 7.437466911957884, 10807.424056186981, -142139.24474745902, -286874.42346753366]",0,0,
54,"[7508.639093875845, 8762.005426806867, 5847.595577855347, 4.274680475190594, 4.331626301095159, 5.644519707838851, -0.07312532781293335, 2.1347439449632155, 3.0649605363097745, 3.9041713279685446, -4.808504794103746, 0.002833242501040445, -110620.24207189816, -115164.41148753288, -129766.06901013717]","[array([ -90.35851, -111.63885, -106.92724])]","[array([941951.0157934 , 571624.11648681, 433782.62392477])]",
55,"[1746.2949516108401, -929.4988866408894, -9323.917815083476, 4.7378109202479735, 4.489412946150938, 4.785292358843194, -1.4570723618596375, 4.63689554940138, 8.075568753232549, 2.642786327256383, -11.99330394714563, -6.444347974449388, -143954.15083337997, -126382.47580662489, -159364.9145679416]","[array([-121.45539, -209.22536, -204.58371])]","[array([3189024.80481198, 1075708.68484996,  416298.07818432])]",
56,"[7194.916324172686, -2821.335680538815, -2341.839490299196, 4.132502718953611, 0.6912743618444179, 2.7748937810614462, 3.303293427942327, 2.1675628382178918, 0.09497087590491304, 12.080535323290011, 2.0980155429402636, -0.6063599154218089, -28385.702936825226, -84278.16260764249, -276008.4017340902]","[array([-142.38785,  -20.54334, -157.04007]), array([142.38785,  20.54334, 157.04007])]","[array([1271694.36871891,  543303.31027675,  815852.52455117]), array([1271694.36871891,  543303.31027675,  815852.52455117])]",
57,"[-7578.48935581252, 4169.109954045454, -9428.87115876688, 2.181307482949343, 3.3188932439724144, 1.6839305106517195, -4.264414602844743, 3.4942029899036235, 0.9655906469774571, 8.77071339039087, -3.853562172128502, 5.3541104068874645, -14135.489187064697, 41068.26752312365, -108396.75963126228]","[array([-54.27783,  52.03776, -81.29377]), array([ 54.27783, -52.03776,  81.29377])]","[array([ 69043.76974598, 245729.17880814, 194437.60861853]), array([ 69043.76974598, 245729.17880814, 194437.60861853])]",
58,"[-8370.560503813278, 9132.970712559, -1897.7859732504858, 4.458935880652147, 4.73197333580319, 0.48468249232560845, 0.16953577821591992, 5.477887533500224, 5.983699656140191, 0.6449769761365367, -2.597336574833248, 3.507474825532249, 141557.12073094683, -115902.58470142078, -60039.76340299682]","[array([-67.27272,  92.05617,  46.46172]), array([-17.11364,  83.18095, 115.03901]), array([  17.11364,  -83.18095, -115.03901]), array([ 67.27272, -92.05617, -46.46172])]","[array([596566.35994168, 315119.90050172,  35816.4452279 ]), array([544684.78445281, 286547.12502821,  41195.03315152]), array([544684.78445281, 286547.12502821,  41195.03315152]), array([596566.35994168, 315119.90050172,  35816.4452279 ])]",
59,"[-4695.774581768613, -1817.640454252678, -9113.284456003561, 5.087017540712479, 1.171439785660772, 0.8422725128168658, 10.181252806487656, 0.15941038158374177, -7.394845643950636, 8.124309515043173, 0.9048424274902676, -9.555701121709998, -110569.96667699816, -125262.20991718481, -98508.19555244938]",0,0,
60,"[-2848.09255549912, -6611.314714745799, -762.8158247760712, 1.9220897364126381, 1.400388971413704, 2.5082898580263464, -11.3826745221287, 2.178429900395388, -0.3064443065147415, -6.41966451626735, -2.2377087990210036, -12.128449274953235, 99251.22231109033, 108299.64326326747, -75052.99596552324]",0,0,
61,"[-1808.6772543254374, -8941.552184760372, 4899.918643422307, 2.7584488546978516, 2.007739411649737, 1.7031463849695976, 8.596305622805417, -5.6949705083557, 7.648009814848756, -3.75144800011398, 2.901750371253094, -10.285912108862757, 14105.428202514304, 36805.59916046972, -134613.25283742166]","[array([-181.07152,   94.20868, -228.08978]), array([181.07152, -94.20868, 228.08978])]","[array([1571660.94061171,  295425.8397759 ,  123038.03166907]), array([1571660.94061171,  295425.8397759 ,  123038.03166907])]",
62,"[1937.7463546900271, 8879.490269406593, -747.4409521954258, 5.001994213172011, 1.2026900627221344, 2.2632676916023975, -0.7255061585162075, 9.153753479143273, -0.920242734674102, -8.40023253541887, -10.255601229805778, 4.075820089668721, 34010.61093416513, 138317.6220142013, -300942.809819409]",0,0,
63,"[9165.370593220116, 5912.990710350146, -9124.471196248853, 3.642304035245648, 2.55037577290628, 0.8858028640909393, -8.504477010772913, 3.7291014832786598, 8.313393332381441, -8.173400316875494, 0.47588809660949494, 2.368399259248415, -57498.96671463942, -68307.07007777097, -268145.56728794647]",0,0,
64,"[1202.0956428875597, -6510.026976935086, -3729.1341707309675, 3.588499474155623, 4.201886342725534, 2.724812264491448, 0.6621428854745961, -0.8018302836470594, 4.630141914311322, 4.442248063255139, -6.768730371164053, 4.226894205927355, -24922.905275809942, -139352.36961274012, -285538.3283314467]",0,0,
65,"[-283.9829681703595, -4560.238615341319, -2373.2349574994996, 1.1911291427728834, 2.014384474309674, 1.667516618668639, -1.5494427882305661, -3.052661680635792, -7.476997363406272, 10.742273064209169, 3.3732325979511852, -9.63559297784741, 145395.5007515953, -59334.37589344362, -163453.16683142868]",0,0,
66,"[2378.193804059356, -8838.133099916846, 8308.938664442623, 3.0291191392555614, 0.13496935001376817, 3.554600790619846, 7.121027174962492, 9.195094457696076, 9.711380598855733, 5.009633231351568, -2.7491109568526824, 6.028639285217562, -85793.91152878775, 17402.914583409904, -17368.158044548472]","[array([-48.47486, -54.7546 ,   1.15565]), array([48.47486, 54.7546 , -1.15565])]","[array([175246.39961166,  48373.80359652, 105437.85584989]), array([175246.39961166,  48373.80359652, 105437.85584989])]",
67,"[-3517.1614267762716, 8307.70712681736, -4012.089474201428, 2.786986671050342, 0.5249308697779652, 0.37199582157217337, -7.271839785135059, 7.606424907890364, -5.893578683173322, -1.4178958037339733, -4.059046237609257, -11.655606014855557, 35879.20087727398, 32837.12035213696, -211542.01921617085]",0,0,
68,"[-3795.9171792922834, -989.2391185452234, 8239.048636072817, 4.5241729488008815, 5.062269541856061, 1.3489865757445416, -8.03649873528256, -4.77923103859491, -3.4353530492590494, 3.8555934296803542, 0.9733722330089627, -4.991020267756328, 32011.08572609484, -108492.98345658102, -146088.77592160797]",0,0,
69,"[1415.6259203956506, 3341.3985979327845, 2583.0725358415766, 5.118690534085331, 1.8022514121254016, 5.067904737330043, 5.959352098265157, -0.5378440617308975, 4.274116173949281, 6.998886695451283, -12.485221042743838, -7.621887923217251, -130720.66036989789, -136592.58642997837, -159311.18889085838]",0,0,
70,"[2458.058821834871, 1892.3183683409497, -8710.284736803706, 4.356639012010262, 3.725617535445434, 1.3405912988443751, 0.46327079208664834, 11.976943961388002, 10.33811279714724, 2.3318802415488324, -10.466160416455601, -0.27371893433104333, -97291.8249699975, 141559.23537592601, -4564.633759436198]","[array([-30.34973, -99.37236, 108.26477]), array([  30.34973,   99.37236, -108.26477])]","[array([149988.01002462, 359653.16577042, 557356.88385436]), array([149988.01002462, 359653.16577042, 557356.88385436])]",
71,"[-5153.161587011865, 8321.7371739722, 4808.315784077353, 2.1583662523485616, 3.4411691707095913, 4.388308724055319, -6.952422118109676, -1.7949477834403575, 9.695272070623265, 9.041572522905561, -7.658389993720868, -0.7292816212229294, -93502.0592992256, 123150.84366098419, -187944.26218193377]","[array([-98.61603, -73.36812, -66.99497]), array([98.61603, 73.36812, 66.99497])]","[array([406068.36564164, 283520.98215813, 136345.4645816 ]), array([406068.36564164, 283520.98215813, 136345.4645816 ])]",
72,"[5264.576553361861, 6705.0207934086975, -3113.118560195422, 3.730244104584097, 0.49030299035858926, 5.661699256398639, 8.20436108052662, -5.24122687952161, 5.724703497358831, 9.630788508368887, -11.270769113614197, -8.64846218951813, 13744.020387077995, 95201.58650416328, -26600.71695512667]",0,0,
73,"[-5323.311854283095, -3014.626765501147, -8338.5045130864, 2.752940744963893, 2.481546216721865, 5.357556153580001, -11.366560465145072, -6.812651623384052, 2.150190765050004, -3.824589733419179, 7.180170631928441, 3.3605413662501267, 32604.683016298164, -68133.16719505501, -218747.85287257968]",0,0,
74,"[-4709.39835434865, -350.60721970383383, -4744.404089341858, 1.9831740186695908, 1.2857077501457987, 4.828143968118997, -2.965973061542787, 0.9394450475090483, 10.647712090513497, 4.353925200379955, -2.499099491155217, -7.285514511777462, 133966.43499791104, 146461.36407642794, -180934.85177479594]","[array([-132.93831,  198.8401 , -139.54461]), array([ 132.93831, -198.8401 ,  139.54461])]","[array([1287817.66220967,  672808.69362655,  442280.95134652]), array([1287817.66220967,  672808.69362655,  442280.95134652])]",
