,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
30,"[9516.412530589616, 2757.006955031864, -588.0790228202623, 1.24003758024005, 0.1861039861035389, 3.5476710676912973, -12.424672461382192, 3.1867042433524073, 9.131836750363565, 8.522229433799442, 1.7608689999958909, -1.0259949013674952, 132173.6815436802, 39818.15853662146, -121732.10715187981]",0,0,
31,"[8539.121282515112, -821.390461185807, -5832.013794291406, 4.832532801979341, 5.562167585031095, 3.7817010862298144, -0.43092599580531576, 4.66862639678155, -1.5211418333904776, -12.423850576658236, -1.5038821762923185, 1.7985857022412635, -42080.01121414064, 63517.554886307946, -180601.65598929618]",0,0,
32,"[3740.4750462750508, 3778.1742347807904, 3766.3118322553255, 3.4919575516284764, 1.1949417363374892, 1.4186056505656297, -10.364587535629333, 11.686317859579162, -2.515350005894536, -9.422559139109243, -5.500518541103291, -10.290780957792915, -124440.05530477667, -28451.96893161701, -151890.3948011001]",0,0,
33,"[3425.2577435541207, 1050.8981476479312, -5793.837667457471, 3.763962023985094, 2.17468528813109, 2.609687966623372, -6.149647583991548, 0.7292490394929594, -0.5943750123799107, -7.425259450843486, -4.8959133250502695, -8.148126442082372, 70999.48232728112, -27999.460848603383, -398450.88979544357]",0,0,
34,"[-5739.561975646705, 2359.78489737589, -1847.0062834385635, 5.868416657138645, 0.7658278655312967, 5.464266427921224, 0.30546374545644106, 8.113818190653486, 1.134780329201595, 7.072205038259462, -0.024059958143812565, 4.4048586134997905, 119866.19045321114, 103309.76176810713, -2577.2922560286243]","[array([-49.8236 , 107.1717 , -43.38353]), array([  49.8236 , -107.1717 ,   43.38353])]","[array([420637.09853169, 311529.07397352, 152813.87597336]), array([420637.09853169, 311529.07397352, 152813.87597336])]",
35,"[8487.828608791806, -254.4067809733715, -4732.775959600348, 4.4638959865846815, 1.7634769302468152, 1.5669209476549781, 0.6844496250264118, 10.003775210733664, -7.263839854056954, -9.417230831140271, -1.068372469764812, 4.054002381844697, 128928.6044250264, 72238.54737026591, -235086.52540162185]",0,0,
36,"[-9487.098001278828, 4021.208405118119, 7365.65937787763, 3.8135697163464504, 1.7577577814301928, 1.6711532452974536, 4.511612073109362, 0.3084057929190607, -2.9438695098556753, 10.483667487623542, 0.21197343844672822, 6.4925800730273515, 97507.23108526753, 66862.96218741301, -229145.04675566763]","[array([ -94.00099,   61.03877, -140.04058]), array([ 94.00099, -61.03877, 140.04058])]","[array([818514.57751535, 219196.30219211, 437660.31416612]), array([818514.57751535, 219196.30219211, 437660.31416612])]",
37,"[1379.7781534153528, -4260.41246479191, 2128.574130001485, 4.175989790823664, 5.616906865071575, 1.8139803628746478, 5.316531457825338, 4.570443896843374, 7.968499011665282, 0.5308743406339111, -5.102603299993687, 4.088843528625841, -74856.2587857786, -137768.16484364547, -177776.4710023494]","[array([ -54.41611,  -95.12723, -128.48216])]","[array([260959.34373732, 688587.40744427, 752361.80504712])]",
38,"[-1894.1921746404369, -4127.902204229185, -9937.63017303964, 0.6927543533796624, 5.180514308258735, 4.118425358200178, 5.205594133355554, -6.055921385045957, 2.5917948679689573, -1.7311528267946823, -5.515168830589892, -5.154538931058649, 112559.96036577557, -120255.61706835612, -392861.2756163599]",0,0,
39,"[1994.727872908823, 7465.983495180542, 8248.858459954477, 4.510057742069589, 4.699777203852272, 5.191568284759762, -9.564079413506931, -0.90428229643432, 5.792374815301317, -5.039417843994413, -5.816251960206458, 2.3216407807955193, 137854.31799950422, -78732.98972261946, -161599.20396618833]",0,0,
40,"[-2004.769987910755, -2744.9564536543085, -8112.668003521741, 0.4076835646047987, 3.80313467495908, 1.5985925672461625, 0.48136854822890385, 5.018581889102888, 10.084480492699193, 10.714644998512725, 0.2722458285245075, 4.578679112023362, 7865.116833321721, -134643.7296607645, -58785.75749808876]","[array([-13.58722, -70.3109 , -85.24829]), array([13.58722, 70.3109 , 85.24829])]","[array([371783.13081977, 271530.12425093, 210918.07721164]), array([371783.13081977, 271530.12425093, 210918.07721164])]",
41,"[1924.5266775197288, -8511.65320882309, -8799.736276068475, 0.3716724910864184, 1.4534543153657735, 4.439408244265497, -8.000149986237126, 8.627917814593019, 12.47033449903267, 1.1260955772561125, -0.3565061076819891, -3.6542546956387696, 28497.695607162343, 145218.11560113356, -144421.75754652728]",0,0,
42,"[-7048.849309272775, 3718.72680470647, 4961.462127133638, 1.4544922014942734, 2.56534535907053, 0.6057337982838442, -8.715958191634316, -7.239600526647874, 8.328210872767848, -0.27640163055639455, -8.340744699176792, -5.289716014044409, 81065.10715266506, 112969.61985792744, -99218.49320092448]",0,0,
43,"[3889.159763680347, -3288.9041508129767, -322.30490530076895, 1.879523848921421, 1.768471870985251, 5.8072572349369525, 2.4117644429010294, 10.00572985002908, 4.630773023750697, -0.4848875643051631, -4.609259383623455, -5.234468861941096, -109126.57715524064, 42367.18685163712, -39679.37826580467]","[array([-100.70538,  -97.68027,    1.55859]), array([100.70538,  97.68027,  -1.55859])]","[array([301194.03972228, 219382.38281424,  76870.07705695]), array([301194.03972228, 219382.38281424,  76870.07705695])]",
44,"[4548.28383472369, -5206.203757182743, 6130.988538188683, 5.431913726735594, 0.5478190579164375, 5.304909482166943, -8.435176273129779, 1.43030921435661, 5.398107518198518, -10.446800090374312, 7.424770541088439, -11.975912351128231, -61127.5057924038, 105119.43719911337, -171436.45766168548]",0,0,
45,"[6270.438698710408, -682.1603992984419, -6044.511066098832, 2.6894388508344647, 0.3576674823997883, 3.5553799262962875, -6.542740063001127, -4.026113626690353, 8.133613561772066, -5.113111532142324, 1.612417136521394, -12.315852430183572, 60021.96782630053, 143771.2927221072, -290522.7073797109]",0,0,
46,"[5337.15486033138, -2669.3833311900717, -9222.596367371887, 2.3360093093927636, 5.869206909900444, 1.2481423720118876, -5.537007428049287, -2.0754480527569736, -6.726160375802699, 3.837546361108412, -1.6587804855009942, -1.987351714646623, 123263.80838107137, 139497.98162265605, -382728.00629609416]",0,0,
47,"[-6403.760985480664, 4913.082241395654, -79.62238337898816, 3.883123031980919, 2.7390825348681114, 3.0003385960228384, 5.719910162356964, -5.677929488114426, -3.992100218867794, -9.95968326428034, 1.4634645948861795, -11.550378599255986, -91812.52053590017, -130081.09094089661, -379871.5403136029]",0,0,
48,"[9198.304369846392, 1637.019214897049, -2522.691438932585, 2.9042646668723684, 5.044316158402565, 2.7693526961087382, -3.697274119635061, -7.44781404786888, 1.9286628692868089, 6.420203523098312, -6.554674083883271, 4.998334169331091, -126965.31682999758, -15148.044938425708, -310725.50925177446]",0,0,
49,"[-4172.526089895343, 9091.411272109308, 4415.196658855091, 2.9450757930815206, 4.415422800204429, 5.65575048209606, 1.4942281220850688, 5.003947561987783, 1.3891524881385457, -4.837439181567093, -7.33257228134805, 6.571952877752633, -17369.050471248163, 682.4411270036944, -261333.81688363355]","[array([-112.0671 ,  -94.85733,  -88.98843]), array([-101.18408,   75.21575,  -87.73549]), array([101.18408, -75.21575,  87.73549]), array([112.0671 ,  94.85733,  88.98843])]","[array([241075.93495423, 554766.03497041, 746673.07969532]), array([147752.16186858, 471151.16143072, 663531.90691278]), array([147752.16186858, 471151.16143072, 663531.90691278]), array([241075.93495423, 554766.03497041, 746673.07969532])]",
50,"[3284.6746431887896, -3293.252907512154, 2553.0580476423766, 3.1138946567315866, 3.906252886736639, 0.19800833735186169, 6.294709321341255, 5.602494810198969, -6.045332591802785, 3.518273359899595, 6.166329049243334, 2.4941475290778072, -61423.49925758812, 77080.54464102045, -20821.283783145773]",0,0,
51,"[6603.012339948033, -6649.655874401361, 4355.067833467139, 2.2009509018387194, 4.9859955315617075, 3.2471860175531866, -3.033160063280347, 3.539585606800564, 12.172924003261961, 10.575549868047162, 2.930285543349049, -9.662607078593727, 63017.89406508271, -135832.5686787284, -11789.47629979346]","[array([-37.06168,  65.14445,  70.97156]), array([ 37.06168, -65.14445, -70.97156])]","[array([101708.34073879, 257506.50987215, 355644.73409634]), array([101708.34073879, 257506.50987215, 355644.73409634])]",
52,"[3337.844792172713, 545.7610002326182, 5669.506740081268, 5.932226020054184, 4.526694611767437, 4.914811692343997, 3.3723292106540157, 10.121483070656431, 0.3716783003830155, 2.5764708289386498, -7.303802703375108, -3.5192171877906375, 64152.13804896391, -148730.5237924181, -105667.09422964446]","[array([-71.46555, -57.53984, -98.07366])]","[array([718883.91714988, 137028.63741056, 315991.63286956])]",
53,"[7221.667955129011, 7836.015872842396, -1211.4430509691847, 1.0623823966146175, 2.6722791669161223, 2.402314468463084, 5.930497990469018, -7.850566874437221, 11.879003026804593, -5.496817309632759, 6.534124825200369, 7.250985631479825, 108315.32949885502, 135401.63841079653, -387280.6895312759]","[array([-102.19328,  147.59526, -122.08763]), array([ 102.19328, -147.59526,  122.08763])]","[array([1379256.98029132,  151618.13312564,  604027.74039442]), array([1379256.98029132,  151618.13312564,  604027.74039442])]",
54,"[1214.0817890750768, 8806.60404115744, -9703.174157414198, 4.398726771468377, 5.5186734829086, 5.6437255394942065, -8.929399834657556, 12.496126365234925, -1.683505852470316, -2.9815780483819, 6.197623254293994, 2.6451715706362524, -83971.97396814106, -95121.02012787483, -297204.1801140658]",0,0,
55,"[1393.5640028908037, 3554.1790103080857, 8408.469921567856, 5.1356456090358, 1.8413154115395418, 4.768497623343392, -9.944549281582297, 9.26404649461395, -5.507479994367975, -8.271820096974459, 7.574082113908418, -8.432096438870307, 63230.667991293216, -132942.55270092108, -367516.2033936161]",0,0,
56,"[-263.29163049371164, 287.0388586367462, -2924.2523632483453, 5.850119995041106, 4.2990686595495236, 5.503275487444614, 2.6504092679465234, -3.740135872885827, 7.754540767257428, -6.128830899076207, -5.38419425203291, -12.512650002855196, -79747.28142967352, -18379.977534627775, -44335.70239160955]",0,0,
57,"[5714.09498576286, -2913.124722216021, -6727.0567622324015, 0.9189164309745209, 0.9937918629487993, 2.6717328233096223, -5.786243603564597, -5.406379077463232, 3.993902902021981, 5.2518238351114555, -3.939423639217388, -6.323302999062736, 9085.017048668175, 31370.265159170987, -185648.65447507144]",0,0,
58,"[-8310.372062786413, -2412.5470488088595, -9408.670879760564, 1.3797221865641611, 4.103147548208876, 1.6020451154978836, -6.451947534684955, -7.9868720299708515, 0.8398542485499227, 1.6341062936511168, -11.635837127948058, -0.03513457708204726, 68685.76912812016, 15642.580722425657, -252554.26386725763]",0,0,
59,"[8453.441144755128, 3710.8970432881433, 583.2626118485332, 3.9971512974125347, 0.2140430060305932, 0.29856329209075017, 1.3923926658046586, 3.9279585340168044, -2.2400388211675475, -3.7938617852709555, -7.913983095310513, -7.820876686722715, -103227.51362118075, -64535.54726847955, -356399.4599221488]",0,0,
60,"[8281.276764141305, -9844.32536800463, -3180.3169669834588, 0.13905572533508043, 2.1419439647353045, 1.4028522866551878, 0.9359510765654218, 7.472262317268285, 5.994501819517739, -1.780080759158908, -10.261193288900035, -0.9239154546255559, -82695.7836041889, 19186.744512505364, -341280.4892535692]","[array([-620.2102 , -308.02403,  -60.54099])]","[array([ 145359.42091181, 2034863.95223562, 3550364.68751393])]",
61,"[9837.65027870499, -1020.4333256095051, -2039.226892500983, 3.013219353697481, 3.4887393999385186, 5.408637233022164, -10.065864246406173, -6.89178253135252, 5.09478150679009, -11.925341042349302, 3.5897819334291334, 3.903498234017505, -70922.0881443293, 80572.0387406578, -311281.14763514086]",0,0,
62,"[-4210.134387458455, 5922.8643091337, -6631.109382751823, 5.221107334965372, 4.223703382988472, 4.009835237047567, -10.063640134661087, -1.7117990999431951, 5.0989696817407015, -1.9123139020266926, 0.7582641809671475, -8.447429927338604, -59847.21091796657, -1611.7763470331265, -170381.25125124367]",0,0,
63,"[-1114.3485395146563, -6281.160390353666, -50.386954874149524, 3.8272912449398526, 5.377813380956325, 0.24818332012072367, -9.137815641882096, 5.26813636107703, 4.840223483666513, 3.5125612564126882, 1.5710957429416972, 3.1371789399461836, -102685.22936007782, 142044.41724330286, -46678.00737138325]","[array([-120.3898 , -114.39978,   25.86299]), array([  -0.65435,   58.00861, -130.94674]), array([  0.65435, -58.00861, 130.94674]), array([120.3898 , 114.39978, -25.86299])]","[array([1068671.69184896,  170380.20986338,  407844.41631934]), array([508572.78464174, 228850.16191587,  62007.06661747]), array([508572.78464174, 228850.16191587,  62007.06661747]), array([1068671.69184896,  170380.20986338,  407844.41631934])]",
64,"[-8020.756444933053, -2014.3586647388247, -8905.397474250523, 1.7496721603986352, 3.9173009725568178, 4.942044552225916, 8.446841263915879, -4.102573690213909, 9.186693384713184, 3.7144215861420946, 6.629986233062056, -6.714418472284195, 126965.61546739656, -43022.020437584855, -247771.43060229288]","[array([-135.16731,   24.99185, -102.11529]), array([135.16731, -24.99185, 102.11529])]","[array([781543.83566537, 398103.58639063, 546929.58057653]), array([781543.83566537, 398103.58639063, 546929.58057653])]",
65,"[-8792.767931818908, -8884.020483531427, -1046.9967148249707, 0.2177423291257678, 0.9478573885826874, 5.921993075969643, 4.942279147308689, 0.9749392770718615, 6.886295909565554, 10.243751617147897, -6.397446182563024, 7.446559720199591, -100227.06077106675, -77209.89718667354, -289627.5250406093]",0,0,
66,"[-5373.634531483939, -7446.177485102056, 6615.101458089743, 3.724658357583382, 1.8374694131367086, 0.991322852001082, -6.588159953938631, -1.3127200730550879, -3.958197642655323, 12.25559641957863, -12.40548841154677, -2.91957876417662, -85782.76679001251, 130961.7443291414, -369627.10140060756]",0,0,
67,"[3409.077370251878, -3341.5021161626937, -5691.980617106989, 5.018856601172999, 2.5132151071664968, 3.9376113370281907, -1.668106212109052, -6.9734859153955915, -1.4731088749588297, 4.566068978684516, -11.75656611705675, 1.4142725224387895, 22046.022716805775, -125965.0785246798, -349262.5559496837]",0,0,
68,"[6761.018317344446, 1580.4649737838645, 47.84766948575452, 2.6584356463101475, 1.771801378002356, 5.081317602822448, 10.033658717215157, 7.107977842913986, -4.717735666437127, 11.16848969371118, 5.986081416898092, 1.337325033244218, -42443.74221795265, 135347.68290661264, -250973.14448512092]","[array([-196.29693,    6.01372, -166.14692]), array([196.29693,  -6.01372, 166.14692])]","[array([ 505553.6066746 , 1896199.86584839, 2406894.32075297]), array([ 505553.6066746 , 1896199.86584839, 2406894.32075297])]",
69,"[-8235.044058896323, -2731.4128742261937, -6314.153642588194, 0.1880270280555241, 2.3483284373402724, 2.3758523790779758, -0.9178709947840549, 7.398772907348567, 10.580883718600695, -6.174063533255022, -3.063100276368301, 1.5091787327838073, -132979.24851929198, 28905.934137465432, -151853.34377617406]",0,0,
70,"[1132.7238556755128, 1765.2683677660643, 1094.1934850415364, 5.150138217690315, 0.8589354318201727, 0.9887685676052845, -4.662777658679588, 7.167571995036857, 8.595878850300085, -7.682152229906034, 2.587285892112977, -3.5414739992714495, 14341.55262741752, 81147.88474940456, -77530.65421893529]",0,0,
71,"[6504.707912199341, -8113.6613032719215, 393.71208109535837, 3.5714490188241315, 5.864669216887946, 4.569985506311459, -0.14317339880799196, 8.286170604603466, 2.005115822786296, -8.203560735691253, -9.700931950778205, -8.305335358935928, 69545.08759007257, 18826.386294151423, -30916.62526895973]",0,0,
72,"[-7307.909737551652, -660.2436559669131, -7213.643973011534, 0.25300155601273766, 2.1116750346972264, 2.9759077991580085, 5.573734591795837, 8.315834227298094, 0.7392991675600395, -5.647939506906005, -12.226819506946438, 1.9663945655354187, 42271.17607366291, -117691.89073022835, -165921.23132933315]","[array([ -96.33442, -233.98922, -217.59858]), array([ 96.33442, 233.98922, 217.59858])]","[array([ 338035.62178373,  197380.87724623, 2099714.33291067]), array([ 338035.62178373,  197380.87724623, 2099714.33291067])]",
73,"[3792.048480094669, 3461.0304833870905, 1742.92849218656, 5.413665547317459, 2.525859222859514, 2.038749313044218, 8.137355132638088, -4.846616284223962, -4.925129156341322, 3.6900654982098544, 1.071852682522044, -10.37900056793202, -7649.3267952451715, -47539.11472692252, -392100.2149910029]",0,0,
74,"[-3378.08302685912, 9418.44114198181, -1889.3292363750788, 0.6124207887272695, 0.6606892951657053, 3.0428653884054015, 10.16671726275488, 1.61408049755806, -3.3542505110416148, 9.328812053719819, -2.902241321448443, -11.984622338216772, -135002.75797959993, 121925.24714058323, -45410.71156340302]","[array([ -16.04756, -255.67708,  169.97483]), array([  16.04756,  255.67708, -169.97483])]","[array([1735945.31037203, 1013698.61118406,  239019.30678129]), array([1735945.31037203, 1013698.61118406,  239019.30678129])]",
75,"[6245.273501272943, 5466.8649225038625, 8541.731011787604, 1.394422154050214, 2.2926641022090393, 1.8668227535940751, -10.39420244652964, 0.03317839372459375, 1.1330078182218575, -4.609651699214158, -10.996152347163486, -3.4915383313404806, 91714.7644717441, -118606.30309696728, -191471.48720408542]",0,0,
76,"[4112.316344862669, -3626.4799513442167, 7512.811428334015, 3.271913309776875, 1.998691895455443, 2.9838925416683253, -5.489429031956103, 6.492707005693207, -6.28347427882837, 8.443649551167521, -1.9457883098925493, -5.409574774126896, -86751.2710803489, 12223.619451119564, -295440.38486965373]",0,0,
