,Cost Function Values,Minima Found,Other Info,Parameters
0,,,Time Taken,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,6.266885565674216,"[array([-142.04219, -107.66434,  -79.90662])]",35.37235450744629,"[ 1.08462081e+05  1.92842184e+05  1.11318850e+05  3.32179121e+00
  6.87658669e+00  2.15305799e+00 -1.40310786e+00  1.18177026e+01
  7.80791251e+00  1.05063151e+00  1.39143313e+00  6.13650214e+00
 -3.26314322e+04 -6.00484782e+04 -3.48986305e+05]"
2,1000000.0,0,,"[ 1.30055055e+05  5.28665558e+04  1.81848500e+05  5.58175623e+00
  6.72124045e+00  3.30197996e+00 -6.54942733e+00 -2.85445751e+00
 -3.10462642e+00  2.92512770e+00 -1.02739875e+01  3.99884689e+00
  2.04626991e+04 -1.88389565e+04 -1.38717072e+04]"
3,6.392928505950152,"[array([-100.13538, -120.23048,  -74.47044]), array([-92.17628, 106.21497, -43.12736]), array([  92.17628, -106.21497,   43.12736])]",,"[ 6.67450e+04  1.92842e+05  7.09200e+04  5.00000e+00  7.00000e+00
  3.00000e+00 -1.00000e+00  6.00000e+00  7.00000e+00  0.00000e+00
  1.00000e+00  9.00000e+00 -3.26310e+04 -7.98790e+04 -2.37232e+05]"
4,1000000.0,0,,"[ 9.43300e+04  6.82890e+04  2.53972e+05  8.00000e+00  1.00000e+01
  4.00000e+00 -1.10000e+01 -5.00000e+00 -3.00000e+00  2.00000e+00
 -1.30000e+01  4.00000e+00  5.02100e+03 -1.22300e+04 -8.56000e+03]"
