,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
24,"[9134.68662347531, 944.5332969548126, -9985.079613348362, 4.498715414799461, 3.486583468008011, 0.8024417603550495, 4.4716076012743855, 2.5368650768602503, 6.026129438423364, 10.673062750400437, -3.0112013655295353, -11.523127320898896, -86517.95013133019, 10607.951131445472, -37687.315046084055]",0,0,
25,"[-3254.949878657485, 9668.075076484372, -7135.114330409871, 0.43762127121360206, 5.58048939040561, 3.307633758174931, 12.331774953918746, -6.719808302362322, 10.121042436907107, 7.428631095288441, -2.124126767193159, -4.3127546726276, 79528.55334099534, -72445.2423898694, -176762.62965930678]","[array([-131.50822,    8.67851,  -77.2471 ]), array([131.50822,  -8.67851,  77.2471 ])]","[array([157641.5677781 , 442183.22967127, 584135.31763843]), array([157641.5677781 , 442183.22967127, 584135.31763843])]",
26,"[-5448.430492855596, 5012.946856014109, 8040.637218970387, 2.6123311166062693, 4.274419215298646, 5.03450082481105, -9.71352272469187, -1.7571290565700135, -5.679373772358517, 2.5418618850372674, 5.984813566088739, -3.0298269100350463, 89335.72008386528, 23169.381360965635, -180016.63460142142]",0,0,
27,"[9446.798211607558, 7725.071751930118, 778.3469427294858, 1.03906474423411, 0.9254517546239802, 0.5434891127126278, 5.531140356820263, 1.1171034621992089, 8.42569283046446, 0.6094713062888619, -9.473762839830293, -11.75426894837815, -86968.70898603927, 143913.28885592776, -316307.36009090714]",0,0,
28,"[7060.391921484923, -9769.349227223467, -9485.400036413786, 5.983250206626741, 0.522759311511305, 5.717847661778687, 7.835161093755783, 5.652813444252381, 11.53342792967958, -11.937041347845422, -5.083976846636651, -8.138389370988705, -9801.394339404244, 70769.51708928976, -44997.377129718196]",0,0,
29,"[317.81576560963003, 4372.335343903531, -5237.3290161278765, 1.6676235891658144, 4.400759743355748, 4.618452555712993, 8.275252210693747, -1.1562305519435592, -1.377414470324358, -6.481480965410808, -3.940340641826422, 2.4098065135324394, -46432.095570989855, 121639.8208578587, -198504.7167034082]","[array([-119.4057 ,  122.94728, -143.93746]), array([ 119.4057 , -122.94728,  143.93746])]","[array([1390838.89545071,  385061.37888997,  269332.95613029]), array([1390838.89545071,  385061.37888997,  269332.95613029])]",
30,"[-5696.9256059074, -1173.5605983483183, 8789.930902954533, 5.504221840072365, 3.7758496013515814, 2.3991652943519775, -8.078129994236996, 2.5097335123679816, -3.4506481039710613, 9.309181273206171, -10.727046877769494, 0.11661744482103664, 86919.23928176065, -121165.68395445935, -369436.3157973441]",0,0,
31,"[304.8241103805394, -1076.9143208904625, -365.17315611397134, 2.23232607603844, 2.385922723457785, 0.525931689273377, 11.255652774316342, 0.3150581635269596, 0.8566699537660032, 2.7731600485078296, 7.778780212160864, 3.3966243873452804, -111055.49461239073, -101656.4413291486, -339935.10826267465]","[array([-135.70604,  -30.51979, -195.00936])]","[array([1220654.56552933,  814334.10308741,  380963.33434122])]",
32,"[3674.5442954999744, 9015.803263136891, -3810.651805306604, 2.8711301465713954, 1.4157921623243115, 0.6974711888258163, -1.7780342689946593, -4.168510776276424, -7.062025108382697, -1.9026071770786874, 0.422646166685384, 0.8349243604192438, 32402.924006747926, 70291.38006027037, -141545.73058935424]",0,0,
33,"[5473.132242687221, 8234.734557166252, -1734.9343853314822, 5.384222632267974, 3.3798725128601945, 5.28088787490903, 11.756957038713217, -7.21547130948203, 10.88985444627697, 11.161113340845954, -1.396892179252644, -0.20962159573614692, 8681.553702579462, -49661.61399823672, -48244.01795426279]",0,0,
34,"[8938.388147869344, -8905.023484146106, 9112.90024833957, 2.664757806803295, 1.5726065883328462, 0.4269445483466242, 6.175653539670918, 8.84077916035774, 11.857678270934048, -6.685550155733142, -0.7204214930983177, -11.68110364493523, -32699.854159984898, 67263.81705336767, -286875.06856381637]","[array([-203.22965,    8.96313, -326.91605]), array([203.22965,  -8.96313, 326.91605])]","[array([ 477456.92055686, 1405942.75923145, 1715246.1698565 ]), array([ 477456.92055686, 1405942.75923145, 1715246.1698565 ])]",
35,"[-85.34055656728015, -9909.121112051107, 7254.206659548116, 0.6231446052978789, 0.5808900588435735, 3.1182581738849153, 5.637160108200334, -7.008492387556577, -6.462777507736804, 7.614078387002426, 5.634261552328301, 7.691882035342601, -44334.118981530395, -26499.819621191928, -319420.6460695576]","[array([-243.9416 ,   -9.98575, -165.39627])]","[array([ 487163.53068601, 1170268.57041531, 1535165.59170683])]",
36,"[4724.026616366824, 9206.656163711694, 5508.168286377562, 0.1847372820451203, 0.6256939264268909, 5.999967108296896, 10.372325273394669, -0.7276302692119065, 10.975384464840442, -4.766544821234232, 0.8787319143837617, -1.967641729080725, 77140.49821786262, 52893.30352777432, -311466.0374219432]","[array([-180.62798,   51.11103,  -80.45208]), array([180.62798, -51.11103,  80.45208])]","[array([1094886.51643603,   89650.65162786,  436762.46072669]), array([1094886.51643603,   89650.65162786,  436762.46072669])]",
37,"[-6048.820778502293, 1852.2531246989001, -3157.59839046845, 2.3300819471151004, 5.550936540829353, 2.2924931785881406, 9.7847371861167, 9.360329068764841, -5.62996523210963, -1.0655682375262927, -8.1112982160573, -5.599632260634301, 46209.985620551015, 10876.562196390063, -76751.17628926184]",0,0,
38,"[-5308.3980575687465, 3710.6389668353913, 5151.248591586425, 2.0753046660434014, 4.214374804716768, 4.339307553664175, -2.199836559631361, 12.192283672746356, -6.287698855748013, 9.72486487540709, 2.5620469441073066, -0.8018353561268903, -130682.42047537556, -106721.5237109714, -189064.65137221152]",0,0,
39,"[-4492.775141445629, -9017.94894390797, -7636.735072860947, 1.8322857837520516, 3.1424669159451657, 5.099661711319001, -8.757704583416984, 2.414128562760359, 0.2750044854226008, -3.6896255796603867, -7.5274603106969105, -2.1037995976081962, 148192.59922863013, -148872.00023798182, -397405.1392249141]",0,0,
40,"[-5106.094673226158, 1732.0419112407417, -4992.118312155813, 1.1896725946861042, 0.49650530376435054, 1.6415722473701773, 8.453626411749518, 0.8427994318638437, -5.416994661091014, 6.202684598955173, -3.3918155934845284, -3.608864450938004, -109015.13859223753, -140996.59661363214, -343071.46644251974]",0,0,
41,"[-899.8357821300924, -813.3539648684728, 1386.0316632162358, 4.226657680628456, 1.2232253426863082, 3.7711172871705583, 11.300973556220875, -7.234174302129814, 8.855183490545205, 7.973226188313863, -8.40295941843058, -9.256376162487062, -97512.43389739761, 944.0690506475803, -47653.830387075024]",0,0,
42,"[8457.857934869004, -6992.937326191595, 1340.2197402450165, 1.0266049943075644, 3.163941208207942, 3.4237509795919245, 9.789173578417735, 9.470077208963396, 11.291359763767868, 4.40928868311412, 3.52447091435981, -3.404269966914539, -123186.27117012138, -26003.54446660512, -368052.73599389935]","[array([-153.71999,  -22.03254, -106.32549])]","[array([ 413674.86045767, 1072195.27947188,  824817.89945731])]",
43,"[-2240.55120364343, 2794.8760251495332, -3821.6280084734635, 1.666606916705646, 1.85919294266121, 1.4034765100720057, -4.3641426437387185, -2.849761496482442, -7.642234704984908, -0.6248977397718374, 4.284439786789768, -2.856539037785655, -93229.75932335515, 31316.69800862804, -77080.43820405687]",0,0,
44,"[-5489.3971757846875, -8253.967858815611, 1721.7717239567264, 5.77838175760986, 0.7503831257986147, 2.952724211924536, 7.500289242556551, -1.817548322605412, -2.2185455596835206, -2.824030436628462, 2.350694133027458, 3.1105086940270947, -7057.503832244489, 103032.178124661, -224701.64029883186]","[array([ -91.68113,   92.98922, -132.43001]), array([ 91.68113, -92.98922, 132.43001])]","[array([902613.58647554, 495876.15174992, 141345.96994749]), array([902613.58647554, 495876.15174992, 141345.96994749])]",
45,"[-8610.645695849791, -8669.15966535248, 3039.842435515009, 5.183018708681677, 0.15218965488756914, 2.475235504229516, 8.201755755726868, 9.469542616922826, 7.64752307860674, 11.191338353381607, 1.9602612460180584, -3.8693157001397616, -83258.22856695834, 77907.49659665511, -105900.22274448018]","[array([-58.68462,   4.38752, -79.31315]), array([58.68462, -4.38752, 79.31315])]","[array([414267.24014608, 199032.13782643, 168379.77692018]), array([414267.24014608, 199032.13782643, 168379.77692018])]",
46,"[4650.745249247066, -9802.713916213448, 3553.076895561251, 5.2368230119886094, 1.0775844986081404, 0.37013610078772785, 4.648031009561773, -6.505986857383766, -3.3379655561600794, 0.8951543301599418, 6.223893060031557, 5.592774223250249, 90147.94607668914, -44780.35613663329, -18103.83128335059]","[array([-26.42091, 126.18312, 170.84698]), array([  26.42091, -126.18312, -170.84698])]","[array([ 73617.53293761, 364900.03915288, 237668.30393549]), array([ 73617.53293761, 364900.03915288, 237668.30393549])]",
47,"[7835.72029373411, -366.8979872707041, 8525.224825868598, 5.017797475094696, 1.3062685947047359, 3.487284527136331, 9.613080239063596, -2.870426308023907, -5.307864018752573, 2.0873768429382604, -1.457091422774008, -10.56762453241833, -115367.48225166157, 8283.797039743687, -395779.11346661166]",0,0,
48,"[393.1304862512334, -6114.204288901632, 3984.443732516811, 1.319194468396591, 1.6880197265632804, 4.6638558421883305, 11.295290709780453, -4.792918843283056, 4.406550875494343, 10.760782477856619, -2.5158965699499394, 7.675043552364862, -8074.046612768201, 24364.340505390428, -67519.62390707497]","[array([-49.10201,   6.76574, -42.0944 ]), array([49.10201, -6.76574, 42.0944 ])]","[array([ 32061.97594843, 125459.30551346, 167091.65122388]), array([ 32061.97594843, 125459.30551346, 167091.65122388])]",
49,"[-8158.584595389846, 4980.054360802782, -354.2272029574342, 5.3015081512236675, 1.9678971332164177, 3.316691938682332, -11.42804078399882, 6.694019491996476, 11.245597206845908, 3.1351021884598413, -4.009610250219293, -12.39844470831277, -37669.60802719674, 113435.13809224521, -208053.67072110463]",0,0,
50,"[-7131.87674998345, -1413.750420163402, 9395.966543624523, 3.918453496850868, 2.104900880878457, 1.357500749451897, -3.880879404770546, 11.502880576614288, -1.2088767450605378, 12.150214519585312, 1.0487015367774308, 7.957547226729449, 53922.657773338986, 119706.31029693724, -265421.17880003835]","[array([ -91.95425,   35.42417, -130.56663]), array([ 91.95425, -35.42417, 130.56663])]","[array([732730.20839198, 586519.15655073, 350321.45816638]), array([732730.20839198, 586519.15655073, 350321.45816638])]",
51,"[333.9097366885817, 147.71105917832756, -465.94106311236465, 2.738578507340616, 1.4727234181140478, 3.214412382518062, -4.318196681017836, 12.308561841877221, 11.806731312901732, 11.600241954112011, 0.7161326489381565, -11.533436823456345, -1308.7514285450743, 32055.03693496561, -360961.73796706786]","[array([-174.00059,    4.39075, -167.0559 ]), array([174.00059,  -4.39075, 167.0559 ])]","[array([ 719198.48877937, 1384596.28183427, 1168469.90757768]), array([ 719198.48877937, 1384596.28183427, 1168469.90757768])]",
52,"[-6022.771613108284, -773.93372703147, -9684.180329164383, 1.255015702728644, 2.5628276514450907, 5.153418106839366, -7.337035823289576, -2.554856993750078, 7.156663074794553, 5.697185734333285, -11.239716538170127, -8.035053076233359, -78702.19156730719, -47887.54693855601, -31494.754608069896]",0,0,
53,"[2074.806820037278, 8514.72003411044, -5332.145293562296, 1.2095935978668213, 4.066144672771745, 4.217391914641216, 12.110471076087126, 11.904958202651333, -0.06028602589039611, -2.9699018244322346, -8.479129198956414, 5.976356733756603, -83028.24969495062, -87669.42432103175, -241200.82179467852]","[array([-121.9835 ,  -51.31718,  -95.00725])]","[array([251321.47287801, 556984.74057306, 665390.84777219])]",
54,"[-8635.0509498833, -8136.552875158935, -3413.9011643957647, 0.46513948426923835, 2.3042454406840975, 2.1441612621872888, -3.7048684440915274, -3.5588133439843066, 12.084894748386063, 6.0364408404671615, 6.844591745533002, 7.779994742816935, 55656.402691308176, -49352.95209668887, -314597.64088148286]","[array([-103.98437,   25.10544,  -65.87625]), array([103.98437, -25.10544,  65.87625])]","[array([680768.93222663, 180512.43529793,  56554.08794875]), array([680768.93222663, 180512.43529793,  56554.08794875])]",
55,"[318.79593943387044, 5514.037617894945, 9996.638176096629, 0.7863281713893571, 2.73953833631638, 2.529668116957077, -10.231075984608, 4.088292331088882, 4.330209559473987, -9.419148184143266, 2.911018404655307, -11.645365252690345, -136625.40358096003, -24268.77428442295, -137080.18159207446]",0,0,
56,"[-1009.0423519323158, -4439.356476872549, 3576.9342730562385, 1.312741147485812, 2.4687936499331413, 1.827455617847769, 2.2835449672516415, -7.150839363743646, -3.5789153765997606, -0.8914622065345128, 4.1758026295110255, -11.465209608792913, -113891.93200606134, -102372.84792187055, -64929.78065789124]",0,0,
57,"[3124.045355466933, -7889.9627262492395, -7703.793849712019, 1.042552887667023, 5.486980904964548, 0.9044172116600349, 9.307120953105514, 5.509427518885554, 3.514313893715162, 8.812761608453236, -7.0311953125464255, 7.636934786859204, 106467.10699039354, 149876.0872156897, -201003.1269595888]","[array([ -38.5825 ,  119.26252, -189.50998]), array([  38.5825 , -119.26252,  189.50998])]","[array([ 224249.05950558, 1426208.53103591,  970394.3116306 ]), array([ 224249.05950558, 1426208.53103591,  970394.3116306 ])]",
58,"[-1694.7374047540325, -6531.18562825469, 9747.18136205526, 3.2077605067084742, 0.46593119948703243, 4.401986240714616, -1.9712475549781363, 8.069824708721097, 4.359762898038898, 3.3502733304549555, -5.874411321942656, -9.726882048371772, -58178.70951063163, -7941.946123014321, -1882.3972600498237]","[array([-80.20562, -83.99872, -63.27423])]","[array([314492.41356516,  96521.33981714,  58238.82007683])]",
59,"[-9229.037304221853, -4676.300915882219, -3126.8308154802944, 2.813384301781939, 1.6319361162561705, 4.512079756098646, -11.343634233892878, -3.8746613145959863, 7.486955017318188, 9.231788689496778, -4.662495589291359, -4.9103072916147, 3669.4051297971746, -106523.45258500142, -147239.6953495163]",0,0,
60,"[6285.626376591026, 4896.907452423178, -4559.140497553196, 2.045231302379987, 3.657705694569163, 4.736931469155595, -7.544158608924077, 9.691469836599499, -3.1981231929397547, 7.360837630929861, -9.075789319061073, -6.898634339157739, 117007.50464573991, 106709.7875187619, -77772.1059354539]",0,0,
61,"[1512.4220159003016, 4738.9379883306065, 9557.545067196254, 3.7032108565542448, 1.460829117359615, 1.1294670853066275, -11.620517752691402, -7.190754772305753, 10.143393233158346, 5.102749411509787, 3.0920703836732635, -6.343093989529264, 133925.8670554282, 65508.10261570089, -313599.8550718297]",0,0,
62,"[239.32023423989085, 7170.338983764344, -7140.572980086461, 3.0790198205584605, 3.633469023432716, 1.2060102974285762, -4.322017827212207, 2.994591325496243, -1.7286525946488318, -3.8898698547214856, 6.792498600059222, -10.455549367153187, -8856.567914515064, -39464.178342674335, -169685.94120519637]",0,0,
63,"[-2737.347411227486, 3078.8874667226064, -3942.227834397314, 0.39394945013568117, 2.5052141543773794, 1.3693349844248914, 10.874198826115304, 4.253763518990144, -3.3971833165997936, -8.577907135244491, 5.2039275961498355, -5.552609328855149, -35307.736683198265, 8400.46551082647, -126135.57135190128]",0,0,
64,"[9612.452650431238, -7809.751039756175, 2306.539601637498, 4.678373324422089, 3.999037661097793, 2.803174574070751, 1.3968141109909347, -1.7358176809568384, 1.38519044637866, 7.774749285732209, 2.87527344887412, 3.093905473715175, 40691.11123171967, -100811.00718398474, -378789.40484562394]","[array([-119.04872,  -27.78963, -139.68434])]","[array([ 308494.88567949, 1043546.18710193,  750904.94125725])]",
65,"[4950.528904015508, -1675.6069093866463, 4508.978131077354, 2.3838826211290765, 1.3426103335513375, 3.4848172091025456, 5.990379075700403, 1.0870921520014925, -6.219023857455551, -3.9564348731796137, -2.588146264156043, -1.9281197248299051, 111434.00852937368, 38646.03981145588, -375268.1607913909]",0,0,
66,"[4651.861998771041, 9229.020430707333, 7228.126018187373, 0.5492298058449223, 1.7100081117782155, 1.5264085793511817, -4.1314936977243075, 12.230891543386651, -4.1173109957927485, -8.573179752088606, -5.11846868940021, -11.454026802250356, -58345.392777529574, -22961.833400879477, -205772.94109391153]",0,0,
67,"[-6040.293594355404, 5207.131129544432, 2250.082328418155, 0.7113880679829561, 2.163959341073035, 0.17554034181909384, 9.766343800820966, 6.640353300291483, 3.355970971848679, 4.049001122714397, 2.11053284597733, 5.660773797855356, 67817.48968292013, 147098.51494092663, -65500.71206318459]","[array([ -31.45067,   64.9859 , -119.45489]), array([ 31.45067, -64.9859 , 119.45489])]","[array([482622.42528861, 345642.26101147,  59908.81217692]), array([482622.42528861, 345642.26101147,  59908.81217692])]",
68,"[710.8883651102824, -205.0369489026525, -6231.909624644441, 3.627986032164306, 2.264872470092428, 0.9566860963101651, 0.20940390612094362, -4.172560075664652, 1.872954904789081, 7.553437931933164, -8.846140151404759, -10.382466955757094, -122640.55096881582, 48381.431022292934, -229378.86743491402]",0,0,
69,"[6746.087751971005, 3856.540681889426, 7302.7983045831825, 5.478820209355154, 1.316072803700844, 2.7466444404448755, 5.3818939472288285, 12.526810754963293, 3.359287970924287, 1.902767756644879, -10.376244574864755, 1.0177294933190701, -119989.61839616767, 15341.089822699927, -21467.53400793043]","[array([-59.71888, -86.15114,   0.81647]), array([59.71888, 86.15114, -0.81647])]","[array([335631.33194454, 159259.19996011,  44252.64207136]), array([335631.33194454, 159259.19996011,  44252.64207136])]",
70,"[-3861.8699737952356, 6977.638850783504, 6991.125212014205, 0.11473958172796596, 3.2293711890656085, 1.1104914558233296, 8.370780877073368, 2.7717636140838025, 8.406429165654377, 3.5171595047300563, 1.339687227848291, 0.37762191342278584, -116255.83692585767, -28614.77713514847, -252557.81855239984]","[array([-133.97962,  -36.1206 ,  -98.23693])]","[array([ 87739.223184  , 648627.16409936, 480088.64891844])]",
71,"[-7707.0785852517765, -2200.6001249644514, 1388.448197235215, 4.19129013233959, 2.8857981369283445, 2.9914921034674884, 1.3193377952101883, 11.978918276839597, 10.772280251042716, -9.710161655229644, -5.0188168366751515, -6.340997368848323, -10537.989384828456, 137980.28682419827, -90287.26115809003]",0,0,
72,"[-5266.5054479549435, 4107.033343544648, 6220.706133410471, 1.5722965978342018, 4.265780117303828, 4.9438144097470635, 9.837088326928598, 8.707568643979066, -3.7476835045331542, 9.367622587058097, -9.518261153041232, 7.909071769995737, 117776.7613932204, 13194.155927675485, -296228.4344335571]","[array([-138.68396,   24.62166, -108.77961]), array([138.68396, -24.62166, 108.77961])]","[array([426189.32562661, 786014.9281714 , 874003.07849596]), array([426189.32562661, 786014.9281714 , 874003.07849596])]",
73,"[3436.546999938044, -6169.162795772911, 4064.3297101467415, 3.960349691845048, 5.73036699611182, 4.870038664127633, 7.0405398419918725, 2.4967071408839043, -2.1505379198848296, -3.3547177274945597, 7.367942531835041, -0.30233659093308773, -97017.4631245505, -124764.8467007375, -38216.39591778122]","[array([-84.25528, -64.56891, -75.29831])]","[array([245351.6373108 , 398951.12004671, 522982.44534281])]",
74,"[3123.5880007756678, 3396.529529438878, -6138.08527933664, 4.641999897533137, 5.960674930155651, 2.433301382426938, -10.981124234794516, -1.3100589753607492, 10.266812955425582, 7.34021439435552, -9.08853964302033, -7.277128733959928, -125261.746949821, 43024.461138866434, -304144.22290700005]",0,0,
