,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
24,"[8533.960683402918, -6385.064192570742, 5584.15003897401, 4.291057871599909, 1.4772223219878797, 0.2993794678527998, 5.171433000430859, 7.824148498600451, -1.6141031587747525, -4.823146377105675, 3.666195009916322, 5.698321494270068, -95279.96352140169, 43102.80474659437, -150286.6281204388]","[array([ -79.48467,   -0.79707, -163.96102]), array([ 79.48467,   0.79707, 163.96102])]","[array([690861.0591006 , 489780.27642617, 119215.56923886]), array([690861.0591006 , 489780.27642617, 119215.56923886])]",
25,"[-1743.42239654052, -6438.482711784945, 1168.5905381120574, 5.066955086850225, 2.029972716940733, 5.331570969814189, 5.296351732872086, 8.95410110844761, 6.173482225592096, 9.287627465011514, 7.8856590964338835, -8.720002665373778, -89846.51695178165, 5682.098151851038, -291596.9264381044]","[array([-137.09205,   -9.80564, -135.23273])]","[array([ 579296.3531171 , 1561299.2363996 , 1169864.55194814])]",
26,"[-4029.111579400801, -7943.924477921524, 5598.667760136557, 1.250746946505132, 5.1711637499383185, 5.272506462928612, -6.313651930324998, 3.8412377960067126, 4.395361593211987, 1.44455742511785, -11.683975187195236, 1.0962207586554076, -28361.482401821704, 14843.78198332875, -193496.9206343784]","[array([-315.19953, -242.16284, -121.60071]), array([-197.50144,  171.4809 , -130.14549]), array([ 197.50144, -171.4809 ,  130.14549])]","[array([3881317.82429069,  107130.83332544,  653271.86513521]), array([2145649.92706544,  117960.89447622,  452303.96082484]), array([2145649.92706544,  117960.89447622,  452303.96082484])]",
27,"[8795.065539222327, 46.390298083324524, -6017.509897821787, 2.5935514446100623, 3.4826376538043555, 2.467463433118001, 12.247504977505407, 6.898470803176805, -4.9204162258829625, 9.09532542198328, -2.299934755293675, -7.330750813332751, -31767.688036529158, -41182.19089703396, -355831.42142042366]",0,0,
28,"[-8951.445614635093, -909.2549012732579, -7725.344100236809, 2.4781034779818696, 0.9495409901559486, 5.298946220167023, -0.004706064907436414, 9.260462473853167, 11.302583000091268, 0.6122906191129989, -2.2630693252283827, -1.9589726642881544, -57957.96182263027, 24035.682726765925, -52571.30641964439]","[array([-71.90819, -94.41363,  -6.35724])]","[array([275184.59558505, 170108.95201337,  87595.49500254])]",
29,"[4065.3351445252174, -6299.080115279621, -9475.280122987628, 4.611981669700762, 5.217988977725738, 1.6062463670209046, -2.0127079135113526, 7.8775927890439394, 5.535163066857818, -5.948190763062265, 4.2051221405637875, -1.2208493969838994, -45242.24491031279, 26041.484971922968, -345205.2443521951]","[array([-117.60501,   -4.85905, -146.36656])]","[array([955408.29664462, 556560.24996333, 293190.87281928])]",
30,"[86.06282625619315, -215.29463148367176, -9276.95738979579, 3.27752479206223, 1.7413329795770598, 4.093717183942421, -3.665102973013811, 1.8701510542181925, -0.5628445848406205, 8.495947199630248, -0.14993936601802105, 2.792483986054121, -72340.16277550564, 128092.66161323455, -71929.43212036672]","[array([ -14.76734, -107.27817,   78.82287]), array([ 14.76734, 107.27817, -78.82287])]","[array([430379.78769341, 117217.05642315, 228437.28447732]), array([430379.78769341, 117217.05642315, 228437.28447732])]",
31,"[3161.246245018847, -5813.788659340366, 7901.713497467499, 3.415373871286041, 4.320275233945415, 0.5235936134118732, -12.247505538919924, -1.6549294490473443, -5.590663382859438, 9.189874342602117, -11.838306472139045, -1.5161232955108677, -148613.47609170253, -30852.459515763912, -8951.784506543947]",0,0,
32,"[9636.182222115458, 3768.8785016616803, 697.3817799392436, 2.1300196963263787, 2.815095257518695, 3.1588016954338953, 1.4361324080422442, 12.442225961442375, 4.353002594491498, -4.135935575930331, 1.0431938412546913, 2.980558245505355, -82336.61232805505, 16602.80061423889, -320251.6865902676]","[array([-156.72432, -107.55544,  -66.59168]), array([156.72432, 107.55544,  66.59168])]","[array([  47607.67481672,  656335.99535765, 1116366.56054614]), array([  47607.67481672,  656335.99535765, 1116366.56054614])]",
33,"[-7646.286663849498, -7571.865759765384, -6787.532224755198, 0.5104805542216689, 0.18798253351326555, 3.250046905838604, 3.224262999196995, -5.484177971111604, -4.972202374331138, -1.1541061205946583, -8.047358205827546, -1.6015887883600133, -57375.44812309224, 37270.01221116452, -211256.3062097358]",0,0,
34,"[-1640.454196032886, 2772.136016979268, -6437.26065341715, 3.0874617700889315, 3.118969946008318, 4.895664962494569, 11.423714477683625, -2.3224208073872328, 9.276120880751431, 5.58398824176567, -7.565601864315589, -7.1235972006682085, -131409.60696919274, -36680.23989343867, -282357.3846813896]",0,0,
35,"[6577.904497645319, 5223.208914619496, -1964.854477050695, 4.3144286385429735, 5.212275671976314, 0.3630316132715814, -6.650771868160152, -2.9142562445882483, 4.220902794031971, 3.9677813962418966, -4.727903447771383, 5.835620973133459, -112683.6292332843, 143821.3171124718, -86061.82963514834]",0,0,
36,"[-7931.323529858636, 1563.1130606331262, -1543.642075259646, 5.209125668115846, 5.329609368929195, 0.9242151809309886, -9.958097466454975, 1.7895893525851267, -1.9809932791469755, 6.566456590153109, -9.882098201714161, 6.983310951812456, 146971.85151866014, 104406.34196151613, -7076.2598885023035]",0,0,
37,"[-7933.952506227082, 8897.286122251699, -6274.664749212168, 5.752871947266669, 1.9031813152226988, 4.227290880522777, -7.668748836539787, 11.858206486348958, -6.492323971487055, 10.943033382402742, -6.4928082554357145, -4.856137651854312, -137037.67041010477, -69732.84626586105, -389710.961568966]",0,0,
38,"[9206.911559549138, 2372.6413119153203, 3003.4717986652286, 1.1689032472122736, 3.3883915956881125, 2.9353683249388185, -11.561268974324948, 2.2641837091814363, -7.818218755727397, -6.682179637857138, -2.3399677549793374, -3.54636986656619, 110651.28136709341, -138931.35472643413, -165695.4383337144]",0,0,
39,"[-5923.383651533333, -77.98936979451537, -5806.557311043017, 0.8263803296559551, 3.6299224078623076, 1.433588725150874, -4.474986597646369, 4.058402147091773, 9.672326354473274, 2.036888061026861, -3.0878187407242628, 2.232488574338035, 87985.79094879114, 10677.624239119701, -111420.82940939075]","[array([-234.83441,  164.85486,  -20.23966]), array([ 234.83441, -164.85486,   20.23966])]","[array([ 144193.04453365, 1183714.28023903, 1408345.4346702 ]), array([ 144193.04453365, 1183714.28023903, 1408345.4346702 ])]",
40,"[7835.022486593967, 8313.782242140587, 5158.490437015613, 3.3428086338935876, 5.7905899598043336, 2.311435633452029, 1.596860070638801, 7.055838892613155, 7.648708509071993, -4.727844943751849, -9.578999040924675, 4.56379721170828, 134242.09906514914, 148304.95479866234, -399767.86746801797]","[array([-129.17451,  147.08988, -148.94298]), array([ 129.17451, -147.08988,  148.94298])]","[array([1937956.41731856,  433788.19336052,  861993.08345359]), array([1937956.41731856,  433788.19336052,  861993.08345359])]",
41,"[-9191.907146144466, 9285.972707007764, -3371.2098887770517, 4.125694663098705, 2.4874545502193444, 5.008515666154997, 2.660605736543685, -6.735669536322735, 11.073009662787484, -8.603961681676164, -10.514101624901285, 6.1364557508924555, 45553.635297460976, -148219.05336015442, -86434.67379639146]",0,0,
42,"[-7668.326340940719, 1244.7752795441993, -3053.578280040323, 1.5648350735476158, 3.2048608670644008, 1.3638791084737703, 1.6948704700473165, 7.462512049938066, 7.393552766098379, -10.743635602155392, 6.047351960296496, -5.074566183925004, -58586.667723569946, 41044.609396440006, -254223.81534729662]","[array([-150.27944,  -10.38601, -154.6622 ]), array([150.27944,  10.38601, 154.6622 ])]","[array([164619.21072459, 640972.85241604, 487343.89772205]), array([164619.21072459, 640972.85241604, 487343.89772205])]",
43,"[-1470.6354609897026, -3500.5723669599174, -8570.266687816054, 2.1830579275243327, 4.312193033782183, 5.304427698821282, -11.938444725296211, 5.995440489780407, -3.3232700208297388, -8.895674557912912, -3.562189903620647, 2.424496991701538, -117157.96367389249, -129348.34945421979, -21021.07996134844]",0,0,
44,"[911.0203815033528, 6489.808887675048, 5144.47233411191, 2.4448285484179633, 4.772739786870884, 4.076330931949995, 1.5070741021163574, -1.1240881913402667, -6.70317318149736, 6.094273133568031, -11.412863280910278, 6.573395632169156, -75548.92002889886, -147076.5252435873, -245766.22949741385]",0,0,
45,"[9647.129921768967, -7131.262692971599, 5674.580474333632, 0.34538239695901596, 4.0492008802987005, 0.1662854899484162, -2.5404504935675387, 9.750267703737766, -6.409260420804574, 0.8042527248563704, -0.6876439854530396, -2.2173169968589086, -130383.55568647562, -78572.18883101168, -198414.15810814535]",0,0,
46,"[-831.4647414272076, 6276.746212041395, -1921.2693501237136, 0.5718065675859967, 5.159631622986399, 3.715488947373407, 7.854564460312947, 10.622744762468496, 7.7593524062526065, -7.875949988425219, -6.417173466393476, -2.903948421587767, 54830.4867009545, -17949.62342224724, -385696.8553353814]","[array([-206.40143,   54.58263, -119.84826]), array([206.40143, -54.58263, 119.84826])]","[array([1113860.71109184,  449594.8634226 ,  243792.68074611]), array([1113860.71109184,  449594.8634226 ,  243792.68074611])]",
47,"[2067.1796025759213, 3582.7271358838534, 2946.1631229216746, 2.577232791380122, 0.7699356495004515, 4.332703468852201, 2.4652488689238172, 2.1416111873608568, 10.951284597775523, -3.1282210375667283, 2.4355989742863144, 4.387708823047092, -100207.72775690371, -143424.0038755007, -188421.31965933574]","[array([-132.00089, -191.14995,  -56.88275])]","[array([1160919.02832923,  581301.22435378,  211637.96728581])]",
48,"[-3499.618739994008, -5072.719206599274, 286.62820485838165, 1.7561729298252986, 3.044414043039126, 4.461613739934449, 10.145909270302035, -6.3407737131014645, -4.099141327177312, 0.2223508840543058, -0.8124485812269757, -0.5684194437451993, -127390.06468600358, -109031.4016657204, -230823.49472782345]","[array([-388.72102,  -47.22678, -312.81648]), array([ -51.10296, -509.48138, -466.44524]), array([ 51.10296, 509.48138, 466.44524]), array([388.72102,  47.22678, 312.81648])]","[array([5829503.40661082,  424939.41865106, 1690750.74498209]), array([14240310.07296796,  3314743.01358739,   203199.48993434]), array([14240310.07296796,  3314743.01358739,   203199.48993434]), array([5829503.40661082,  424939.41865106, 1690750.74498209])]",
49,"[5748.166093691549, 8780.31231832325, -591.5052833119771, 0.9036786108064248, 5.057665487551692, 5.706528103958744, 9.651047928402388, 6.152386696106959, -1.085864005068112, -3.180963180236345, -12.18614225613587, -5.452225640645903, 37300.88198458313, 94140.62708670562, -256825.4675938857]",0,0,
50,"[-5029.9388642470185, 9524.380126210966, -3923.737269533789, 0.22960201864839977, 2.4335374842983657, 4.72842325193712, -7.895169457668682, 0.3420545333669427, 7.910768753560582, -10.03090863774903, -3.649542502653544, 3.883174893919886, 11770.724196106661, -140789.85090968016, -249204.0195098663]",0,0,
51,"[4160.664274827863, -3791.243074562616, -844.2554341599025, 0.19575782156388444, 3.052044226759344, 4.524881193758752, -11.159848942435465, -5.147800844420752, -4.286593367855007, 1.002520064156732, 4.673229592063457, 5.795415042513319, 48142.4281667349, -80752.37928809552, -219289.7735704564]",0,0,
52,"[-6195.036092499737, 6644.729345936365, 2929.8108149998043, 4.420856866700491, 3.2202303517781514, 1.4068885502892485, -2.3906903173577145, -2.482585369435604, -3.079584459897153, 11.764745413939952, -0.16547335423913978, 3.884952442578811, 119301.08105015679, 111180.33392747841, -7898.872121496417]","[array([ -33.19262,  175.00023, -214.24764]), array([  33.19262, -175.00023,  214.24764])]","[array([1322473.14661816,  720587.19432806,  232247.56004613]), array([1322473.14661816,  720587.19432806,  232247.56004613])]",
53,"[-9651.15742199051, -7375.648320634249, -9918.753127168648, 0.23833553763402132, 2.6877219035750413, 0.689686252622834, -1.129818527985849, -2.0667844776617432, -3.0192524717484295, -7.030587660402718, -2.8139422708833095, 1.0681648726300565, -137333.27827706092, -30659.205061820598, -187691.52545886915]",0,0,
54,"[-1078.2692746590383, 5601.515275856744, -7801.994608254348, 0.8499527085126746, 0.37172640642588795, 2.710037040970609, -11.847730509964508, 9.736938451063995, 7.48566711194912, -0.9613710442427283, 5.529944560250048, -5.3393298127791295, 83364.2238412408, 82998.41582581846, -39742.11535588367]",0,0,
55,"[-5479.653103760887, 2532.425083761509, -5176.75143586241, 3.5662612297347067, 2.9815299187823183, 0.5825854368556365, -3.378780250950168, -4.92925149197997, -6.777830550967156, -1.7773879195881417, -10.072555235172262, 0.016581914074597748, 67551.39412771715, -137371.17443492127, -285317.01527201844]",0,0,
56,"[-3287.823436447444, 1360.5739704984153, -9717.770983130662, 2.020235489352317, 4.642388396592711, 2.967311281519401, 9.39835160694832, -2.2681400834309917, -4.737053217888964, 7.116495185549102, -9.81377208312428, 2.7658255267381193, 104546.80964060285, -88831.28960690988, -10262.658859010495]",0,0,
57,"[-3855.0983411374, -2264.3145524314723, -4607.216876649692, 0.12919071877477878, 4.236049739522066, 2.377194547110816, 4.233057336433674, -2.2513728443189436, 11.967297133241676, -2.913946317223184, 5.139220064119481, 0.8978502682288916, 116513.47462170135, -139557.62386835733, -260563.92731359784]","[array([-225.27273,   82.33609,  -34.5717 ]), array([-78.18192, -42.72912, -98.07905]), array([225.27273, -82.33609,  34.5717 ])]","[array([1434123.68629791,  115537.33623554,  463502.50164017]), array([ 21537.3409926 , 344831.84849133, 523612.05846166]), array([1434123.68629791,  115537.33623554,  463502.50164017])]",
58,"[2864.2496133445984, -7130.203169608447, -4424.840706299864, 0.7176421112347129, 5.72541842313171, 0.63666357407031, 6.592518910750631, 6.287192564339815, 7.747211421961003, 0.17944130617937581, -6.032385721086975, -10.624880262010572, 135009.48142413195, 20086.972979357583, -2665.879288467113]",0,0,
59,"[-2365.656453964065, 1367.2482819986944, -1229.6190023272156, 5.8750920340367445, 4.101614359563232, 2.860798350788734, 0.9747489273383643, 8.628031813704645, -7.633892252903252, -2.397825765744386, -1.924587728830561, -5.962768294710704, -97388.43090396526, -118334.51425856422, -45112.32425977249]",0,0,
60,"[-6101.923031624386, -9887.375987081537, -6047.329647339759, 0.9456629869681086, 5.901669795175894, 0.185821649626526, -4.38887545192596, -4.684825600311951, -0.49454684672920735, 5.234732687950043, -6.030520730892062, -9.316756549634707, -122226.2636338748, -93764.74438545131, -82581.34894873074]",0,0,
61,"[3379.1734303005196, -3001.584925933611, -4915.804280686971, 5.332626252333353, 4.754581287336114, 5.482050096447506, 0.7981382748418557, -4.860782040021434, 3.390682077132599, 10.427778259240032, -1.4961276584480618, 4.917520902469349, -129756.40987921404, 71217.87632903463, -198339.0888820869]","[array([-78.39336, -43.77699, -66.91507]), array([-27.0448 ,  78.82942, -90.26017]), array([ 27.0448 , -78.82942,  90.26017])]","[array([510410.30818464, 377589.01880577, 194469.71944077]), array([764846.58182559, 271400.46074534,  31000.71705611]), array([764846.58182559, 271400.46074534,  31000.71705611])]",
62,"[6114.813183717972, -6539.351510409899, 9090.850270878578, 0.2591931816670523, 0.7588042487528275, 3.7532334822438878, 1.243743261582006, 1.7747977305899258, -2.3174281507648518, -0.4128127832587509, -6.906961833974954, -3.6576716294353133, 116554.9152770564, -36162.91335399063, -364719.21654775325]",0,0,
63,"[-7923.58939253869, -4513.342073869296, -7333.82093442179, 5.367800707422315, 2.9392222856384485, 1.2023151043613536, 3.9314299444127343, -2.23053000775609, 11.278267357733498, -10.498966821029887, -3.5944212210896893, 6.034665958669596, 22514.12408303542, -65302.18717428522, -141174.55836382447]",0,0,
64,"[-6420.621324831825, 5743.49961848406, -5337.977354867418, 2.628337973699398, 1.0814314844554094, 2.0025210626500654, 9.0375995851755, 6.943199969719334, -1.0402249064343865, 3.263286216896594, -7.454975112215859, 1.5452705640663922, 57422.17380014932, -23470.95435583277, -244226.41246316308]","[array([-146.21523,    9.65933, -156.08745]), array([146.21523,  -9.65933, 156.08745])]","[array([869760.45884117, 448782.18736775, 503871.20893698]), array([869760.45884117, 448782.18736775, 503871.20893698])]",
65,"[-1075.3086339452948, -5040.73015779946, -2138.8673119643363, 2.1873852202556714, 3.0218730220673398, 5.967929340336272, -4.801442304724794, 9.320414356678626, 1.8078735304576234, -10.038810610380008, 5.697279813439337, -9.895865845937298, 72005.15747575619, -96219.80497611745, -333818.16550948925]",0,0,
66,"[-9517.946556382893, 8304.686981613588, 3552.8173061153975, 1.0125744166496093, 1.05696807261884, 1.0655816891130099, 2.1676243078069266, 10.23203489351815, -3.12323129818983, 10.62870190269133, -6.918438085159379, 6.984486799192201, 59427.38496101828, -71736.6409616314, -342796.8527102401]","[array([-164.45507,   -2.96738, -172.32251]), array([164.45507,   2.96738, 172.32251])]","[array([457435.0537937 , 673683.08477735, 900074.14908278]), array([457435.0537937 , 673683.08477735, 900074.14908278])]",
67,"[-6266.333024274735, 6910.399607165506, -3148.7804639198957, 4.475355452272625, 0.7364523485335916, 1.0282898513926, 1.4466814392721208, -2.957176458771701, 12.392944052946895, -12.409443154787866, 5.895519167687137, 4.059836062573641, -70080.53289375763, -46837.121686590326, -111347.380070285]",0,0,
68,"[6119.103012532823, -2458.4960343416014, 8049.304849864806, 2.163963290375248, 1.0127959795123807, 3.428516123330645, 0.0755710878250504, 4.917242994994485, 8.949023298804914, -10.607959770901923, 0.22754264379102196, 6.630727495711486, -89517.94685651848, 71066.56380973346, -148862.04290597845]","[array([-52.69696,  46.3405 , -69.85376]), array([ 52.69696, -46.3405 ,  69.85376])]","[array([332732.55487296, 128499.31902597,  21460.11590933]), array([332732.55487296, 128499.31902597,  21460.11590933])]",
69,"[5529.064449083335, -1531.4952723303559, 6248.450969928734, 0.8259709052244151, 4.796748984801847, 0.7959877817386453, -6.747747276527164, 4.492694992202987, 10.284344433252944, -2.2361037983192347, -4.45786228213551, -4.124336237497616, 7069.852325513348, 23824.772180339845, -374449.9721836195]",0,0,
70,"[-3560.308090036552, 5558.858951481916, -8616.168496052227, 2.470029469572412, 5.38718908268213, 0.211592485577774, 6.720378043946013, 3.2005329141362875, -0.5063381222020906, 7.7409713959804805, -6.580769694154192, 4.826528053923774, 38935.69163600975, -64426.47650438006, -53662.45502596063]",0,0,
71,"[-8347.938082135304, 3073.91373500018, -2692.683118551682, 5.573030848433931, 1.202324086399315, 1.7310129780615375, -7.748940586034762, 5.548879623349567, -0.07475893373808429, -5.927575450840943, 0.31198872929390475, -6.352938547019957, -138126.8209722252, -54741.876401512796, -184517.12854074896]",0,0,
72,"[734.4663501958639, -5871.873425666321, 7458.798875769287, 3.665361235877806, 4.38975254267311, 3.775479841171027, 9.53450935669066, 3.455871630989366, 1.681861370526459, -6.187607251140128, 5.30147393994859, 6.693795615696075, 97069.29413134264, -142364.1875513525, -129175.91152091947]","[array([-42.52662, -43.10072, -80.18938])]","[array([ 93311.99119889, 313374.28446104, 365119.33065731])]",
73,"[1182.759538051605, -6722.681471811511, -1967.90156636945, 0.11635669397779497, 5.543833674358677, 5.160065972281884, -10.329412054280487, -2.1630825438530366, 12.217157704190363, 0.48120288348128426, -5.327015071476427, -2.6274864434928276, -90162.5253385942, -104049.78036194082, -179910.05667570652]",0,0,
