,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
220,"[-5482.375296076327, -3473.456997058559, 1986.1018514432653, 2.463598984356079, 4.987334862377942, 5.690149510517439, 3.3253795156262704, 10.928236751140503, 11.83716879334176, -9.573524722603356, -1.5536242126827187, -11.757790734806147, -90344.60971345319, -46295.86622760285, -340518.2682597292]","[array([-272.11223, -209.8793 ,  -97.49777])]","[array([3571590.70060864,  196589.32143481, 1261746.04206419])]",
221,"[-1053.7203093488533, 2881.193401557057, -6218.232372924351, 1.7963319370546977, 4.87376574324542, 5.729278926061762, 10.868228634743051, 0.05851855169509612, 11.930012323227928, 5.580389914050844, -7.0331389372072, -4.606315459871857, 93484.52973113587, -50183.24653617696, -278762.3471417794]","[array([-116.86588,   19.0389 ,  -84.88193]), array([116.86588, -19.0389 ,  84.88193])]","[array([330628.44201905, 446929.18847906, 703422.35936437]), array([330628.44201905, 446929.18847906, 703422.35936437])]",
222,"[-8380.038736208151, 6927.83106585217, 2927.1473384197725, 3.99413058063127, 1.7100652546482233, 0.3152056566650123, 1.795389908324056, 4.630318748212796, -7.135997076468307, -1.5261998701890764, -0.24572940744368665, 6.907730644669545, 107748.55436841643, 92000.97746358559, -330239.00993466633]","[array([-208.86156,   42.55628, -393.42718]), array([208.86156, -42.55628, 393.42718])]","[array([ 440175.9698741 , 2170964.98460238, 1406480.09833691]), array([ 440175.9698741 , 2170964.98460238, 1406480.09833691])]",
223,"[3112.386151702127, -1.787306577547497, -9149.435024249618, 3.7631616456615866, 5.847939190325492, 3.1267824294608277, 6.490918972839793, 11.205775439841645, -4.913253674268747, 1.5325369584541626, 0.45076635215233196, 6.997511004924945, -48424.5910029143, -149166.97346581865, -337987.4960291177]","[array([-133.777  ,  -35.48493, -138.91175])]","[array([ 611125.8469246 , 1063231.17760063,  899914.20875377])]",
224,"[-7851.150150947821, -5259.31266519968, 7464.514408895971, 3.464405055870793, 0.8420093056896957, 3.6816710253861182, 8.597518911892351, 6.06105803724512, -1.1803477105009943, 6.0055961642726245, -7.716713234962519, 1.9324167585323906, 98869.17747274681, -7220.676190685743, -361023.837904564]","[array([-150.42445,   23.08051, -151.79444]), array([150.42445, -23.08051, 151.79444])]","[array([1323328.58000643,  753271.55583665,  565795.57958788]), array([1323328.58000643,  753271.55583665,  565795.57958788])]",
225,"[25.356194219757526, 2018.268969319468, 5265.211182524014, 1.5255874035464558, 2.1999886399731214, 2.946156013978783, 10.554072906071116, -2.313239781555601, -5.911664027943113, 10.677557182862376, -5.341962516661728, 5.053135357430751, -109565.97818823604, 9457.002757811191, -191561.40429065275]","[array([-183.37582,  -17.80896, -158.03811]), array([183.37582,  17.80896, 158.03811])]","[array([ 372076.86363015, 1195694.9794476 ,  878081.91436526]), array([ 372076.86363015, 1195694.9794476 ,  878081.91436526])]",
226,"[-4525.65365403575, -7574.527163583285, -4079.028020272579, 1.4680148635952601, 2.388135830138518, 1.079961951056129, 2.15956012065911, -4.549603122284548, 0.27797388619550567, 4.044897333571576, -1.5691621105109714, -3.2980927057306566, 127893.53145075118, -41013.59837870125, -303805.2908368205]",0,0,
227,"[-8745.772638766408, -8121.738324772969, -226.6274679690032, 2.514889392961738, 1.8798517150182315, 2.0823639925959214, 4.404465769326912, -4.013063371960968, -7.711488281590594, -5.415724878024717, 1.213746803235999, 3.8726154027839854, 34841.26674688861, 85028.92059697845, -187653.86264926186]",0,0,
228,"[-777.2340863725112, 4331.759877243521, 7987.117063925205, 3.2230104705873854, 2.0458169724416626, 5.683277255506729, -8.976094266626314, 9.530308515456266, 8.515650730731902, 11.948035878488717, -0.720184918976015, 0.2743443660729614, 71459.62770749824, 94814.31021342345, -350649.20265588275]","[array([-110.62883,   65.76709,  -94.29392]), array([110.62883, -65.76709,  94.29392])]","[array([655866.04468903, 909535.17289419, 300233.70658363]), array([655866.04468903, 909535.17289419, 300233.70658363])]",
229,"[-8622.378386270133, 6784.089360542108, -5631.8239198371975, 5.459483759913438, 5.878051674901864, 5.946609820496175, -3.924202492572249, 1.650265650324343, -7.647010854288325, 4.049522003967198, -6.349809747506441, -5.321263688622848, 15887.822507629491, -32545.643077645844, -13631.296497513307]",0,0,
230,"[5531.155607809074, 6180.719653037853, -56.18513752093895, 5.459974976324117, 5.152352027682352, 5.035363999114913, -10.929676547817998, 6.701568534065652, 10.9736538908369, 3.953476862989227, 0.9044950004242676, 1.2705383161765607, -109796.01165014562, -92657.82692124615, -35345.92199104623]","[array([-127.6537 , -131.19252,  -24.75473])]","[array([1418707.15005709,  238111.13049206,  706426.29578832])]",
231,"[3363.4141682782047, -4365.278933989034, -552.6716993876271, 5.513893069969254, 5.035817413468448, 5.924237096780061, 8.020614331975292, -5.476024471537157, -0.5171425368311393, -6.573648756191501, -4.526303476291847, 0.5134951190533865, -66247.70739542159, -61546.14370298716, -257685.13541952355]","[array([-136.98491, -251.23709, -248.71099])]","[array([5480727.1227188 , 1402890.90493399,  309166.96495316])]",
232,"[4994.933369022163, -3223.4591886733015, -6664.686739760037, 5.848458107778966, 4.832112850558334, 4.269821665078177, -6.744340098316419, -1.432775428531973, 4.874333764056107, -1.7797024303067506, -11.96434816554895, -3.2219728974669035, -24298.823323776334, -129817.23724251594, -111098.27518477489]",0,0,
233,"[-1142.696919638016, -7697.162063892102, -6204.953754094784, 4.012192928747892, 1.558171658561027, 1.7718958722131843, -9.573491302970723, 7.740634746958145, 5.562041415102737, 9.289479104098149, -10.71058476376357, 2.7530341232607913, 69140.47823494748, 62199.82573601036, -176074.069436345]","[array([ -57.23987,  270.43206, -257.99793]), array([  57.23987, -270.43206,  257.99793])]","[array([2014395.12186904, 1142093.61379677,  102366.32731262]), array([2014395.12186904, 1142093.61379677,  102366.32731262])]",
234,"[-9173.488850740845, 8925.14187718058, 2970.587877058868, 0.9934882461904094, 1.2302419452530593, 5.829453068389467, 7.829374672264972, 2.129937922430459, 7.620654184209599, 8.07027260044104, -5.031512775564918, -4.399258301161193, -99762.2435573125, 115505.85699560627, -119658.22083214048]","[array([-99.51669,  -7.93168, -67.33817]), array([  -2.91876, -200.48084,  132.75237]), array([   2.91876,  200.48084, -132.75237]), array([99.51669,  7.93168, 67.33817])]","[array([454531.06763767, 147124.27035418, 212365.93198996]), array([1486260.57742067, 1155204.22990252,  235804.21357413]), array([1486260.57742067, 1155204.22990252,  235804.21357413]), array([454531.06763767, 147124.27035418, 212365.93198996])]",
235,"[9883.327791240896, -6175.6778453051165, -6528.56670519921, 0.46547181923609693, 5.700382452541005, 0.8248882724096417, 6.090073225161557, -7.33567184039847, 0.9252014594213307, 6.0273283080962585, 7.12724194173936, -9.758566488109926, 94090.43988020826, -44796.02983459363, -296558.8148228744]",0,0,
236,"[6370.889604805838, -4113.2455904634835, -7143.968062485661, 2.9734593723291938, 5.287944622717045, 2.0162271789124566, 2.4821426945618708, 9.851165076473297, 6.10039862799775, 9.547650174123753, -6.382938466666025, 7.207614189902124, -35720.86947886423, 140632.32421451452, -359011.1121383659]","[array([ -85.8525 ,   41.28633, -112.76008]), array([ 85.8525 , -41.28633, 112.76008])]","[array([199596.86341121, 790326.52704281, 551601.89800074]), array([199596.86341121, 790326.52704281, 551601.89800074])]",
237,"[8985.274306361076, 4325.25269867299, 4483.2704480530065, 1.414516383696147, 5.198919168380092, 0.6435927397227093, -4.840864710260521, 11.15075130422776, 5.324114682100472, 4.016594394136728, 1.4743991052884002, -8.602181008842516, 47823.15461292805, -86164.27492852727, -143113.3999776714]",0,0,
238,"[5150.839916783811, 4812.567853809696, 9584.195170163799, 1.1057383744114229, 4.6246160722094825, 2.8898073496641015, 2.4475858193628603, 0.5585809733222451, 4.832982845464048, -4.492425444496769, -7.255938771212845, -7.571672027611153, -72852.87744318087, -125450.34644421659, -358533.1099506624]",0,0,
239,"[2385.552310888739, 4431.9107012644345, 8230.77346176538, 4.2762272310584715, 2.1209845688767075, 0.19780367218105063, -10.134257210208839, 0.034330626601860814, 7.240818346302653, -4.657227111229017, -2.770256485039429, -2.1090843301228706, -58192.40638767957, 55081.66581162784, -32230.149086381833]",0,0,
240,"[-5036.326071316208, 2254.1275696612884, -21.833380527717964, 1.8845851984225714, 5.215487228088359, 5.335393165052064, -7.948623322831058, 3.5414664824961957, -2.1039860135753274, -10.48792168408032, -0.7530617919883671, -4.080175067739944, 102310.62648998128, -76203.76134661461, -355991.9235869947]",0,0,
241,"[-7137.905686616177, -1887.3134393434102, -1540.4523428596603, 0.14101955797838595, 4.719063442324301, 3.357121688044636, 2.9422433545458535, 0.007863895981072844, -0.32023358269970714, 6.6853971380254436, -11.895803271355376, 4.763697009024256, -51630.22043304962, -36764.39048151263, -18694.368040764704]",0,0,
242,"[9499.595689961301, -1223.1837511571466, -6287.830592764339, 0.7426464882518027, 4.447378024178491, 4.923294736782919, -4.783870334531996, 12.409382682049685, 1.4034310754893706, 1.0730214466254964, 3.5957563325075697, 7.598781529120117, 130789.99223830341, -58776.12947291722, -257145.80087377265]",0,0,
243,"[-624.0986168982163, 25.186695819187662, -9741.844664577253, 2.3393722233230942, 0.4443256372734151, 3.8864329657460734, -9.895423575004244, -4.362702030824465, 5.43056453311447, 1.41742607232975, -11.059232575177427, 7.8722041997322805, -132299.36448441213, 149233.50640461076, -307362.6468154181]",0,0,
244,"[7900.217112990384, -1225.0237846699056, 3833.0505414273102, 1.844594678533852, 4.455485971905207, 4.709143886210912, 0.7261916789101672, -0.39062146068368264, 8.194909175861447, -2.709362562428053, -5.8544946843364984, 4.246230098745315, 70111.5945929293, 79020.74874780452, -325840.59584815474]","[array([-124.87555,  147.59563, -127.01965]), array([ 124.87555, -147.59563,  127.01965])]","[array([1735208.31092679,  280397.85088104,  552599.28425928]), array([1735208.31092679,  280397.85088104,  552599.28425928])]",
245,"[-9289.78852903242, 6715.029167482797, -4981.478853578436, 4.002474815473645, 0.49672130726009944, 2.2063875538649986, 9.46878067525006, 0.5702501659680284, -7.6727034790117274, -9.65591437245574, -0.40274536188001164, -6.455377040339662, -63041.169513941044, -23521.796981351057, -33359.85334759223]",0,0,
246,"[-8749.358648511976, 6530.304257609914, -8051.165194415286, 1.7124206538014157, 2.3227825015215706, 4.301393354086856, 9.227937796968721, -2.183558819069243, 4.206049031108796, -6.865972251617113, 2.8078484886046358, -9.151738711342814, -39092.388549660944, -127861.79539939266, -279771.69999716815]","[array([-584.55189,  -43.58967, -465.28775])]","[array([12207235.46502226,   507124.86644045,  1929935.53414883])]",
247,"[-1744.8768166102254, 2292.042047625988, -8887.471180392056, 2.4763502397566604, 4.878909764701928, 5.642989956476296, 4.139328802024405, -6.838343860396131, -0.2702346070387067, 8.407843657742223, -2.9763879938788396, -8.545828916847263, 47158.600474001374, -87589.7962360816, -399729.16010144405]",0,0,
248,"[-5344.610900367701, 5583.4814872468105, -11.261398400154576, 5.563308464139259, 4.586532768394074, 5.7934155958182085, 10.085923991749205, 5.242648559066, -7.533299129670483, 10.707488391036652, -6.144518530155357, -8.353353585194284, 53186.96216706364, 18319.906045911135, -78881.52695046522]",0,0,
249,"[-3832.0502305173723, 5032.699921582911, -2381.4326038347035, 5.130744803378315, 1.3082446108355545, 1.626147598553852, -0.6862070003195164, 8.425585901291058, 7.168401429118468, 10.476990278184584, -11.012381084010132, 5.308074149906364, 72774.78506139273, -5098.181900823489, -3085.9851623678696]","[array([-37.08571,  68.63308,  14.62244]), array([-15.46625, 116.65676, 100.07286]), array([  15.46625, -116.65676, -100.07286]), array([ 37.08571, -68.63308, -14.62244])]","[array([200343.8429001 ,   8696.01153344,  89471.17397341]), array([556013.89768836,  13307.60714973, 261643.56118868]), array([556013.89768836,  13307.60714973, 261643.56118868]), array([200343.8429001 ,   8696.01153344,  89471.17397341])]",
250,"[8630.568736806843, -5553.760237614809, 7288.350384946923, 3.7107048007906855, 0.3545344609872615, 2.7957034210660936, 10.057376377455366, 0.14954573573204932, 9.418143693690812, 0.2096614219303028, 6.591908821914252, 1.1700019053146793, -132596.44195187502, -46206.28573807268, -292914.01162285067]","[array([-95.16839, -52.52698, -95.66561]), array([95.16839, 52.52698, 95.66561])]","[array([718249.43351658, 478943.24878699, 292968.07997074]), array([718249.43351658, 478943.24878699, 292968.07997074])]",
251,"[879.6746546485065, 7390.520434544098, -9563.663060422381, 1.598906408520649, 3.5581695374436486, 1.9564412887366296, 11.589653711346173, -3.103482986017444, 4.521994905843739, 0.32623069152412754, 7.114769777506407, 2.8379233418416554, -51737.44027926236, -146468.1910730128, -273953.8778111326]","[array([-101.2423 ,  -57.92443, -118.23808]), array([101.2423 ,  57.92443, 118.23808])]","[array([232191.71530584, 715434.61597436, 543084.06553885]), array([232191.71530584, 715434.61597436, 543084.06553885])]",
252,"[-3294.4792689004917, 7978.516030079692, 8928.639309439644, 1.7233325415944638, 3.9188749770974196, 5.663647219934037, 4.213948300517128, 8.62889689731604, 0.447049882356497, -0.6213333605441012, -4.6280312991523065, -9.284317865200105, -2942.7808787730464, 68336.88208929819, -99712.25157185411]",0,0,
253,"[-5856.1283905376, 2904.173685822225, 620.0217998687676, 1.929415853903314, 4.775670433695065, 4.0246292897442775, -11.645443551923217, -4.902372187079205, 8.361129856670729, -8.24900054297084, -4.782993480020987, 0.6251831865137021, -140450.5322733705, -20371.965659397712, -207229.321367777]",0,0,
254,"[5909.8836742020685, -6657.727064960987, -6058.260371818491, 4.99562720064029, 2.719676651644401, 1.2038079031571005, -4.424635672135857, 0.37667667100244806, -6.682338543638402, -5.276431985131173, 7.898261550189364, 5.121403501753711, 17443.355992634722, -45825.186315552506, -41275.5388328252]",0,0,
255,"[-9724.312956980199, -6464.4806247467095, 2397.942660295301, 1.529113085132066, 4.870407653744636, 4.463902624269626, 3.719808774420489, 3.4578765345174336, -4.2387398811539665, -6.898291449272181, 4.128167028074667, 2.5613442456685913, -142317.1569893216, -1455.26754797998, -82580.52931932523]","[array([-200.86804, -138.89437,  -69.97028])]","[array([1429421.26354008,  250978.48368773,  313358.19746611])]",
256,"[3606.8222043905025, -6096.941952247732, 6720.668158048949, 1.4706139022394185, 1.4054364461321098, 3.1849568371942985, -8.13327972418115, 10.943689108677368, 8.102909114812501, -7.859876774761744, 5.336074844486383, 1.4567190664580778, -88078.74767951612, 69053.23598192635, -350460.40085787926]",0,0,
257,"[9744.995904518546, -2931.5567379519343, -3863.2283783079856, 0.20879066107136746, 5.237402514922922, 0.8562135970217046, -8.567060943744256, 3.653631466001025, 8.10441980927629, -10.537764384743891, -11.222798035909012, 7.686900968156824, 117828.48375853663, -108169.8997532186, -367062.43103970966]",0,0,
258,"[4657.258137713756, -2689.698632381541, -7197.515014144311, 1.326404653302205, 4.472246201171896, 5.772720096984785, 2.1178514582318204, -0.2201783860457489, 4.828644431696352, 3.1229694738390297, 2.1647101086076574, -11.404209919821872, 30973.374137757317, -30906.056907066464, -21925.411014355486]","[array([-53.02534,  38.71557,  27.89621]), array([ 53.02534, -38.71557, -27.89621])]","[array([127149.63490738,  48228.55359667,  21010.63993519]), array([127149.63490738,  48228.55359667,  21010.63993519])]",
259,"[-7890.66014887019, 5718.52228716002, -8971.098144051108, 5.993517523245599, 4.043785997173385, 1.0736596249317611, 10.020083236185027, -5.511427261924624, 7.138477533834601, 9.084162447049984, -0.08987002844364511, -6.841443176184635, -91324.0685963025, -17443.00236654299, -102839.0395242548]",0,0,
260,"[3687.8804488147725, -4440.465663167099, 7984.051286492289, 1.2902335091257937, 4.1591513255904715, 4.10170791687422, 2.4255675666510434, 10.8849645243427, -2.1751951644698826, 0.26310947200059154, -7.557869107871911, -2.031242640003379, 25071.615046472405, 123171.0399579333, -141053.40057789738]","[array([-506.87949,   25.1972 , -380.03139]), array([506.87949, -25.1972 , 380.03139])]","[array([7400906.43060979,  290062.95880158, 2386552.0748784 ]), array([7400906.43060979,  290062.95880158, 2386552.0748784 ])]",
261,"[1722.741977017302, -5458.273970535639, -7923.773886061857, 5.8564763786859935, 5.489190516725679, 3.772223294416612, 9.493503742636602, 11.654397793512445, -0.8273591761161079, 12.174438446082423, -4.984008546708509, -4.587671865696214, 82783.35206460056, -144803.7014232573, -90604.80464203894]","[array([ -95.76085,  -13.73895, -108.88727]), array([ 95.76085,  13.73895, 108.88727])]","[array([938130.68849924, 161684.29241772, 455644.63277806]), array([938130.68849924, 161684.29241772, 455644.63277806])]",
262,"[7632.703420894202, -9190.725434745835, -368.0036022174754, 3.5568985750190505, 0.5687857049889431, 3.090332076546515, -8.723947799772588, -4.515129864772042, -7.598272211536874, 7.931907267403002, -1.3126270195687457, -3.4551596326252785, -98458.70318521923, -18599.00788091321, -258520.9475138358]",0,0,
263,"[1089.4301270668238, 5919.848668035507, 4205.709263676246, 3.473272253872754, 0.6479507731851415, 4.1950081338247935, 4.108733905745229, 9.76997739021338, 1.3402965058503753, 7.689825489184443, -2.42054038419478, 7.3901879661316805, -65607.19164337085, 88332.99851655553, -262173.60302568716]","[array([-90.87298,   6.53206, -89.80166]), array([90.87298, -6.53206, 89.80166])]","[array([243791.83591546, 522316.86782588, 561971.18043494]), array([243791.83591546, 522316.86782588, 561971.18043494])]",
264,"[-6569.508055874334, 5370.528049870609, -9593.483655929702, 1.5278782822111332, 0.5443086603117817, 3.3083105890674673, -1.6032587911321503, -7.830560167283114, 6.0743763108238085, 0.41362848975203725, -5.590363560061045, 5.257190159004118, 126500.09021797171, -20687.340512045732, -183368.2776053528]",0,0,
265,"[3978.965348048305, -7313.058559306573, -9939.291119800406, 4.1649440528321096, 5.5279488776540715, 1.2682126540474887, -6.82299326738321, 1.7136938848211631, -5.0693581663506375, 9.773969619383017, 2.2869517520362823, -3.3508582278419325, -92337.73215732953, -100248.22521979026, -127748.2481148087]",0,0,
266,"[828.3444209462359, -6793.2432888388885, 8010.101028443252, 5.12458833060899, 1.581036920072405, 1.946105623477189, -8.355493488761633, -2.4083398884182854, -1.868758528827966, -3.3788241619029, -6.214647532224815, -5.250856304037483, 122225.20006772788, -1551.1089729719097, -30578.743192498747]",0,0,
267,"[-5174.386339112256, -1753.2988033825768, -5470.175670998625, 4.468975694385983, 2.5298007802469957, 3.710194255832944, -6.356603021865552, 2.660282822808865, -4.3664757903221165, -4.467483472414905, -11.170390756812559, -9.659635305042624, -68847.35889895984, -100344.78447121143, -181643.64893405404]",0,0,
268,"[-3346.574328961742, -7054.3694969631, -4585.127416212004, 3.4200147175831934, 0.2618688078198617, 1.166780439595491, 7.780501887210264, -7.72479751458151, 9.67181381770196, 3.671446728401172, -1.6534976913834907, 3.8686758854419914, 83844.40372257668, -142444.3635097469, -371827.31228072103]",0,0,
269,"[922.2789823113035, -12.753716956012795, -7526.156361071016, 3.2328830231222216, 5.540282632830115, 5.32673390183689, 5.9233255561142215, -7.332275119986679, -4.342077138761468, -6.732419608982607, -1.489720051879047, 4.611593148199354, 17196.06614108113, 138486.54154668836, -155476.1645343818]","[array([-153.74966,  221.02077, -224.78738]), array([ 153.74966, -221.02077,  224.78738])]","[array([ 928386.02006369,  399787.11233265, 4248953.78590204]), array([ 928386.02006369,  399787.11233265, 4248953.78590204])]",
270,"[-6738.052393097369, 277.638743292604, -2107.913958268253, 0.9267364372672348, 0.2107151144206395, 4.847240399848155, 5.466064874409291, -2.5311873147934847, -0.5610064331231666, 7.359790919428871, 1.038533241649679, -2.777240711465172, 75070.0069159019, -63028.727882458814, -71114.15287933842]","[array([-222.20502,    6.08656, -148.77915]), array([ -4.8562 , 361.23443, 164.10206]), array([   4.8562 , -361.23443, -164.10206]), array([222.20502,  -6.08656, 148.77915])]","[array([ 107510.90752522, 1297801.65402738, 1172423.71964956]), array([3183072.11787139, 1338889.98867111,   89802.70031721]), array([3183072.11787139, 1338889.98867111,   89802.70031721]), array([ 107510.90752522, 1297801.65402738, 1172423.71964956])]",
271,"[9600.644980903042, 970.3660006330465, -3726.2647060278396, 3.859723831172481, 0.2997662944379581, 4.089542288298501, 10.098386678587687, 8.687426816826882, 3.8160126523208557, -0.6552646520683307, 2.8946071221335217, -1.1973486124056087, 77060.31549391747, -24338.05842707235, -262625.43193003186]","[array([-116.26465,   11.8857 , -109.26241]), array([116.26465, -11.8857 , 109.26241])]","[array([820217.49559536, 568816.36139649, 480827.84357746]), array([820217.49559536, 568816.36139649, 480827.84357746])]",
272,"[805.2486185212747, -7709.250020049909, -5917.702435481946, 2.517562920807032, 0.8130745418405348, 5.948843017500082, 9.827870453991139, 4.713392638152966, 10.854246828317137, 7.412901808735871, -2.935558487352397, -11.62616056091053, 136302.85531321802, -86737.02591573878, -160386.24109705028]","[array([-120.86799,   15.31617,  -92.72985]), array([-14.48793, 100.93995,  54.41442]), array([  14.48793, -100.93995,  -54.41442]), array([120.86799, -15.31617,  92.72985])]","[array([766796.65432941, 297786.07117267, 525949.17283483]), array([479247.80920902, 150790.80196603, 113153.92919731]), array([479247.80920902, 150790.80196603, 113153.92919731]), array([766796.65432941, 297786.07117267, 525949.17283483])]",
273,"[2102.5683235219913, 7009.968340077576, 8822.144881305321, 0.7524171366609154, 5.278619486130834, 2.8777323361432248, -2.396964833770056, 0.11749881784787775, 7.1891735292574275, 2.2894045969124086, 6.276046408095244, -10.238240832344255, -59636.221757417734, 33103.951795971516, -324415.37799645175]",0,0,
274,"[-6159.8567015860845, -3051.394460108956, -4080.4262479475437, 4.376555245520023, 5.790098613910082, 1.6013204656416054, 11.724791604894552, 2.0543756083222373, 6.047223093050626, 1.6767512253851162, 2.4616008514329817, -2.8350869797721003, 91343.64200242117, -147602.14667317196, -291224.47087319894]","[array([-109.52551,  -22.4086 , -150.23361]), array([109.52551,  22.4086 , 150.23361])]","[array([964597.52405981, 507835.82563307, 418182.7816319 ]), array([964597.52405981, 507835.82563307, 418182.7816319 ])]",
275,"[1270.2703006729953, 3916.072955342979, -3049.5243348233344, 3.20717684177273, 5.867952340710204, 4.0744490882319315, -8.121069265238825, -0.9954698831171473, 2.481994018606601, -3.1773846628833944, -11.871622842340404, -4.751141321757524, -98754.62632001913, 126309.01401616045, -190950.7357892855]",0,0,
276,"[-309.49208725005883, 3944.3603794160117, -5040.588874295171, 3.344562759892459, 4.4838077169125174, 0.14481470705825547, 11.192036121332293, -4.530058423034739, 12.04650354018991, 12.519573947477543, 1.3719825951855231, -12.450827604641743, -51460.379870702614, 114684.63379576133, -25076.16145770962]",0,0,
277,"[44.093492378529845, 9683.152245998397, 9082.608492646406, 3.52261823394112, 4.083470213850834, 3.590908976303635, -3.681752835204886, 6.979511674413091, 3.6397352013002457, -7.250718677858694, -9.435172016469544, -9.7801393431982, 130604.75243978406, -90409.83472560765, -355817.2405353109]",0,0,
278,"[-9228.722760328445, -9341.69920538333, 742.7420855721884, 4.938562188075153, 2.839681523989309, 1.576770216445743, 1.487494465279326, 1.8245901326278453, 11.0789517797262, 7.430737276752293, -11.597532765980585, -0.746184754697957, -141013.7941636298, -44114.978350810125, -261894.50110472704]",0,0,
279,"[-679.0796951372704, -6840.411083764653, 5606.713093924369, 4.225860513932405, 2.635484808873356, 4.819614817138802, 6.849487425718049, 12.078016186637637, 9.61619689049936, 8.206658340724204, 0.5110053134294077, -1.5391101930645483, -9059.60233878059, 3769.6885636515217, -263277.3971783337]","[array([-89.00808,  -1.06082, -88.02496])]","[array([568226.21496216, 525704.43491961, 446674.91067082])]",
280,"[686.3279126830002, 2965.144746841077, 7365.559964723467, 0.14461762193627214, 5.54838147026274, 1.3854318488909758, 11.960306446521713, 12.190862926956125, 1.6747829363944415, 4.795900647161972, -2.6817642876176357, 3.46407009702304, 35809.43210550764, 26062.04112689392, -247546.49256776832]","[array([-187.37942,    6.82777, -111.8406 ]), array([187.37942,  -6.82777, 111.8406 ])]","[array([ 112055.96765698,  630423.35515429, 1413884.09955569]), array([ 112055.96765698,  630423.35515429, 1413884.09955569])]",
281,"[6867.803670598289, 2154.735380531083, -4117.746089663079, 0.2681473446546597, 5.389161521509314, 0.7989684644460348, -7.168887877585144, 3.3964468548160625, 1.824036839541069, -6.138076878141291, -11.008094595901078, -12.198077572514325, 33860.62498161825, -57178.58441402539, -270962.17776464816]",0,0,
282,"[3706.2408854456153, 9674.956125951281, -8808.93805559142, 2.6320308024119243, 1.075442259969658, 1.2783231461306552, 10.300873115357323, -6.011388311577395, 3.3378162355917205, -1.10965376134933, -1.1837485001197727, 3.03356577815571, -131792.63722436776, 135381.01819566154, -259750.2611988641]",0,0,
283,"[-1922.7778343287991, 5144.650580918993, 5415.840630905113, 3.059899251141864, 1.5483064857999596, 3.538691201525678, -2.1533677463317993, 10.939955267194293, 11.214099393603028, 9.66161770804986, 4.702333505509419, 0.0745393753689303, 2898.277491709625, 60534.205984859, -263683.4982524232]","[array([-85.60617,  16.29501, -87.13076]), array([ 85.60617, -16.29501,  87.13076])]","[array([552483.75457018, 394093.2990504 , 329254.48418853]), array([552483.75457018, 394093.2990504 , 329254.48418853])]",
284,"[6342.5331595818825, -5766.895971457701, 1808.7241096525704, 0.606809509313812, 5.369729772611506, 0.936976587874092, -0.37137501972070197, -2.0895650562154264, -4.111087666788572, -4.926106131454001, -4.693814098706197, -10.020589787230078, -47465.17682912554, -20331.774540006503, -323394.3950353135]",0,0,
285,"[-6239.08841011036, 1335.6218482967415, 8782.202583334802, 4.472865116389953, 3.1540869571972108, 5.198367050177044, 7.008533690431573, 4.930822554208653, -6.85033906681479, -11.550519177210834, -10.615966001538379, 3.044235447103878, -23195.598842451363, 35771.13934890146, -171742.23041975856]",0,0,
286,"[-5196.8539473862975, -4319.376858320565, -5305.465352049526, 1.2223888624606483, 3.5586032484662504, 2.71243517487258, -10.39859093768276, 6.7274787541506065, 9.825262504912168, 12.060644479960583, -4.184129804936994, -3.269048840263771, 10221.822081514663, -56193.26226899958, -289824.5133444226]","[array([-126.05306,  -34.75347, -108.83514])]","[array([632068.09204761, 389904.53960158, 164767.28182802])]",
287,"[-5106.759927063915, -1194.3222202881552, 1478.415482535589, 2.0061451418582195, 0.4200850171673379, 0.19194703345199357, 9.078289990485306, -1.6989345046469344, -0.04626117181583389, -12.50682995072431, 2.578191934146078, -1.5376267486780737, -64708.56316288505, 44608.07884979536, -204168.2916278544]",0,0,
288,"[3482.937430902746, -1177.2464908855436, -9365.432193258897, 5.144494012659623, 2.727858113216336, 3.1693105693785224, 9.66983906736004, -4.5233313453730775, 4.025905614269995, -6.2868182279754175, -8.917775931719783, -9.42582947737988, 78809.9137588375, 86990.28795058839, -107124.38336033717]",0,0,
289,"[1373.8748948387329, 4651.91379275982, 6301.676426537177, 2.651752578770903, 4.265486745670974, 1.3611852952102714, -5.4787834743559545, 3.5017470097285575, 0.6644398766345496, 8.649113429939757, -11.097096006171007, -1.3258227523511916, 12016.371499304398, 40799.864656743564, -81693.05498061876]",0,0,
290,"[-1316.519429298156, -1289.8426939996862, 2199.2530099701726, 1.7444056461232464, 5.516740840121815, 5.9894994467759854, 12.303551632653047, -5.986230054450908, 11.947052904216722, 4.038338199589742, 0.06854803440102053, 0.4771699257197213, 59173.177374299965, -39709.75981121669, -239771.79028335668]","[array([-93.07394,  11.97536, -68.15658]), array([ 93.07394, -11.97536,  68.15658])]","[array([566563.81229219, 283474.16970357, 237311.62449397]), array([566563.81229219, 283474.16970357, 237311.62449397])]",
291,"[-413.51264835420625, -8418.586580493456, 3464.6938474994386, 0.201171898131767, 1.7973979695575633, 4.44275798129444, -11.737479498798304, 4.7070683783079055, 4.46224331023792, 6.8425498271056675, 6.596501494214394, -6.377955188763812, 92209.16369529639, -63412.50010473098, -130792.87907434034]",0,0,
