,A,Determinant,Inverse
0,"Matrix([[A00, A01, A02], [A10, A11, A12], [A20, A21, A22]])",A00*A11*A22 - A00*A12*A21 - A01*A10*A22 + A01*A12*A20 + A02*A10*A21 - A02*A11*A20,"Matrix([[(A00*A11*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20)) - (-A01*(A00*A12 - A02*A10) + A02*(A00*A11 - A01*A10))*(A10*(A00*A21 - A01*A20) - A20*(A00*A11 - A01*A10)))/(A00*(A00*A11 - A01*A10)*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))), (-A00*A01*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20)) + A00*(A00*A21 - A01*A20)*(-A01*(A00*A12 - A02*A10) + A02*(A00*A11 - A01*A10)))/(A00*(A00*A11 - A01*A10)*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))), -(-A01*(A00*A12 - A02*A10) + A02*(A00*A11 - A01*A10))/((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))], [(-A10*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20)) - (A00*A12 - A02*A10)*(A10*(A00*A21 - A01*A20) - A20*(A00*A11 - A01*A10)))/((A00*A11 - A01*A10)*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))), (A00*(A00*A12 - A02*A10)*(A00*A21 - A01*A20) + A00*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20)))/((A00*A11 - A01*A10)*((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))), -A00*(A00*A12 - A02*A10)/((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))], [(A10*(A00*A21 - A01*A20) - A20*(A00*A11 - A01*A10))/((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20)), -A00*(A00*A21 - A01*A20)/((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20)), A00*(A00*A11 - A01*A10)/((A00*A11 - A01*A10)*(A00*A22 - A02*A20) - (A00*A12 - A02*A10)*(A00*A21 - A01*A20))]])"
