,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
195,"[-2349.174142864794, -7250.473282471934, -8184.164046511788, 4.902935587835392, 0.5827359892283855, 1.7401837126785533, 2.491614644139201, 5.547984932519279, 5.403206139574426, -6.707787548648546, 5.098364186092201, -5.554225271391024, -114118.09883003391, 16876.60539960154, -301099.4729633451]","[array([-143.27248,  -26.40314, -176.50937])]","[array([1417948.30886728,  604469.69102626,  359982.41727919])]",
196,"[1490.0269546098516, 4272.364855624141, -8188.6212328519605, 4.096691178201245, 0.9925099546189199, 2.7611243249694355, -2.577711583169707, 10.486899478624192, -0.8748586172175976, -7.4850146353728055, -11.706245822824727, -11.240509674316819, -72508.51056129164, 77276.19247954586, -119082.35150814772]",0,0,
197,"[2746.0076068802446, 9269.689955263828, -6616.305333136587, 2.3051690338570388, 4.987809973007077, 5.783864185705629, -6.722238415930784, -4.587148840735736, 11.764923780292754, 8.162429806265166, 4.447131612324789, -2.036726716485104, 116705.19797036768, -96046.79284157568, -208495.66094924015]","[array([-109.92117,   69.59391,  -52.31849]), array([109.92117, -69.59391,  52.31849])]","[array([226072.85514622, 420875.04115288, 491327.43059974]), array([226072.85514622, 420875.04115288, 491327.43059974])]",
198,"[-4629.558828318099, -2513.5349128685384, 2300.1704726550834, 2.1968430090889144, 3.1210447652255353, 1.8638735771752497, -10.39245134778509, 3.966761239698526, 11.692123074207355, -8.822539953395903, 3.3176843029406538, -11.755025789670688, 22209.563986331108, 98009.58684734965, -386242.0900116055]",0,0,
199,"[5690.00124857379, -770.1453477908562, 3508.1568846034825, 1.891544556492948, 2.0264805479830286, 1.2255170297982139, 9.593307364360175, 4.783966052995375, 4.290087696621024, -10.207025213816426, -1.1583480613531165, 4.110995564321112, 63727.78910294105, -23750.27702903263, -288082.0549810084]","[array([-120.59604,   56.82629, -105.79535]), array([120.59604, -56.82629, 105.79535])]","[array([ 68212.31094303, 610016.00307722, 393342.01957959]), array([ 68212.31094303, 610016.00307722, 393342.01957959])]",
200,"[-6896.27476853226, 2291.1890722015833, 145.55223628273416, 3.5380477808509276, 3.2689794169151583, 0.28529817809589464, 5.130831674508244, -1.5742544242538825, -0.14154590250393007, 10.649486368484624, 1.583556826928012, -8.241861767234477, -13017.080525025172, 79699.6310006231, -291714.87777790846]",0,0,
201,"[2402.90489225744, 5264.080659526817, -7632.884201871168, 4.947524999719569, 2.391663377441526, 3.1643746999757227, 2.13511653938974, -2.4335930131140406, 10.580533085512617, -3.8102934668193935, -8.600590219794109, 4.32188949944965, 76920.6734532493, -85348.82062679683, -4196.276743927214]",0,0,
202,"[-7940.683738026953, 9020.128274980005, 4834.356066652541, 5.265518837234465, 1.3579140996294703, 5.512052377005763, 4.726950228970157, -7.402813202310982, -6.558907285858455, 3.8990406985026915, -1.103350008756106, 4.909162801865843, -17859.884194072685, -115344.65253065256, -206405.37552172536]",0,0,
203,"[-4483.9162403801765, 7547.506894519473, -157.3660765149798, 0.820423295087872, 5.159670949228386, 0.2944771911759001, 11.925644527254143, 3.0360787840399315, -2.638842575574965, -5.514098156542755, -2.935250776472772, 6.440575018068806, 53670.32128499335, -19968.524061671807, -202446.51946279313]","[array([-126.4067 ,   17.39004, -164.28176]), array([126.4067 , -17.39004, 164.28176])]","[array([435169.01368969, 153049.37223165, 218350.72406399]), array([435169.01368969, 153049.37223165, 218350.72406399])]",
204,"[-4796.996382528524, -8173.140557821117, 2479.5100561905674, 1.5332991391266644, 3.170920876569239, 4.8136581814481225, -8.556892525060164, -6.8724564576029294, -0.10418209421415003, 9.79795349212985, -1.7764549832125578, 3.2741824660954855, 76650.74755262551, -87490.13933039854, -213525.5815230625]","[array([-137.34881,  132.66811, -130.11886]), array([ 137.34881, -132.66811,  130.11886])]","[array([ 508535.41077442,   74661.78522621, 1152744.5753618 ]), array([ 508535.41077442,   74661.78522621, 1152744.5753618 ])]",
205,"[-3840.537602133687, 593.5797458584875, 7675.055488046273, 1.8323376544250805, 3.3038570237564473, 0.5969595829136055, -11.331743623080353, 9.400218136457383, 12.33027220733927, 9.529501600164178, 0.14318042679895981, -6.361633750933626, 62151.787509173824, 104258.63133072239, -5607.025302306225]","[array([-96.00027,  92.72105, -38.89639]), array([ 96.00027, -92.72105,  38.89639])]","[array([ 80513.21166563, 411953.18304467, 309842.20121947]), array([ 80513.21166563, 411953.18304467, 309842.20121947])]",
206,"[-2819.1204310093053, 886.6838905370296, 4873.961958151678, 1.6150083651487313, 2.19780122467746, 0.2084367915726016, -10.358024569611647, 11.635148918653496, -3.297006139664931, 11.230988581929257, -3.574816962547672, 7.96428163381843, -102743.24378288072, -10641.427976563602, -40526.19635750633]","[array([-108.17064,  -99.91697,  -20.88756])]","[array([360145.62087013, 259912.49220085, 184339.48981313])]",
207,"[-9224.692353898745, -1239.9943481029077, -3099.992051318716, 1.241323652157744, 1.211921201757807, 0.8211206188932905, 3.879953816277311, 10.137029564318745, 0.06534403792230492, -1.8114378529268738, -1.73502413900054, 5.04009724383965, 25824.436928994197, -78638.06427012084, -271117.82502405904]","[array([-124.22827,  -19.3894 , -146.39165])]","[array([553049.31321317, 314458.3660004 , 414379.1078301 ])]",
208,"[-411.941843432267, -8766.474582427249, -9945.554030514779, 5.963329384378858, 5.027412107656135, 4.797303464523003, -11.932849094121176, 4.588409113604669, -6.9705538686324955, -8.19333696688717, -9.107197268864823, 6.16653963688206, -26033.075582155216, -58977.15787678609, -128694.97581360105]",0,0,
209,"[1949.195983163454, -2757.5299484859415, -5918.5084004031705, 1.7779056770218946, 2.7974143932459405, 4.29914217154504, 6.456798537503133, 5.097628187203007, -1.1765264507504307, -8.119724221761155, 5.915060288951224, -9.542641141295643, -142592.56471852612, -19705.829975619534, -345249.47526300035]",0,0,
210,"[6680.2549744871285, 2600.6894813137096, 3974.2673414106066, 5.691923406588099, 1.8088157297449894, 3.935672288594447, 1.5068764610344942, -5.806392292079945, 6.05883909545264, 11.260029539175733, -12.113857054154815, -11.41839491375786, -111671.13636062862, 92782.28423516106, -113794.98709040188]",0,0,
211,"[830.7412874129677, -4489.663137701347, -8674.70620803076, 5.102920178511087, 3.8689806014028076, 0.7250183800638689, 0.49985681840546725, 10.66469529781719, 11.02985895141778, -0.6393623766708139, -0.33595337081696997, -3.9518430779288174, -13706.303902974701, 47871.07280338998, -189458.67460335052]","[array([ -73.63225,   16.31628, -109.58668]), array([ 73.63225, -16.31628, 109.58668])]","[array([506431.95618776, 191353.98473475, 274469.14812102]), array([506431.95618776, 191353.98473475, 274469.14812102])]",
212,"[-9079.314338180327, 7003.23503854929, 5615.239097215208, 2.1573156595261973, 3.626384773186456, 4.560658428281801, -10.40270884968209, -4.313708775813158, 8.918522454597074, -6.646039352885001, -3.9776404322673535, 0.12928697797678979, 82590.52975515314, 108835.07937042497, -207852.5642234181]",0,0,
213,"[9691.603302455587, -5283.6844106596145, -2541.0114606215675, 3.2019439895353043, 0.38421186782659966, 1.1476109121089018, 11.09306971810826, -1.6624064296288381, 3.3533138196286867, -5.108913571954084, 2.9502230363912147, -0.4106552766012008, -122576.37028738382, 106957.94587646003, -214135.62167269562]","[array([-112.70171,    6.89262, -143.03678]), array([112.70171,  -6.89262, 143.03678])]","[array([648321.66858531, 132777.17411035, 385750.79588478]), array([648321.66858531, 132777.17411035, 385750.79588478])]",
214,"[9291.141825362254, 9857.417295877003, 450.7599032617418, 2.795216693014582, 2.5467215204683993, 0.23231347175536976, 0.14948624613944084, 11.44698994250064, -0.44684834854904043, -12.019920978583292, -6.81275766022312, -10.050516485751707, 34598.74972666826, 32327.55006702707, -281062.741526753]",0,0,
215,"[9642.553119966688, -357.2627836208758, 9708.883377730755, 3.9244620168664737, 4.613413493996975, 2.9301637697483236, 10.052306869766024, 0.6260735436297136, -4.5327738238872, 7.990724012742952, -11.797234202574352, -3.855195401927464, 77421.12359612936, -82292.408465536, -222146.48060519015]",0,0,
216,"[4962.927613409616, -2234.5392752506314, -9006.69944066469, 3.8959406808843213, 5.920116537632226, 3.9900156181968907, -0.43979813964977765, 5.422042349545265, 6.391554201873648, 0.492112648717157, -7.584716828893563, -1.9758852292866695, 129048.17083113967, -57885.450956200366, -39368.482290024636]","[array([-86.33496,  79.67835,  19.44089]), array([ 86.33496, -79.67835, -19.44089])]","[array([557652.04311745, 260820.3364552 ,  53181.40366514]), array([557652.04311745, 260820.3364552 ,  53181.40366514])]",
217,"[-2788.462268074003, -577.5852302117146, -6022.599454283227, 1.1109655049340716, 3.5126544284064263, 3.243651232788001, 5.0454639556467065, -5.2335899305460725, -5.963315526718532, -2.9982858983948937, -6.108506045149956, 0.4916779649047367, 131428.1868288659, 53745.034045162145, -364536.4968815464]",0,0,
218,"[-3045.257187370996, 2940.0625861017343, -2796.0457690776793, 1.585329355150415, 2.43503823379164, 2.782305798037147, 7.872103281587901, 5.551108773084001, -4.2988534839004915, 0.5556899086182643, 0.5280144536922151, 0.674282295078104, -77384.05784157006, 64324.742706941644, -82123.82034124492]","[array([-275.90569,   -2.99924, -239.77223]), array([275.90569,   2.99924, 239.77223])]","[array([ 150684.10844171, 2288729.61009346, 1948080.63081615]), array([ 150684.10844171, 2288729.61009346, 1948080.63081615])]",
219,"[-3022.8388697133023, 745.3614143137238, 7706.585779372341, 2.057319692308378, 5.804876770513321, 4.4184715711823985, -3.2160492461439247, 9.984025271453703, 11.235317297270676, -0.9714994336212683, 0.3283680878818718, -2.964034399263115, -5443.679693495302, -128285.04828801294, -90555.25397692103]","[array([-73.38846, -64.27314, -64.23689])]","[array([112977.05909382, 360332.37461646, 403306.3858182 ])]",
220,"[7017.70099239963, -5696.218959515875, 1108.2111761027245, 2.4612331322962064, 4.177485016018427, 2.917952757938268, -2.8026239955797667, -7.2131708362491755, 3.3124572354003288, -2.925630424672761, -10.590904174927587, -2.841664963901213, 32628.076005283277, -61038.00162313708, -381663.82765536255]",0,0,
221,"[9898.813500139218, -4962.670427965032, 8946.464266309373, 2.909959054534398, 2.5415035824139762, 2.7877520582636204, -1.3095995184209226, 9.708778753307115, 1.7554843575042085, 10.665143418289599, 1.3786551926482957, 6.672365944979802, -104106.09733335528, -6577.090270168235, -42360.32309033041]","[array([-67.94361, -52.35603, -25.21613])]","[array([249455.93467446, 180117.97416629, 109812.62631536])]",
222,"[223.21016411596793, 1075.3458771369624, 4173.266767403007, 3.7959763085686573, 4.055110061203211, 1.6632726255067263, -5.602225848904183, 0.3674235372946786, -4.492275425990188, 8.103032643669575, 4.308286969954349, -9.467407877713548, -89633.26146722212, -37079.54471228688, -387223.25924201804]",0,0,
223,"[-6844.522124627457, -5351.571096215, 2496.653449626292, 2.306220562985376, 1.9692636469989055, 5.682876428424615, -6.021363343548713, 10.663457598268781, 0.6460151237181222, -8.718850493553832, 7.585212637350768, -11.803878530010754, 13923.347614749538, -81223.46348604582, -356595.8323989259]",0,0,
224,"[-4526.540707115947, 4987.840507194818, 2241.389074662, 3.595177248099077, 3.3178355739104997, 0.7428137996108555, 2.4473431941220447, 1.325116744651707, -5.177939448087235, 10.732144140817443, 0.6437981106016686, 1.7849952832938332, 58019.047684151126, 117491.64283250907, -19787.324424091028]",0,0,
225,"[9888.614984392916, -1445.9936074689303, -7273.058966653725, 0.20184579014481596, 4.512299945908569, 1.5636588044989976, -2.7421366280848414, -6.99750598750073, -6.517834287728372, -2.1404393892536557, -5.78045922374153, -10.670302131093091, -103295.1971759217, -58472.245070596124, -296919.29388333415]",0,0,
226,"[-4193.547933228887, -5555.492910513191, 4223.421696467467, 5.585119680208129, 2.31096142814767, 0.1992166519130159, -7.954152385021817, 11.541123765340835, 10.056587184499744, 11.591003892459415, -7.63298299694343, 1.64107339107359, 131568.69257401058, 76259.28005917903, -390811.07737019676]","[array([ -84.96842,   70.92615, -172.73345]), array([ 84.96842, -70.92615, 172.73345])]","[array([1311229.68589682,  136525.67698834,  486583.25516876]), array([1311229.68589682,  136525.67698834,  486583.25516876])]",
227,"[4686.199461989656, -6612.1561082716635, -5685.95135770076, 5.8027119694888025, 2.294013941458715, 2.566181637656569, 10.254598976677972, -1.9365236816095877, 8.47139603010448, -3.7063298209028552, -5.9375813510645665, -9.22651991431815, 31506.56585977183, -108480.505671844, -141870.09170872494]",0,0,
228,"[-9116.724212457642, -7359.806500085009, 2182.2137647531745, 2.3406762681408964, 2.1270013650154604, 0.31519223460258683, -11.134772990049537, -2.7449672424372453, -6.1066409026988495, 2.2919894997062222, 7.92921704745315, -11.799886497984707, -129594.02587331078, 99079.68613065875, -274774.7980659539]",0,0,
229,"[1782.7122853895871, -9222.123587740372, 7227.1068448972255, 0.833336384916645, 1.9951460092719269, 0.2728559783843892, -12.270435734876015, 6.868494556269491, 8.199986274366431, -11.104073466014297, -7.500142223987386, -0.9425334362318729, -19607.18807856417, 96505.46478951394, -2397.4587359944708]",0,0,
230,"[-5556.765894171516, -4830.667325562781, -3633.0349266410185, 1.5700876839333637, 4.256199673666451, 2.0315917707885, -12.406893960668254, -6.992049027094767, -2.283322287249268, -11.101745880377347, -6.342246838807726, 5.532635363579381, -27869.152275526736, 48023.978761971084, -225681.18652567462]",0,0,
231,"[6451.758133131072, 5840.556876208411, 1842.9244561492178, 1.8933071010131914, 5.727289859671708, 4.34293919731442, -10.321985237132001, 1.6944370754763156, 5.553783735825062, -0.38348524597576805, 0.20655561432878322, 7.126965839754078, 55266.56510423162, 24045.14923937025, -150468.2946795798]",0,0,
232,"[8410.157260221888, 2255.0066626058615, 2186.197444064992, 2.091937884757416, 3.3683369140680144, 5.853210007054318, 11.296783769786419, 3.657171016035104, 9.12990800812521, -5.958860480496762, 2.5032144949733954, 2.991869095333632, -96475.38518904297, -131765.33085481043, -354568.2884703008]","[array([-113.31239,  -74.36349,  -89.09826])]","[array([982048.41202892, 557424.90660137, 404040.6992422 ])]",
233,"[1468.8313004487845, -388.82302495560543, 8301.443700613901, 2.766939359872118, 5.130078950660474, 3.82400247774314, 10.85003981648683, 7.450743420025425, -6.633035116483297, 1.6589864498572133, 7.01075384877721, -10.423766643571481, 39117.60207261689, -81896.4895827785, -191786.05909946293]",0,0,
234,"[2839.6365909514225, -7427.258599921769, 5094.520507501802, 4.00839001581033, 5.78629597634236, 2.600931011184061, -2.6571111687343194, 8.716397572064153, 1.2313473645489061, 2.0323901894011165, -11.112854200828412, 0.706318272585543, -148731.8967032065, -16621.048615345528, -123914.94122359424]","[array([-117.79222, -105.09673, -118.82572]), array([117.79222, 105.09673, 118.82572])]","[array([895913.0528228 , 585397.61865394, 349437.26610325]), array([895913.0528228 , 585397.61865394, 349437.26610325])]",
235,"[-3710.287417110272, -1218.383955445046, 4628.799797769934, 2.7116462138368274, 4.634579073726668, 4.151235735418044, -9.905476901075787, -2.1137957508456724, 6.193019905550139, -1.4670095167670603, -6.94518044978599, -12.428612608156998, 31509.47880175148, -86911.08266478492, -81555.01585760119]",0,0,
236,"[2687.2052766969246, 6451.054830036457, 2821.79961196114, 0.7575478567906915, 1.9560448695599841, 5.731348788659674, 10.796594672017573, -7.212407141821462, 1.5163070964159608, 9.74401562307154, -1.3751781156069196, -4.421029283617523, -74134.37227658945, -90133.64131626814, -196798.46157658886]","[array([-364.96798,  -10.13648, -220.19645]), array([364.96798,  10.13648, 220.19645])]","[array([ 344541.5961791 , 3091545.04178417, 4674270.46164698]), array([ 344541.5961791 , 3091545.04178417, 4674270.46164698])]",
237,"[435.66380943821787, -1934.4739730604842, 2943.5203472842877, 2.552272280399476, 0.72485870892014, 3.705998119379138, -11.429784148470128, -7.587603284978533, -7.835224994962937, 6.044440344036349, 5.416841171167228, 2.860642483539676, -49572.918762027504, 85936.28810822693, -128971.16368546523]",0,0,
238,"[-811.2449970151774, -226.24181783258246, -1254.297374389409, 3.9634322685178316, 5.6150357670502045, 3.760030217905068, 6.962882287771162, 4.1640552036348115, -6.404897087558071, 10.866512291012768, 7.5987658609619615, 1.4727369130162806, -117012.98228363213, -47288.00833752767, -8790.116026022413]","[array([-58.07223, -41.72064, -50.75195])]","[array([ 63256.91443158, 234206.91937886, 326210.99422641])]",
239,"[2842.564417662572, -5564.322523147971, -4972.873315847713, 5.37224720569067, 0.7296288053296205, 4.390614385130816, 10.945002493328822, 4.25353955834386, 12.154252367694639, 10.026491461564614, -9.260820718787375, 0.09444041488171706, 113873.58679493872, 119899.81425856904, -234005.19532628416]",0,0,
240,"[-9037.152828433658, 8616.92581376245, -4218.557958550011, 2.43886202727412, 5.827593007173325, 3.575565565350954, 8.285988394064322, 11.363588483955244, 2.57783809545095, 1.7610722805437167, -8.3620680760046, -1.199930645809843, -147454.4369958259, 43828.558138528664, -234937.47022487497]","[array([-131.09137,  -32.88207, -115.69841]), array([131.09137,  32.88207, 115.69841])]","[array([772338.40449665, 540365.14307396, 387620.86054839]), array([772338.40449665, 540365.14307396, 387620.86054839])]",
241,"[-5365.8348629740685, 7472.822647026289, 9427.174722432297, 5.816617846139323, 0.6085353393071233, 1.3277101548079082, 3.0457065626584523, 8.710833789877977, 10.653792707071783, 8.052711312748915, -4.421202913031802, 7.553786183354127, -10655.305535246822, -29362.4212008669, -123331.69326838147]","[array([-34.17973, -39.71663, -77.68696])]","[array([377702.88699345, 113837.45400834,  63184.09567221])]",
242,"[2102.001075655877, 662.9220368143233, -4073.440610274204, 1.800756196691072, 1.5368958787202198, 2.92889969237415, -11.203818700132597, 10.74273126913608, 4.631482144727789, -9.729327131342274, 3.6744620814048368, -0.4024954541243826, 128989.75984338752, -101750.39117442232, -82322.75656345166]",0,0,
243,"[-3560.5059044844566, 1380.1388633059723, 8853.547766491793, 3.908361641741116, 3.4448354853795053, 1.307638807152442, -11.827772091916449, 7.152125179174577, 2.1451875581843254, 0.7666814242190796, -7.4463164623381894, -2.7619258114956864, -89056.27611284061, -46334.9597979457, -326735.92725753086]",0,0,
244,"[3372.556186273705, 6025.945511880927, 2169.1916401878843, 0.5841785425211218, 2.4424197148696893, 2.5696499342458967, 4.606334110486031, -4.058554129599122, 6.54046164555189, -10.158502932438452, -9.444181074699825, -10.265836553624977, -4221.4206507286, 131341.39272289682, -216922.87876765092]",0,0,
245,"[-4298.619315049934, -2210.198118318758, -4352.730945943026, 4.985749512038282, 5.039399982873513, 1.3690290804323246, -1.0536324226148537, -4.613671333350773, -3.245224060346005, -6.337552112266715, 4.051496436125404, -4.597503875883027, -144615.22927092988, -30766.0967666176, -267072.5096608]",0,0,
246,"[6432.445366033349, 6750.098924709568, 2789.787221314009, 5.915083781888176, 3.5002652515756796, 0.3143391713100655, 2.739887882898362, 9.179063700631428, -0.014463974920484901, 9.06193477040475, 3.0644543443352497, -4.636130010626256, -101605.6591191228, -57027.88449807148, -175990.92973077905]",0,0,
247,"[-8537.551514941295, 169.3623628779933, 3090.8837855239817, 4.177512872276096, 3.759567781363088, 2.6971575676901387, 10.80452396094492, 2.144922719683837, 2.13193028236687, -12.195877886881775, 0.04207458395570818, -3.975744306175759, -105254.40412920872, -85009.28292347597, -78020.01683802117]","[array([-121.56231, -110.93737, -122.33487])]","[array([882915.92978287, 337930.8879171 , 504356.98300423])]",
248,"[6573.040005653453, 1588.776548879523, -2534.4234962022247, 1.7052241367732872, 1.1690932245087677, 0.48472643670712934, -5.979077042029926, 12.378364926941849, 11.236004691732568, 3.1049291056487025, -1.0482037110895064, -6.79123584704178, -85541.77863120406, -134074.4266229718, -3606.6998535233433]",0,0,
249,"[-7399.9291870957795, 4114.511728465914, 6753.51321799737, 4.6433417986772145, 4.436893464488212, 1.4187854906533457, -6.202368186148467, 3.744381664863507, 9.660718372938263, -1.69834212303771, 5.321607249344055, -10.466976127395501, 118722.05736498971, -54148.91945224353, -266242.76607685967]","[array([-221.86787,  215.50491,  -61.5061 ]), array([-152.18339,   17.76944, -204.87248]), array([152.18339, -17.76944, 204.87248]), array([ 221.86787, -215.50491,   61.5061 ])]","[array([3645167.81350383,  187447.10128766,  753938.25156181]), array([1479310.85870719,  518941.0827602 ,  307492.45989266]), array([1479310.85870719,  518941.0827602 ,  307492.45989266]), array([3645167.81350383,  187447.10128766,  753938.25156181])]",
250,"[-8333.209609734824, -9088.105135922635, 7250.2977602632345, 3.4106876555655052, 4.0011468045027305, 4.509013447658203, 7.956283525426809, 8.402263663308496, -0.7645524191254864, -4.437168028729719, -5.582422526375322, -7.780434851917848, -140982.12564348525, 18667.23048959457, -308025.7225508427]",0,0,
251,"[4981.372717136101, 9106.010078420073, -5176.625126166367, 2.590142559192593, 2.478401846347187, 1.1967618558429252, 12.094134849573194, 8.914823064932623, 8.120753394804787, -7.169193729677044, 0.5290506675847606, -8.715176081547607, -133754.79674380264, 98863.46241447961, -278038.34171529516]","[array([-198.83154,   -2.20904, -237.00306]), array([198.83154,   2.20904, 237.00306])]","[array([ 525418.03800206, 1244649.24981656, 1584412.73604452]), array([ 525418.03800206, 1244649.24981656, 1584412.73604452])]",
252,"[-7256.321353148914, 5701.525295109857, -892.5827601117508, 0.20846508859718552, 1.726948346303909, 1.586499353008706, 12.4305866878185, 0.5586138138637011, -2.9281726272662256, -9.834443150136867, 5.285781029415421, 2.53125088272442, -43295.029098667466, -62704.2025842875, -219836.22980047643]","[array([-473.72575,  -18.07828, -290.37847])]","[array([ 333308.89896495, 1605017.65933136, 2151269.83976812])]",
253,"[9303.671497493298, -146.51489881315683, 896.2286553289432, 2.0151671618293734, 2.781057280902094, 3.5906010666626935, -10.238557985594566, 0.7330680724036878, -3.026213999606126, 6.799231599241569, 2.5810886628834027, 2.606516100557963, 104518.11488326074, 10883.521533135412, -150917.09805844957]","[array([-238.82537,  201.4182 , -102.94   ]), array([ 238.82537, -201.4182 ,  102.94   ])]","[array([1903483.7403131 ,  276717.3271493 ,  600429.19709943]), array([1903483.7403131 ,  276717.3271493 ,  600429.19709943])]",
254,"[3011.5666369058363, 4078.5675521374087, -8257.980936490672, 1.8271280115941642, 1.845435547377138, 1.2873546870840908, -8.796332270202543, 2.334916365982899, 2.0317368332642953, -5.228696852859917, 0.18991891617790557, -12.05140658546283, 800.465273430018, 63622.767215042375, -278338.64264155464]",0,0,
255,"[7452.504330898399, 1608.136245243135, -6813.293258078145, 4.970243255946893, 5.643272607025152, 4.798024991278574, 9.547718646123087, 4.947177223999855, 1.6246073128804568, 8.127696731340446, -0.3609557671044463, -5.000612833918088, 26824.1704029392, 16443.21374934158, -227645.72127931062]","[array([-134.34864,    7.25413, -132.87185]), array([134.34864,  -7.25413, 132.87185])]","[array([1397011.64281363,  454840.35132016,  801522.09461331]), array([1397011.64281363,  454840.35132016,  801522.09461331])]",
256,"[-937.2063385431065, 7192.78707357679, 4726.288779614964, 5.791258255451185, 2.2679050045470164, 1.0403541735865887, 12.195540595551034, 7.213520862157791, -0.7270347677129259, 7.142438547965128, -1.8383915751683961, 0.9154966753734062, 60388.279309091915, 78915.79359165978, -251095.09715694663]","[array([-126.48399,   22.5481 , -199.67829]), array([126.48399, -22.5481 , 199.67829])]","[array([ 418093.85230737, 1307452.51071788,  969449.12171065]), array([ 418093.85230737, 1307452.51071788,  969449.12171065])]",
257,"[-9644.184611450548, -769.4896675977434, 9958.214789946858, 4.4848073820283805, 4.709112203091976, 2.7985277127608783, 3.314109585116043, -7.125218479138605, -7.309157178148524, 7.623723662579614, -2.9667528842135233, 7.728227017422874, 5498.070982544596, -22311.887279033588, -80449.61379065248]",0,0,
258,"[-6653.302263567848, 1741.8035660531677, -1175.4287272007277, 4.1970829002667225, 5.047016174037589, 4.877445653914075, -10.392245265936397, -5.079624182474387, -1.7763667850325673, 8.957983068037223, -9.20830284639537, -5.825854487667722, 94131.66109388374, -146248.39917066655, -294718.173935654]",0,0,
259,"[-178.23831709844853, 2303.278351330644, 3449.4799229583077, 1.1923532833737482, 4.772344414491229, 1.9524674432746985, 7.925939576206453, 1.9054294723956566, -0.2635673668101868, 5.092836042839359, -5.158556662867983, 5.089700956097246, -117799.15427223404, -29372.84491380064, -365751.80480840313]","[array([-156.4713 ,  -43.56997, -149.44871])]","[array([320688.05101579, 847906.37891478, 783728.28262706])]",
260,"[-9985.096798982855, -2647.5676693158202, -3131.724230413318, 5.401163231247873, 5.142351557042193, 1.6444739334915408, 10.475963714692131, 0.36530103400384917, -2.983041272369097, -11.985162863813683, 0.3687155005768563, -8.077881506866134, 41370.76984204844, -28042.394134975242, -57250.67004298244]",0,0,
261,"[6436.805588639014, 3466.974382293054, 9941.790048686576, 0.9592008520133662, 0.6108699909625651, 2.6888247445263773, -6.675865679528924, -7.727935348986601, 8.634630568646369, 2.8521593319852983, -3.6508909637823965, -4.365421042149881, -41824.77829714652, -62879.895056286754, -260216.25589548858]",0,0,
262,"[9501.621804257495, 8032.050739267539, 4530.268501733621, 2.7165332046857094, 3.3144358285758324, 5.2463602828982925, -2.044028422841123, -2.572832367223227, 5.995857177776788, -12.394219291124989, -12.520401487218631, 7.006776676796299, 78077.15221235709, -65040.2327884782, -56490.998675784154]",0,0,
263,"[4513.7158842116805, 4755.750823830154, 2433.139428088736, 3.711590961195317, 1.3425331731637244, 3.0636953146122523, -8.268393242180494, -7.764756191806104, -4.621574243007991, 9.420949062135236, -0.5216222638798982, -7.234569258721311, 65651.7728253942, 61587.31518239438, -96296.08476675185]",0,0,
264,"[-9265.35631917486, -2046.1411427388575, -4418.350668437068, 3.1948212966215737, 4.947035086964709, 1.313343555921727, 11.798422890746789, -2.5319475227121346, -0.7416382631453509, -0.7615022632580022, 1.8402876269172257, -5.39496887726815, -32181.521764153338, 77546.82843302388, -224975.03340695784]",0,0,
265,"[-7823.352019536161, -613.9871793569109, 1553.3125140992852, 1.172149734461093, 4.10685623838164, 0.6715370612728192, -5.949690749638296, 10.068359865300444, -2.437973058030744, 1.0613018789527882, -11.194899785692531, -4.3901523022010505, -39210.27898891075, 88746.58757551419, -189493.07291732173]",0,0,
266,"[-8134.648798249771, 2226.055391262391, -1484.041944373681, 3.3966694327380487, 4.1896174266045465, 1.9706786387319828, 5.953879056571214, 11.479981939960041, 11.121506165762497, 5.640708684116355, 5.8225063342278425, -8.715317529974506, 15000.742303926701, -115100.75909559343, -195329.55035632223]","[array([-101.03496,  -16.67365, -121.54261])]","[array([788570.94462648, 532824.90600788, 356998.26457753])]",
267,"[1461.9105536880234, 3251.379117118564, -2567.7622819308745, 0.2578004731120014, 2.5590333017936175, 5.532851245134629, 11.728103296070103, 7.276813910491331, 1.465439870509032, -1.3244141538869076, -8.923591941234669, -8.916457671165398, 47305.26385648048, -25159.481674336377, -120336.75905413803]",0,0,
268,"[357.64596447167423, -3787.8845042795992, 2680.8288011658024, 5.3235344270069485, 3.3180770072309325, 0.6273369081846765, 3.3828721809741253, -1.2478359823405496, -1.5487273309042688, -11.632325106458866, 1.6556507568431424, -6.608350458375947, 107079.76749434834, 103838.82073856457, -288734.6092871721]",0,0,
269,"[8446.859599975356, 2676.368838523651, -9547.89872769465, 2.7713434570189843, 1.8549209673639733, 1.8553244032638678, 3.802168427681213, -2.5466910484597873, 11.673139991130572, 5.306488390758862, -1.4755458123008474, 3.1967454865011415, -16408.84559150104, -13939.345536383626, -322072.0136643108]","[array([-84.99398, -42.65532, -96.82166])]","[array([ 24903.91309788, 661511.27085385, 368218.03788141])]",
270,"[-1852.4417078465458, 9993.82979467126, 1670.2695750187795, 5.357451726635791, 2.598659415127078, 0.1039161093173443, 0.4471292007968213, 9.292204761165454, 11.466749084881208, 10.230593013439833, -11.58979455914233, -11.485047710748315, 104514.02352647958, -144998.95845849364, -280397.9104456975]",0,0,
271,"[-575.7662198399285, -8431.950999401473, 5964.810030772909, 0.48978293640785375, 2.673465802310741, 2.2723703730060647, -9.147262696270111, 6.157077471287316, 7.4919208853608215, 1.2404290906543665, -1.791218471862246, -7.226422129959004, 94323.44941785617, 113745.34625651233, -204661.30237597114]",0,0,
