,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
27,"[724.4386107755217, 9806.353879180817, -664.4195725914942, 0.7657045593703491, 2.97598599357818, 5.861804470068749, 3.567952961939003, 8.069829445946098, -4.140894095384211, 0.355761943087721, 5.577016722381803, 4.563738727515897, 107828.32177729547, 7277.745487056352, -333167.5409101655]","[array([-246.46157,   26.53622, -145.25505]), array([246.46157, -26.53622, 145.25505])]","[array([ 504959.39127378, 1689259.71943385,  999980.90883081]), array([ 504959.39127378, 1689259.71943385,  999980.90883081])]",
28,"[-2794.499692306118, -9448.25585114571, 1134.7232408823802, 2.9551417324629785, 2.4955819221498774, 1.8888623054568687, 1.9196715169640477, 0.21877075284164604, -7.29211697840621, 2.0640019027838097, -6.97044534005374, 2.6174080198987504, -106332.59312435033, 29156.52239069747, -272420.5668734168]",0,0,
29,"[-989.6147208058919, 9698.548358096112, -6781.71084848264, 2.225154351083324, 0.20011364505904058, 1.2162697154700846, -7.2137941259103515, -3.9621337775458585, 1.1548984023904456, -11.130950504531938, -2.0202181725811563, -7.948326825385323, -140183.26964536365, 95090.67581683735, -253711.41858122405]",0,0,
30,"[1895.3776248195027, -5276.33634612269, 4081.4642817964777, 2.032089328255929, 0.6920686315170452, 2.2071354279398916, -5.443630800481555, -7.295537382005673, -3.0182969328716167, 8.174367355342124, -0.2101428700746375, 1.7390488958013464, 32359.52300690068, 37732.55590412617, -347618.81544104504]",0,0,
31,"[362.98689490278593, 5569.108515469037, 5889.255937430933, 3.7401408225199066, 1.9490376284949904, 5.703550173001545, -7.171845747032175, -0.9115649733491225, -2.6148227844687426, -8.263551630755927, -8.991057085715164, -10.967760912652452, 68757.16112988026, -127974.76548963213, -294220.6762198422]",0,0,
32,"[6501.504103606603, -1042.0459594057647, 1268.7169019016528, 2.490450838205822, 5.835781339044291, 1.4422429439968119, -4.593703800700805, -6.151146843568375, -3.006680803842441, -6.874026413353822, -4.892921771868318, 4.368426347100737, 128749.31843131519, -14859.084099968924, -146633.84408296642]",0,0,
33,"[-2715.6157109049354, 8592.257156565327, 9961.752855432547, 1.5016934059155895, 2.534603857339141, 2.3669855217505136, 5.1790349260110595, -6.826101529135698, 10.561645596707745, 8.398763225096317, -2.4095503550295483, 0.5962094833917071, -13547.53708318973, -144613.93200468487, -241924.42136818267]",0,0,
34,"[-7490.7125143670255, -405.14186383096603, 5363.492675020658, 1.47567972107487, 2.439497315289889, 5.900489370898848, 4.921035998079315, -6.065667046035944, 7.182292362769699, -12.503923253372674, -3.6429846528551675, -6.5173613050958545, 120778.6668260672, -66851.64043717983, -333809.4311584742]",0,0,
35,"[-6900.736083949179, 7983.120799807664, 7241.786123444308, 5.513792782141112, 4.925988593553676, 4.783577100941261, 9.955436741124611, 0.2381672586020791, -7.420760231704212, 7.407649481734023, 1.2545788768477184, -4.085258652542354, 21056.142059750477, 48509.876588260755, -380833.88042956823]",0,0,
36,"[-1979.0974978990362, -9193.626645320051, -93.22550947984018, 5.477043984909572, 1.5458280565736324, 4.799766698678557, 7.715595445232882, -4.566140779401491, -5.100511602703016, 4.053978756153278, 4.200925328883923, 5.739983979007771, -137541.26652104378, -49003.03457607745, -75661.06892987975]","[array([-65.16359, -81.99849, -77.37559])]","[array([534048.21877037, 316022.26500477, 183134.64403625])]",
37,"[-5659.278778823147, 403.887253484505, 7111.497788476663, 5.1798772735660465, 0.42980872745462806, 1.7076626068836525, -3.5133501206754776, 0.47432232465924073, -6.4506689181610986, -8.421018428181952, 6.035853322668718, -4.458402236704087, -121793.04075645127, 91529.17186402058, -140553.6727907136]",0,0,
38,"[-5852.278317585556, 9866.283261600322, 4130.879936176019, 3.362509127345681, 2.0308270497278347, 2.913630451822348, 0.22089763612869007, 4.084553210083985, -5.186784512298534, 4.493305586963835, -5.295360296931965, -8.129436197476384, 141797.0360226548, 104959.27280109047, -122708.89510293293]",0,0,
39,"[-8398.131254977967, -174.43132045505445, -3951.8605128051568, 3.682140403795714, 2.7507936260895307, 3.4539907951393136, -6.87728330080787, -5.299386164010061, -6.5990647137798994, 3.912996270657789, 6.234965330964279, 0.38547796694598446, 115676.1373327364, 70365.21367710442, -1847.8093390303547]","[array([-335.40544,  256.37779, -309.95458]), array([ 335.40544, -256.37779,  309.95458])]","[array([5909794.52474419,  195349.86978025, 1696538.87291498]), array([5909794.52474419,  195349.86978025, 1696538.87291498])]",
40,"[-8409.014186413013, -1580.2144573816404, -5393.597536899175, 5.847468519548546, 3.918194908806517, 1.0222417093436449, -2.6723103664782997, 5.7982044807280975, -6.584209266229628, 7.414150430865494, 5.232181262172006, -1.3469120715981973, 128300.09720229596, -5313.250270575838, -237417.8025638806]",0,0,
41,"[-8399.24670704135, -2626.971801092446, 1262.5071624881784, 1.1994784481156977, 5.5005125719864445, 2.9353380980436, -2.629522267824264, 9.285510677571917, -4.732557721560871, 4.066931823391851, -3.758296357147877, 2.9315777095371054, 91520.14676872088, -147715.70691805976, -205826.7575030142]","[array([-247.94707,  -11.34929, -202.72708]), array([247.94707,  11.34929, 202.72708])]","[array([1624536.52564584,  369786.59156636,  629623.6708151 ]), array([1624536.52564584,  369786.59156636,  629623.6708151 ])]",
42,"[-8487.401921428333, -8856.763300941111, -4653.292093292141, 5.469614191525681, 2.0364774030430226, 0.3840469861596205, 7.016325547736123, -4.576886984734182, 4.553664384862506, -8.657280126116385, 1.025152460479898, 5.981225209253285, -140587.9240518401, -144765.83323741017, -228006.94081263398]",0,0,
43,"[-7915.168310476434, 3774.764429662724, 2745.1513006389396, 3.730944841638893, 2.3411465973792946, 3.3485980968682707, 0.2853889821327833, -2.2058736563328694, 10.342685619616585, 10.80558077097644, -11.600441402177713, -3.075529673539398, -14608.944794862822, -124574.49961781241, -90747.06040948292]",0,0,
44,"[7334.566940504559, 5934.674059508789, -1775.8412732128545, 0.6475534238330861, 1.3833711638447423, 5.979040429931016, -11.562260525282582, 3.6966280539819323, 4.892538498920192, 0.21913320793810698, -2.7273899173074074, 0.7110726337349522, 4084.4874869875493, 32985.05102801588, -161366.85655034485]",0,0,
45,"[8844.38695009226, -8893.432161179762, 4226.30634818064, 5.856790653069238, 3.6357497129200316, 5.6051270559081, -0.5747909339992869, 7.4024404040697345, -3.5801860198294087, 6.438630818008093, 2.3867764410723, -11.98560547413069, -3340.399789497431, 21561.17234288584, -29802.34722990787]",0,0,
46,"[9656.585087875676, -699.6719226239529, -6083.999625111281, 5.838420575078468, 2.0603397897573763, 4.427891722733768, 4.668406928768757, 8.550773387903757, 4.704485419597438, 6.663215872940537, -4.590673846532835, -4.716157120281165, -135289.46903535616, 112929.89648621832, -194182.03069665306]","[array([-97.90176,  -7.11899, -98.62171]), array([97.90176,  7.11899, 98.62171])]","[array([840945.67135488, 396288.81220715, 241946.19238896]), array([840945.67135488, 396288.81220715, 241946.19238896])]",
47,"[6974.450890686112, -7459.718816909573, -8135.716879074337, 1.2449016007134184, 3.2028015004351866, 4.131150047354593, -0.9935059483290782, 6.710132666203405, 2.867133842199781, -6.360578659557308, -12.209981803856275, 7.921950792799695, -79398.90021135037, -11963.95208895838, -313279.5619711163]",0,0,
48,"[8722.410546702537, -588.1374789962738, -9055.871130336964, 3.6457471618998327, 2.248972285104861, 2.974044351094352, 9.085092517588706, 9.49741892331852, -0.7458818112984327, 10.504443085578888, -5.14858030896778, 1.4625848519292912, -91899.83538890659, 29098.860121827398, -139804.16763917808]","[array([-99.3089 , -13.57953, -95.20525])]","[array([264551.67707553, 523329.11681103, 475072.76974385])]",
49,"[6573.446732084383, -7375.492421054013, 7261.347066988601, 1.0445148139031009, 4.824187883948455, 1.3727602254906637, -3.7197696368381745, -5.719167475392517, 5.340776682549025, 10.467394420899776, -7.8439636795671825, -6.318610685277584, -108889.84786782705, 111687.95924040204, -86931.20482972136]",0,0,
50,"[-8917.679932852527, 5867.245113274108, -2509.697585566595, 5.878204157468639, 1.026184233788952, 3.865224129192161, -4.572992232120951, 10.101448394709756, 12.14919781922676, 10.545614698397433, 0.8908008402880707, 0.25542002532109187, 72050.28569574148, -8147.115972195694, -200457.86866603006]","[array([-65.17391,  30.5711 , -65.17737]), array([ 65.17391, -30.5711 ,  65.17737])]","[array([101011.91491474, 436127.76652917, 368763.20021622]), array([101011.91491474, 436127.76652917, 368763.20021622])]",
51,"[103.56773776822047, 4630.195963648481, -8954.930732293411, 2.1572349185317, 5.732376579133647, 3.88103900862246, 6.1826505448897215, -6.949209935752726, -1.9868318340904825, 7.110630761539166, -1.55852197426249, -4.181388744856228, 23575.43183934875, -14069.808918726747, -333246.33653852745]",0,0,
52,"[5915.243444088361, -4960.457349982461, 8968.454474033588, 2.734303510385915, 1.1252696530746014, 3.9043058881374497, -11.75442340099866, -4.434261442117842, 12.177534431561256, 12.195066598315734, -0.1391930507984842, -9.4284356706322, 112415.1128154893, -78996.81146058266, -27819.966295854887]",0,0,
53,"[9146.399568386074, 1080.1105591612722, 5189.261501659206, 5.31282772672868, 1.2711577240335674, 3.161415620708811, 9.700501288696096, 12.327961363258279, 8.43597593879515, -8.044714909903977, -7.18552382688685, 1.2256885557997013, 19166.97235745896, -148512.28052016455, -164567.3330062841]","[array([-55.84956, -91.32757, -92.9237 ])]","[array([206681.2893258 , 372438.50938397, 483383.33281986])]",
54,"[1994.9279398703638, -1834.6978527756064, -5367.864862334113, 5.82325058950223, 4.774059278991075, 2.895803302413379, -4.923288465446894, -4.77220588527223, 11.434302517206405, 6.132730673158115, -3.7961707641137874, -0.9115028014968036, 68750.12527392714, 50435.31742115761, -204383.4079170014]",0,0,
55,"[-8579.217261385014, 5197.260367977415, 5523.1892525951225, 1.466221101802394, 3.6580345661349685, 4.100895040955341, 10.344984096691167, -1.8338267174774225, 12.170115827773582, 7.46869561976937, 1.6781784463919394, 2.540692255053619, 120553.25343635073, -108215.72259128348, -22714.52243182971]","[array([-17.23061,  92.12891,  84.78727]), array([ 17.23061, -92.12891, -84.78727])]","[array([600772.56653764, 428737.19127681, 226119.56456511]), array([600772.56653764, 428737.19127681, 226119.56456511])]",
56,"[-3893.5923772803862, -7693.571978632223, -7842.117692473814, 4.1881983309997155, 4.107846289720924, 3.4011839308148626, 10.221397185328211, 0.43677639890287345, -6.294369279456713, -4.941024244428752, 2.5456500643774795, 7.126042651219109, -8837.023854872794, -105279.98787954212, -104679.23517385399]","[array([-70.29629, -58.43677, -88.94441])]","[array([462795.95405417, 210767.62687847, 282054.49886648])]",
57,"[7668.214208798461, 4725.202066728112, -1306.4166142765353, 4.103183866303968, 2.49538601904644, 4.275801103240762, 10.198274290427204, 1.9562515830368632, -4.638726858556089, -0.6795405206463343, -6.980153476537236, -1.5155762691556394, -109936.50048122095, -149217.06639464226, -322714.85034832684]","[array([-262.58128, -109.73764, -278.82799])]","[array([5312523.18171793,  402780.68781124,  841220.06230228])]",
58,"[4117.976743268138, 9605.053864261012, 1860.5815405390222, 3.432469783860193, 1.8395578484202024, 3.2407471464224225, 8.984611729679894, -5.359109930285583, -6.6270716721543055, -10.002550560305325, -5.259719010234859, 1.9364521656054485, 114567.32174745307, -49341.123198706744, -54366.12546567555]",0,0,
59,"[-2787.9993366939716, -7864.496799549503, -4833.793193961278, 2.319701796658668, 5.30961533171652, 2.29402911044895, -9.207951095518165, 10.048340910815202, 11.530995884113263, -4.056551052050541, -7.782934660332562, -12.19861388446256, 131308.93386585894, -73642.38590000318, -224896.35440620818]",0,0,
60,"[4023.1562427369536, 9619.095077232352, 5937.5772626969265, 4.2464249583551945, 1.4728226046096686, 0.3685504700774799, 5.2354207183746375, 7.428186261948165, -0.2750019724353878, -11.507225848484834, 1.408116319029883, -1.3103223382614235, 82788.49320028312, 106917.40032724399, -233808.34324819007]","[array([-270.18037,   21.87414, -498.4645 ]), array([270.18037, -21.87414, 498.4645 ])]","[array([ 386098.6862056 , 3105361.55582346, 3755054.14363375]), array([ 386098.6862056 , 3105361.55582346, 3755054.14363375])]",
61,"[8473.771417690594, 4340.043086251022, 3734.4952986947974, 2.4802559324965157, 4.194419869480441, 0.17175378565716512, -12.43287238554895, 7.8575605895323815, 5.409503180223728, -0.003230576675965935, 2.3059014879357207, -10.838551304388984, -4140.878584968741, -45006.139085556686, -104890.13859535923]",0,0,
62,"[164.53975112058652, -7277.512714594408, 356.61857820865225, 4.49986018360043, 4.413096929501739, 5.395533086197153, 4.092029038070645, -0.7010193079074698, -1.3941223977613317, -6.407097618983523, -4.15220762620832, -0.5063618809777015, -118958.86018440331, 139803.6323888463, -307863.0976615654]","[array([-176.72931, -143.70109, -157.79217]), array([-166.58999,  168.8804 , -189.81625]), array([ 166.58999, -168.8804 ,  189.81625]), array([176.72931, 143.70109, 157.79217])]","[array([ 328120.85208749, 1930557.14082117, 1251328.76822282]), array([2520505.72942025, 1302232.76648031,  402998.28276218]), array([2520505.72942025, 1302232.76648031,  402998.28276218]), array([ 328120.85208749, 1930557.14082117, 1251328.76822282])]",
63,"[3029.2126373172596, 3187.9554396600724, -7383.227303560172, 2.1284364628096246, 3.047809854250022, 1.8362947694842813, 11.978803506178693, 0.5820940607018112, 7.244542310175886, -8.946299291781859, -8.113275189339483, -6.257435301372226, 61524.586708969815, 95611.99672225185, -50363.27979580109]",0,0,
64,"[4377.974899424642, -8093.282522640846, -7934.488035869654, 2.548111134048898, 0.3206959231222696, 2.792305185139203, 6.901695430521446, 1.9802430709718202, 0.32309828444699384, 0.8294164952065763, -3.397225551106633, -10.212201053151553, 62352.4280811428, -23548.128139460474, -222212.78520148425]",0,0,
65,"[-1113.2413740426455, -2601.184420994402, 8656.65183798454, 5.767425255712025, 4.760428285909608, 0.9632694772557664, 12.497469333738692, 12.189335836046066, 12.44129255358525, 11.102081585984575, -9.340223829276924, -8.609162637717485, 10349.587166474084, 17198.006967397814, -292940.2022493392]","[array([-104.50907,    5.848  , -171.15335]), array([104.50907,  -5.848  , 171.15335])]","[array([992327.88672961, 682201.08795493, 404530.34825011]), array([992327.88672961, 682201.08795493, 404530.34825011])]",
66,"[6693.8380957202135, -6374.4917738164595, -3615.593293269115, 3.5649886243066176, 2.9211205952926145, 2.784315371349478, -0.866970915852189, -1.4446824328908123, 2.5419359333938782, -7.164792090645665, 5.99722307142984, 4.595686967287737, 4010.9218359412916, -144414.58136245023, -208351.61011129353]",0,0,
67,"[-6942.8776143458435, -3220.591504888979, -8618.7110009999, 2.0515710383503594, 0.10683265456264364, 4.338896818561582, 9.171344325788159, 6.8251367539663885, -7.771943509895181, 8.747548120503986, -2.538653969327319, -9.808064959613219, 2868.4563415685843, 148843.77552882256, -301484.91422566224]",0,0,
68,"[9196.042792308199, 4767.9128553703595, -1409.9317200412133, 0.4966855625281065, 2.6030416319370016, 1.839186374255247, -3.6399804408663474, -6.109971976304082, 10.43498344102455, -0.042705968380957415, 2.444894084807073, -3.6520649169968777, 144718.74170590262, 67266.34759986252, -277471.2914144076]",0,0,
69,"[888.5043765699938, 5204.076906689545, 8011.698311548185, 4.903056337218474, 2.147608621559465, 2.9765174144585713, 11.486424965518928, 0.8850923320624293, 7.778205151060908, 11.828903643121926, -2.0977913811567035, -7.40009861144746, 121667.82489076868, 6729.810763450863, -392160.06452753016]","[array([-147.71562,   20.31699, -169.6693 ]), array([147.71562, -20.31699, 169.6693 ])]","[array([1591971.6770514 ,  762347.75637001,  944336.67587562]), array([1591971.6770514 ,  762347.75637001,  944336.67587562])]",
70,"[-2650.051645335061, -6215.08836612322, -6660.4896567737605, 4.795926051547008, 2.768770914030722, 4.363732434695601, 11.774093066612103, -1.9799703569178346, 5.668468631010766, 12.385509496514956, -11.517959541484332, -3.2962617345503826, -104924.62849357544, -114721.50501220711, -313363.1650843863]",0,0,
71,"[4692.013636272171, 658.6011253727847, -8888.096387898826, 4.241985711861411, 1.3127054847155801, 3.075118257154997, -11.61132202141255, 4.714534784246066, 1.1343932436406572, -7.087406501014727, -4.2345656330485735, -11.371116316245432, -17757.12754114135, 73274.52261659165, -182992.0501190014]",0,0,
72,"[4324.533424091724, 8760.909132568002, -1941.7973766493342, 1.7402149336196182, 4.8108833751424545, 2.562549738318897, 0.293892618509922, 7.417602170998007, 11.691338737599036, -4.742492069506577, -12.242869182186697, -7.519197544168208, -148615.85904666007, 25478.716124043713, -127226.59544720361]","[array([-278.32472, -226.81151, -108.20902])]","[array([3176493.98223543,  318096.90181928,  418423.84012383])]",
73,"[-8092.326012044031, -6693.855736907606, -9742.575381690602, 2.44769292448541, 2.0469610744900146, 2.7529678022852093, 10.05303449879322, -5.968593113718089, -2.824934845579657, -0.3929530443083049, -2.7252314886856457, -3.0550432397620924, 51057.90126820255, 103986.31720851795, -295318.1070902315]",0,0,
74,"[6225.114904839313, -9708.478566280673, -3738.634372139364, 2.5268980953345404, 3.40703479793476, 2.8936759775111676, 1.6440381075129196, 8.793497326123536, 9.4034767957388, 0.5533239557525231, -8.068078838697485, -0.30569574929750587, -43517.08938207853, -12563.392516568449, -282327.6292457162]","[array([-105.35048,  -50.05297,  -95.3935 ])]","[array([599474.62175895, 430279.93636114, 183796.80151141])]",
75,"[-3946.816204720165, 9041.92463915898, 7859.374684838156, 1.9034274989319344, 0.10930016375585166, 1.6631630791625573, -1.7667964669136715, -1.2830879646157367, 0.10563986317689711, 6.003780072131455, 6.578019744610124, -9.54935584814794, 51105.44741441726, -50522.27960672339, -295684.81845437706]","[array([-19.09165, 217.82401,  11.15046]), array([  19.09165, -217.82401,  -11.15046])]","[array([738958.30913672, 161282.49148251,  46589.03080687]), array([738958.30913672, 161282.49148251,  46589.03080687])]",
76,"[-2765.2552130170434, -5091.5160418227815, -3563.709477965951, 1.6493204415090927, 2.146083684734281, 0.8773379173285352, -8.580688110159155, -5.220517077130659, -5.98832842187803, -6.084459077323591, 0.798790876536783, 3.8469668247419833, 78406.84797576984, -140268.58819404576, -235423.70166964128]",0,0,
