,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
75,"[-4945.335206436219, -581.92282147882, 9447.296921136982, 5.0937612973095385, 4.879009674393896, 1.3139190261953315, -11.633307374454837, 11.901619121496829, 10.87256635550424, -10.753870209533462, -5.212459654845243, 6.172568489496857, 124802.55617382104, 122585.25786025845, -313097.45118061226]",0,0,
76,"[-2705.79592668216, -1083.5999045164663, 2340.060128793377, 1.076902384082919, 2.807068827181044, 1.5107294851209998, 1.5070383064381332, 2.799502938988782, 11.636016521219378, -12.52571864162165, -9.07355621095631, 1.3633278743778714, 64633.77826924235, 44060.39041171063, -311176.25944330654]",0,0,
77,"[-1595.8408591486186, -7186.400781770108, -3190.2243372392404, 0.568369822855924, 1.144041743644602, 3.7913646092427142, 4.5681422101382765, 12.209741642237734, 1.2432175171950401, 3.651980941216788, -8.689042458394589, -9.500151823668023, 59600.718904267356, 122213.10656132922, -299037.7789223109]",0,0,
78,"[2635.6069053564133, 6880.026764713366, -4592.258904320488, 5.4204876898708365, 1.995528558922915, 4.887221958605179, -8.373049940717157, 9.486755267907537, 10.2330486364698, -11.94560091124777, 3.4714586114216637, -7.537952647539971, 120747.54255781329, 129951.43089069641, -236640.14223480353]",0,0,
79,"[-4971.936336059984, -7518.594776904486, 8846.668746353644, 3.602333555311184, 5.5580224506604585, 1.3246064482220212, -9.316989870336116, 4.991011312779534, 1.239752476065, 8.690131147398965, -2.398839637312138, -3.303575331359516, -125293.54068643847, -134982.5360016118, -110568.68066625658]","[array([-167.21076, -106.83384, -208.98225])]","[array([ 374856.04594409, 1365376.12976712,  871677.68692589])]",
80,"[8545.696039940645, -122.91027821135685, 1734.294616537738, 3.0408674618927813, 4.931530517111388, 1.312460548385377, -10.780362658641714, -6.85901054717511, 10.32623003602756, 8.242752565167443, -1.9575452987343738, -12.081623640839004, -85986.45737978088, 74853.08448619212, -32235.728521435172]",0,0,
81,"[3368.7847050424225, 4775.539380691958, 5006.208952640609, 5.090799425973218, 4.353712181367783, 4.431728070898539, 1.4275751768496168, 4.652188442117236, 11.461692865209734, 6.898472939954331, -6.1693532909109345, 7.6084010026134905, -117607.25946977768, 96842.73876848107, -394603.7634241305]","[array([-85.7277 , -21.41751, -81.88935])]","[array([812126.10210693, 543814.81876393,  91651.29845222])]",
82,"[-34.50172513623511, -1076.8902035583487, 969.7114525864454, 5.103929572613471, 5.095492452922959, 0.8725310539873362, -4.125389067254542, -6.119681665742442, 5.205672065328718, 5.113603812641166, 2.7577160000558383, -2.1855650098099755, -101161.96580318053, -10840.200747294002, -224144.34471574667]","[array([-109.43834, -143.48114, -228.47786])]","[array([1247193.11940366, 1056641.23176492,  197953.36416934])]",
83,"[5620.735156526243, 415.3672032635932, -8715.172521810053, 5.806010915965614, 0.47186188431904996, 3.557817887749986, -7.2095236879572955, 1.2134461134717185, 11.268347358369748, -12.120140522474896, -3.9032801330024487, 4.181358998663853, -60459.29344456903, -42138.553333080534, -203770.63748967493]",0,0,
84,"[4738.807030220074, -1485.6785991165325, -6229.5412317301625, 4.3322369239517515, 4.422945026847861, 1.5205094279597136, 4.586302217883389, 2.641659350952624, -7.010879367996356, 7.987665056612265, -2.0347520725532604, 6.710401572655474, -60343.40711678352, 22244.677996853745, -221865.03840877645]","[array([-133.46826,   -8.84427, -168.51279])]","[array([1024619.22659363,  391832.77022562,  494600.82154196])]",
85,"[4598.247195518097, 8432.814733975472, -6067.776666032203, 1.021480872625129, 5.1620284440810575, 4.280949493078087, 4.788507104403855, -7.363156743115267, -5.939837903640974, -1.9937107317368987, 7.623454548020533, 5.721081046518801, 54684.61498096958, 55221.66459312764, -362194.59957611444]","[array([-257.32116,   55.35134, -179.47332]), array([257.32116, -55.35134, 179.47332])]","[array([1807359.04920441,  690009.94978799,  507370.08583185]), array([1807359.04920441,  690009.94978799,  507370.08583185])]",
86,"[-6297.35934874275, -706.8608381860031, 7313.9952645124395, 0.47371044625200687, 2.3918852787948137, 2.700153698573644, 1.249641229869777, 6.568685731203546, -1.583318001984063, -3.990831345597819, 7.202938143371885, -7.586437498349513, -69430.96302601235, 26353.979021039355, -322607.9220001406]",0,0,
87,"[-5907.332896165937, 2865.732469825998, -2463.418171982963, 5.237925027122855, 5.028698752448114, 0.747121186031755, 6.857994782509415, 9.195746002645368, -4.788607167750067, -9.647098956745271, -6.276564473038529, -7.828040123942726, 47309.2380283644, -133900.32828423384, -237087.82645493522]",0,0,
88,"[5654.834607959576, 761.9134804071655, -9446.418053558973, 2.5500828568069327, 0.8517304690117574, 1.6532417394162748, -10.453483956157513, -3.6220873983250783, 8.846914997900765, 1.9346918687662402, -6.711991285767687, 6.145232302609301, 72199.43758029235, 25757.75305209332, -173531.65764572605]",0,0,
89,"[3732.2468719792014, 2329.580374883468, -9613.722411491914, 0.18112709869094903, 3.4816477643845976, 3.4011967291018514, 6.719492788658627, 7.735494664575523, 9.860516932791153, -5.6270456883463265, -8.81509157180464, -12.274783122073863, 131890.5767523959, 30872.97800727075, -259096.93407792097]",0,0,
90,"[8387.491481703608, -9638.092474912477, -5458.150374081901, 2.6381914614477338, 3.540908100992225, 1.8987903485474131, -5.548063493714288, -2.8962197755103567, 2.218556162855988, 4.180875151084713, 7.5120342822970905, 5.802063208652136, 88518.7981114604, -91356.0288970405, -192829.0276247062]","[array([-108.21462,   58.87443,  -60.0063 ]), array([-86.96393,  -6.78211, -89.72465]), array([86.96393,  6.78211, 89.72465])]","[array([ 32883.06389577, 477246.43533083, 372697.23931045]), array([ 21201.26818393, 396156.72602954, 325266.33754377]), array([ 21201.26818393, 396156.72602954, 325266.33754377])]",
91,"[-1236.3301651566344, -3799.781093117931, -4054.189403807951, 1.4705862670691607, 5.184329725625099, 3.7883855824389814, 7.109261696981491, 9.201601351305957, 4.323703386715287, 9.128441962486317, -12.38090402772828, 0.6078557136898919, 65688.20788892568, 122817.52901814732, -140633.64815434773]","[array([ -53.49623,   89.55555, -109.93615]), array([ 53.49623, -89.55555, 109.93615])]","[array([867886.82608119, 459925.90836966, 162241.92399355]), array([867886.82608119, 459925.90836966, 162241.92399355])]",
92,"[8904.805558252523, -1766.9657587304882, 6697.066142701886, 3.0224012985659443, 1.0835230677379075, 0.3857309382056361, 1.1644968598924432, 10.320176569616976, 1.7010172129335182, 0.09626586905813461, 4.600918354619921, -7.117129028092254, -77799.01825413086, 41991.656572672655, -398215.5383009011]",0,0,
93,"[-7745.76323363749, -9871.749954083145, 7223.516859822637, 0.8435000940286507, 4.975033987742718, 0.22347705303079107, -6.007039672479061, 2.477491114989773, 5.96797460640728, 12.389336613646257, 5.807539161264426, -1.6763970756458644, 65113.105619884416, -40186.87853037962, -383827.29950992326]","[array([-1.5449934e+02,  2.0851000e-01, -2.4354596e+02]), array([ 1.5449934e+02, -2.0851000e-01,  2.4354596e+02])]","[array([ 219059.30673383,  888971.18872665, 1314965.06281995]), array([ 219059.30673383,  888971.18872665, 1314965.06281995])]",
94,"[2003.300062692986, -6323.737418762176, -1530.6288374689175, 2.541803786097934, 4.008542411228011, 3.209962715635693, -7.472477842162597, 7.46371328322172, -3.97816387581038, 8.88123867886334, -10.18358985355163, 2.5435331459923027, 121463.6552469146, -129124.74946355974, -177642.68768967822]","[array([-155.16191,   53.07091, -135.16153]), array([-134.2452 ,  -83.86087, -155.39515]), array([155.16191, -53.07091, 135.16153])]","[array([963342.61868253, 355017.93515192, 106431.30173197]), array([1137447.11258229,  328477.07663667,  143899.49956795]), array([963342.61868253, 355017.93515192, 106431.30173197])]",
95,"[8158.830073435209, -1745.3224157181721, -7322.100497361311, 2.2013040457776656, 5.27482897256243, 5.295862618144281, -4.79313811067316, 7.441972127888034, -5.375178818798838, 4.413041273933608, -1.7541359254228528, -0.5085628042648835, 138539.84279339208, 105251.74586083251, -256652.86492025008]","[array([-419.01485,   74.85705, -332.02617]), array([419.01485, -74.85705, 332.02617])]","[array([7836474.69187993,  516907.58207583, 1463658.09156717]), array([7836474.69187993,  516907.58207583, 1463658.09156717])]",
96,"[-206.310681215542, -1029.4971105063014, 6330.054755130503, 4.372214582353075, 2.5539632372169394, 3.881182713115187, -5.980231795052129, 4.3813617210794735, -7.672929378929178, 6.802020996275132, -1.8153866403928962, 4.206595577207896, -11656.247057761851, -97985.5168425291, -92096.7085672635]","[array([-104.77322,  -80.7786 , -115.54997])]","[array([793287.83077421, 263452.71596203, 292957.14636801])]",
97,"[4267.930531757811, -1420.6387921580954, -5610.237964250422, 0.3140180320168219, 1.3162268757252238, 0.19794925937323005, -11.965957669440641, 2.2220731873146704, 7.341671623628358, 4.365080815504367, -3.0517780141579216, -8.268596645200654, 98679.41562298985, 26538.880086613324, -21768.278863803775]",0,0,
98,"[-9557.004727791496, 3685.749814091423, -3815.8285074997075, 3.6571749053404123, 2.339617791055605, 5.583404245075682, -4.349349242209076, -3.168817610812966, 7.510799081686045, -2.4878940481471865, -12.280732429703031, -1.422228361334982, 9260.57167153497, 84608.23494771775, -11238.13325769914]",0,0,
99,"[-8761.620287418244, 8688.260934398018, 136.9048470881644, 0.34876624337475304, 1.0541068727092415, 0.10745087962093267, -9.522162826839336, 10.70687251746936, -6.137928843284843, -8.349671566593512, 5.038451361138982, -3.6529970949589483, 106450.76893056146, -86703.0389192435, -173516.801768094]",0,0,
