,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
17,"[-9221.024533928789, 7275.994991459866, -7602.182017807797, 1.8566101362395786, 0.5606712306600807, 2.732395141223897, -7.137430676091742, -3.0789472216347322, 7.277406452792851, 0.5201882404643801, 1.7398811325703054, -10.273550289407753, 763.9430886703485, -24449.631470720342, -48235.23086529347]",0,0,
18,"[-7638.446187282749, -5213.332766597758, -2473.6417467546707, 1.3989367384020626, 3.874269677702848, 5.212267686932985, 4.013867099354165, 8.574615053914805, 8.117015087961803, 6.553572002046948, 5.683385045373466, 3.978338723837094, -109976.14863449972, -12667.1812101244, -20903.65417206142]","[array([-61.71516, -51.25741, -11.10887])]","[array([232703.63872127, 130173.29973795, 171166.25319558])]",
19,"[-2416.186317907119, 9101.000139580883, 8732.594818914356, 5.993529985732826, 3.79746170231544, 3.9302667714294417, 0.21064527759716967, 5.08664166288813, 5.112562246066439, -2.7862807604444235, 6.537194295840155, -12.380791033861511, 118363.89920516359, 25592.57170624254, -16570.373871167714]","[array([-91.34869,  98.89265, -36.80647]), array([ 91.34869, -98.89265,  36.80647])]","[array([748536.34526396, 266792.92948866,  88043.49715747]), array([748536.34526396, 266792.92948866,  88043.49715747])]",
20,"[9036.252537431876, 8531.542714589646, -3063.7154342388694, 2.745483700952413, 0.15740055914746348, 4.908764627298619, -12.47567961555567, 2.843800418004431, 11.944058929486054, 8.46225353265299, -9.31357205853628, -5.655536853911517, -112105.95668569597, -134728.59286995238, -105079.96592106891]",0,0,
21,"[-4994.743990457684, -2869.143009547517, -7824.58070166743, 2.252250691320745, 1.8168723982157553, 0.4807923243358808, 3.1857056833604886, 4.903803879911095, 0.723142285151809, 11.315151954962229, -7.348687303250833, -1.5029492614312456, -126668.77548237931, -13962.79854923545, -235530.5923026025]","[array([-239.80925,  -32.99619, -353.56933]), array([239.80925,  32.99619, 353.56933])]","[array([1820468.35743331,  916511.09819171,  391830.46313844]), array([1820468.35743331,  916511.09819171,  391830.46313844])]",
22,"[6745.617596816839, 444.4454935714839, -2788.4637350219555, 1.710813217190608, 3.7264513264296655, 2.6137631976539013, -9.270062454865336, 10.425532611932873, -4.921457617383608, -2.3707815628674, -11.124294556389971, 2.7294760157699987, -103530.13504521217, 35458.13209124436, -392821.38741639693]",0,0,
23,"[-7985.299085366162, 4418.461887227104, 6532.527357342504, 4.969362609319004, 2.9816119314710883, 4.037789684797303, 2.353786528085296, -7.609624400901916, 3.5757839889839858, -11.431533832439795, 1.4130144959617414, -4.324165151169831, -104436.52852015223, -130474.2039223018, -272246.0825080549]",0,0,
24,"[-51.38381648961695, -4976.20242082494, -406.01310814476346, 4.235059466775966, 1.870331703753827, 1.3112044532658444, -11.004749205692558, -5.570277808485892, 5.053391685230059, -3.0995928289814536, -10.407021811443132, 0.21158453341533878, -144169.69356213405, -20141.150135790114, -374844.6846633644]",0,0,
25,"[-309.23641184406006, 1494.4447255301438, -3404.1079207969924, 4.833429696838144, 2.814081006943678, 5.050640163529024, 12.4788375707118, 6.240402543325496, 7.983578036335157, 2.342357389739595, 1.393588631764736, 0.21071388128447488, 95506.3915934248, 34066.30482078419, -65429.23561655154]","[array([-49.78892,  49.59042, -41.37479]), array([ 49.78892, -49.59042,  41.37479])]","[array([275977.03158978, 139670.50208578, 198113.02508226]), array([275977.03158978, 139670.50208578, 198113.02508226])]",
26,"[-8750.21061094686, -1634.0804963434312, 7491.945065217667, 4.287697790116051, 4.512838783153747, 2.1723207957893234, 0.9684249403647769, -2.716237496203446, 10.981077348999317, -4.294776211705242, 1.0835206548160041, -0.06687193013206993, -94095.85444610304, -88734.22587573923, -248661.06248036338]","[array([-100.24468, -124.3246 , -124.55407])]","[array([1197405.62110259,  349360.82408172,  504690.88706946])]",
27,"[-1239.4150269959737, -3193.532492807907, 1429.5266500263679, 0.9427588803359351, 0.23651513749187747, 3.5642338760649728, -12.082949485644882, 11.626737870811379, 3.078159740409749, -11.218345226828795, -9.157843426921364, 0.027294658372186476, 54117.52696049702, 123729.29117444437, -102056.2322576553]",0,0,
28,"[4617.876180835514, -2624.3293608319536, -4171.2861929869805, 4.531714785611211, 0.7548853892511462, 3.6232395697100683, -3.7027821189114345, 7.877584879369191, -1.8903642813290995, 10.770541355946175, 6.956285462088932, 3.3295956366146022, -60692.879559496054, -46535.040410056434, -50332.37797758792]","[array([-57.88531, -46.87072, -45.18424])]","[array([ 62894.30126994, 206832.55727949, 245195.3902355 ])]",
29,"[-7910.271009874321, 8384.560015548865, 8456.646701775564, 3.2916764407929935, 1.2766687354092665, 1.056986011545031, -9.588189604514898, 1.4640301263558442, 3.0404635537579665, 2.38892564941532, -10.659197501271962, 2.5120195268611916, 120375.45143428043, 42809.71448608281, -157023.93008805186]",0,0,
30,"[1357.828349245452, -6497.0249955081545, -5916.025023101602, 3.765682131328594, 1.696216099004112, 3.2064481450963913, -1.349528024852468, -2.414586480327385, 7.778102931053059, 6.836691167542828, 4.3277161043068695, -4.047840692153434, -65290.742793921614, -50936.018511529066, -330797.69330462103]","[array([-121.70373,  -55.79394, -126.70767]), array([121.70373,  55.79394, 126.70767])]","[array([900111.95904169, 686360.66527839, 286401.50488402]), array([900111.95904169, 686360.66527839, 286401.50488402])]",
31,"[6708.58535848471, -4846.202279817602, 7522.744945746348, 3.956226621478745, 5.666468792672593, 3.2678688387739565, -5.585550792163406, 2.9730542854172306, 9.195839657405838, 11.517541431072516, -4.979876328248691, -5.405804973055242, -102651.16538539357, -120402.40960618465, -89289.72235269204]","[array([ -72.52203,  -94.59688, -113.52463])]","[array([311858.96883929, 470227.28516718, 781182.68745442])]",
32,"[-2865.555193111404, -3394.320991712989, -160.95580295675973, 0.14143224394485931, 1.8074848883206704, 4.629646359539821, 8.856271488862635, 8.157901512713998, 6.766872221225601, 5.11809911840178, 0.0946952503045857, 1.444307643623297, 86783.32725405431, -97699.56447249258, -101608.19152404764]","[array([-116.3264 ,   14.85994,  -40.42739]), array([-2.39101, 64.70527, 51.35687]), array([  2.39101, -64.70527, -51.35687]), array([116.3264 , -14.85994,  40.42739])]","[array([ 50642.69468058, 247012.76258367, 497795.0357965 ]), array([ 35352.35327612, 309937.34081394, 178121.3664919 ]), array([ 35352.35327612, 309937.34081394, 178121.3664919 ]), array([ 50642.69468058, 247012.76258367, 497795.0357965 ])]",
33,"[8148.1798352745245, 1587.4699469141233, -9957.854825734323, 1.0150057211762227, 3.6580180716642827, 5.313054920366501, -4.014102318547055, 12.394567203741243, 9.250911604333538, 10.880165020559119, 7.585674732930212, -8.312775327995997, 98922.7137790281, 17247.721317423828, -343327.0620461739]","[array([-222.08572,   16.60746, -140.67532]), array([222.08572, -16.60746, 140.67532])]","[array([ 560666.45289414, 1300128.26149295, 1626795.77740394]), array([ 560666.45289414, 1300128.26149295, 1626795.77740394])]",
34,"[-2841.8750626537385, -9488.516948874445, -832.574562144322, 2.336092977158103, 2.927309513177214, 1.4260597307363143, 4.708369825261002, -6.684930077391692, 2.201064102231065, -6.938858928218446, -1.8050775188991501, -6.475299590147463, 46080.10498562502, 48094.01604021739, -118932.90156081674]",0,0,
35,"[-8276.332621360598, -5268.669696816603, 5181.8291763168545, 0.1092630423805564, 5.064393682940869, 3.82768049987573, -6.48940379543254, 8.607123452289343, 2.791314725215276, 1.5253111073043346, 0.9636289068392969, 7.80518731855836, 4454.112069503433, 10500.2254372327, -120125.93640241347]",0,0,
36,"[5804.814254795587, 8159.443236460855, -1022.6412582071134, 3.663116789905645, 3.334105429624914, 4.64328770967588, -9.902465832693775, -0.41306279421867664, 8.2210031450347, 4.280431503412142, 7.211626897895812, -8.028655555395146, 128802.72328297346, -131251.6861708244, -288322.53363009176]","[array([-229.28034,  225.5914 ,  -48.18925]), array([ 229.28034, -225.5914 ,   48.18925])]","[array([3006001.33763914,  260921.97854088,  764881.3428767 ]), array([3006001.33763914,  260921.97854088,  764881.3428767 ])]",
37,"[679.7280695905101, 6310.70408383022, -5590.543448709491, 0.5803344956904783, 0.6765910237780026, 4.484496913262263, -3.092139373953019, 12.256225047621466, 4.147580612065553, 0.6837377288927762, 5.081281395746224, -7.0815713283843875, -137228.3723414732, -33864.687524424415, -317157.05710026127]","[array([-948.35823,  -21.86481, -567.69139]), array([948.35823,  21.86481, 567.69139])]","[array([15993945.06235999,   550796.96303257,  6750773.00733296]), array([15993945.06235999,   550796.96303257,  6750773.00733296])]",
38,"[-603.296197906735, -3588.886625414958, -3292.951736643441, 5.800677143687628, 0.4014802611942283, 2.4398840435629814, 12.198157344063333, 6.994980398638216, 10.2694302968018, 0.7385908643564871, 6.906729274605418, 6.484216127391068, -81181.41382748344, 3229.5970228290826, -46836.82106361375]","[array([-40.71598, -55.62358, -11.55731])]","[array([ 43594.48706977, 210865.09201616, 167429.0213782 ])]",
39,"[2355.268015073805, -4284.234878982924, -5289.270177095078, 3.1498210604192254, 4.789728173334353, 3.3846903941412014, -1.166254026610348, -7.634522738364356, 0.5802590421837444, -3.419379638270769, -10.43609304332849, -1.1964707920504214, 439.4820132270397, 49800.18816566092, -353884.6076089265]",0,0,
40,"[8474.551642766593, -2754.8147202441096, -2498.031171862918, 2.4036396977707124, 5.284805842724169, 1.4352728380134876, 0.6695171791911925, 6.8633725964311445, 1.8986743269337314, -12.536517499736119, -3.186207643379074, 2.1799947396033126, -105132.72096088382, -93984.53334858337, -179904.14402696938]",0,0,
41,"[6751.21003393954, 2846.8212820007593, 1068.8109381787035, 4.529398976886233, 5.7002271279044985, 3.1164710058444354, -7.121723274713234, -0.44878644733734774, -7.097643627381809, -10.887889410408153, -5.814676504201976, 1.3987144178795319, -115372.258828002, 82643.50904436837, -291481.4963399053]",0,0,
42,"[-580.346691116667, 9888.687041998008, -1183.8139000928277, 3.373230954297235, 2.5613613933303685, 0.3923218473611222, -2.7671970457215327, 2.926459269284006, 2.348293181610341, -8.690052508963204, 2.721378753191276, -1.6077348273826324, 113385.96213513566, -37364.288140042874, -252507.0262792048]",0,0,
43,"[2891.854480110467, 8880.419016816966, -7360.3089681235, 0.9552445503552162, 4.560322407486623, 5.805259897616278, 11.91469410643274, 3.282131695585605, -1.7404287135364624, -6.433102853056943, -12.140722531791884, -0.29590610895339253, -131845.7491802009, -40670.266413369376, -167154.45466581552]","[array([-199.97019, -142.7936 , -177.37523])]","[array([2548951.40456314,  191112.79824446,  469324.57613391])]",
44,"[7543.818026916793, -2780.7298178195742, -7746.365972290459, 4.960333741832542, 5.457470765378163, 5.645731007284667, 5.516714324568838, 10.04518230571568, -0.8182626038430945, -8.615890111579347, -7.484442422330004, -5.541730049617063, -17585.17036964724, 118715.05890712165, -267872.7610947108]","[array([-195.17925,  103.68849, -184.04804]), array([ 195.17925, -103.68849,  184.04804])]","[array([3021077.80707905,  514836.92297824,  746954.52413177]), array([3021077.80707905,  514836.92297824,  746954.52413177])]",
45,"[-5918.046067370768, 1877.9924423553293, -6925.264260170865, 2.289215868326916, 5.577641986148727, 5.028858116337525, 3.927437871269074, 5.013151929534024, 8.2182995017635, 6.60753914154343, 1.8720621694197295, -11.74482024186059, 64057.110488315695, -92593.74672735645, -107916.57791590854]","[array([-132.61573,   -3.15133, -109.89594]), array([132.61573,   3.15133, 109.89594])]","[array([882816.53135093, 183008.80423514, 496689.87528383]), array([882816.53135093, 183008.80423514, 496689.87528383])]",
46,"[-3522.603866513152, -6460.247718938497, -3673.6925823669917, 2.66240225406568, 1.0001081693814062, 5.026166282393651, -4.532627001707425, -7.646314928939599, 8.38789162877805, -8.957970111917733, 1.9799121582858383, -2.7746276837958916, 109453.10778360147, 110368.17655119556, -335490.99700364744]",0,0,
47,"[6354.371575145278, -4735.246935223745, 4080.5748883866327, 5.0898371212129945, 5.122450303342315, 0.47953565787424524, 12.54066668527619, -6.125687981027209, 10.673433130775681, 1.4613886376002405, 6.490421809951279, -4.215526940782238, 136127.59383109503, 37135.73005999139, -336411.48582556995]","[array([ -97.67949,   55.49574, -188.37371]), array([ 97.67949, -55.49574, 188.37371])]","[array([1176463.09076205,  283990.01051515,  467535.97763985]), array([1176463.09076205,  283990.01051515,  467535.97763985])]",
48,"[-90.58685476212486, -7535.17408754566, 5642.171969815792, 1.1420772411039568, 5.430550887866223, 0.5512485886170632, 5.215701253251492, 11.082300296250537, 3.1774855655055187, 2.2785578339024575, -2.9639561066991202, -8.177500687138826, -63200.85522955384, 92015.77389197677, -369420.5489848359]",0,0,
49,"[2864.5589331057345, 4691.652433315359, -9529.438188276576, 4.203620587461984, 5.286296287830704, 1.1739974266656397, -5.3595188957096855, -4.556426064550667, 7.774568683561823, 4.020199419445849, 6.324145822122738, -9.701342612762936, 42221.78221206297, -14405.766993267316, -41737.03601928585]","[array([-78.56961,  48.19822, -78.93918]), array([ 78.56961, -48.19822,  78.93918])]","[array([339432.74224526, 118904.50008311,  51842.45464028]), array([339432.74224526, 118904.50008311,  51842.45464028])]",
50,"[3676.344919450874, 1534.2939845436013, 1653.5795236440918, 3.0829654976537713, 4.375128432581856, 4.804128351389334, 4.623754924187221, -7.779918336531216, 5.758553980720048, -4.120660882895589, 7.670139764503258, 7.962820076968978, -88845.10766061567, -1880.3244052017399, -345397.81082156976]","[array([-107.83855,  -80.60538,  -83.44226]), array([107.83855,  80.60538,  83.44226])]","[array([828561.34060618, 528247.45483871, 327688.27706926]), array([828561.34060618, 528247.45483871, 327688.27706926])]",
51,"[8004.991662541292, -2767.6382284169977, -644.0754802335541, 3.4804490031475144, 1.5550549894326913, 2.287866079378817, -0.8501854818523835, -6.30220634379933, 8.520431085316023, -4.247968729000089, -11.48057681787278, -9.917663275844346, 1325.9097544070974, -7134.910917123401, -270996.9570028229]",0,0,
52,"[5213.73558961368, 9462.321948774883, -2279.4875044571672, 3.1826385903583922, 1.6951087893219083, 3.6520528630020244, 0.44243323235339105, 8.22771820002298, 8.776106228037285, 10.68428232348472, -3.6542400609800385, 7.121829028458983, -75608.63491639361, -41950.09083364159, -229850.78129323985]","[array([-73.17425, -51.85784, -70.06147])]","[array([529922.94731719, 330602.55319323, 163818.88994147])]",
53,"[2384.948078670024, 2182.980538418138, 3512.717804863263, 3.603785278431483, 3.3183906198738407, 4.247470737885449, -5.744980283118526, -3.5429938972667143, 11.467829822992474, 10.945251568075054, 5.529447770887714, -1.2798124001220668, 14045.643800810969, -16714.125599218503, -136405.39390665665]","[array([-63.71878,  -2.64556, -61.96808])]","[array([287274.4129283 , 236277.24347346,  50428.44143798])]",
54,"[-8621.172379038102, -7210.065983908533, 802.0292093518274, 2.4105155886683156, 5.360545017994182, 5.567906073381615, -3.9095316406351657, -7.181479776788457, -1.255778901417588, 9.373505795990457, 6.1364616680000275, -1.1428827717106085, -126010.17733325313, -71554.83048603249, -35209.104046729044]","[array([-94.7353 , -78.5859 , -85.40781])]","[array([600853.13152213, 239829.67530002, 392988.47481276])]",
55,"[1780.6346914188325, -1350.9076838383244, 9121.751341419877, 5.594812917865328, 3.963749077140259, 5.921895163627474, 1.1404182328772858, 9.822686941314736, 0.5615483802348269, -1.0548485686373237, -8.706817930797373, -4.419052309108524, -100057.28963578973, -23817.662872977133, -310074.9502881287]","[array([-154.01449,  -95.11231, -148.02018])]","[array([2066705.66668637,  741963.76277147,  474693.59241335])]",
56,"[-8038.552311387093, -6490.8480033712785, -1444.5179490739629, 4.692854910382994, 4.016410483704047, 5.335001408579685, 2.84138881536027, -0.5734004604939207, 1.6627764594835313, -9.882318884690982, -3.724350941712272, -9.012183172426612, -116770.08559658655, -94376.97751410147, -19185.750735752867]",0,0,
57,"[5325.923045246738, 341.94322501985334, -1593.509548411228, 4.163848332103148, 5.5031070261027715, 4.499244454540713, 7.160274682361091, 7.081120427359284, 1.685832082288309, -7.3535541896927406, 6.493860262220213, -3.104288832601121, -45837.068735508015, -79802.50272978618, -237671.09354600622]","[array([-132.8248 ,  -35.76171, -125.94261]), array([132.8248 ,  35.76171, 125.94261])]","[array([1201547.97113191,  566520.10685883,  409142.63657804]), array([1201547.97113191,  566520.10685883,  409142.63657804])]",
58,"[-2098.9454332324885, -552.1309893341859, 6381.153133887796, 0.7288173650916296, 3.305569609537366, 3.819895726036367, -6.54885213175848, 2.782112107284183, -0.8172259684392227, -6.125069650959808, -2.34016863305766, 4.4996279507578265, -101994.67668141102, 133903.62955731415, -284104.38623466366]",0,0,
59,"[7537.907178498765, -532.3184816058183, 9999.294276931949, 3.0575605949424425, 5.760881136496857, 0.731390444352573, 5.095106715402597, -0.23517531607363296, 7.074357625029503, -10.45214367199881, -7.3879402593340116, 6.747558569827778, 41325.086784399406, -106405.2957246539, -138359.13427551635]","[array([-99.95473,  75.27209, -33.62137]), array([ 99.95473, -75.27209,  33.62137])]","[array([500425.38098068,  65895.30174311, 203922.26387435]), array([500425.38098068,  65895.30174311, 203922.26387435])]",
60,"[-3055.8708932754116, -1468.3481949902962, 1243.2729885215358, 4.5984564179240435, 5.745318188375298, 2.867247651743328, -11.734143961345456, -1.7533540039630635, 0.7153385169595872, 0.6116895502584168, -0.06708823109999429, -2.5848964093044025, 70314.23344382498, -130485.17654192413, -75291.69628813706]",0,0,
61,"[4612.761057209369, 7466.570935199936, -5004.062715071001, 2.368682773866364, 3.6362220637904947, 1.68560185799694, -8.544283314739527, 7.8590111158434635, 5.189558711830239, 0.2008086502968336, 0.8643758540734652, 3.3562900489325163, 135634.4261584059, -105594.39518451187, -200640.2073356559]",0,0,
62,"[9962.751655013722, 256.70931001392455, 2112.996922556349, 4.07966685261581, 5.766701783943024, 2.4988657692194187, -8.958440579128222, 8.136684593517732, 1.456261567430964, -4.6545735676907025, -10.697188838991966, -10.260736184285662, -35599.25087166435, 75628.22384887503, -135146.48505910113]",0,0,
63,"[5831.027644778362, 4367.699122963299, -1549.0767874196918, 5.944319237107477, 2.345189405867717, 0.367707884982188, 0.10236293890190318, 7.224748577870061, -6.011147479916197, -11.214010115357636, -0.8122541545432895, -4.4370097686684655, 149875.63780812646, 28862.521913467703, -168426.26769105194]",0,0,
64,"[7596.469914067875, -6443.146082247686, -3490.4737465697617, 5.351893275956644, 5.690100822006897, 4.609988577750516, 1.9742728450886347, -7.246985778837291, -1.6875318317501948, 7.974458069244854, -11.830895738601054, -8.898319508242084, -55319.5397923695, 10316.85206538203, -205962.2949339684]",0,0,
65,"[1721.883564031923, -5784.115619319903, -9507.106243633478, 1.2498710875438785, 3.3140745097422073, 2.6779079098630936, -3.3063114739031114, -5.4341625997968475, 8.72941068609894, 0.8411692278744134, -12.331439511573896, -11.028228688607376, -54017.64049394814, 52960.989888601005, -203525.58724400384]",0,0,
66,"[5380.372912722427, 1083.107739578927, -4742.804821896809, 4.945321559146038, 3.025744783739124, 5.773855626613259, 0.4262400217072475, 7.348995965164844, 6.7145175351759985, 9.518216424162922, -12.080536756622537, -6.62454359361092, 55103.637308030564, 109458.2751867884, -362172.9764611054]","[array([-118.60724,  103.28994, -142.58096]), array([ 118.60724, -103.28994,  142.58096])]","[array([1804739.51056418,  821819.20018003,  205580.42042296]), array([1804739.51056418,  821819.20018003,  205580.42042296])]",
67,"[-7232.904250136869, 6643.318147200414, 9235.274960263803, 1.3088228330238858, 2.1825298790105747, 0.7246943550704366, -9.45772824604689, -1.1054528885936943, -2.2454721150830235, 4.485383381421723, -6.316674522093055, -8.442717209307915, -11651.763212488702, -45466.4295754691, -167915.38178968988]",0,0,
68,"[-4132.210614865643, -332.5849578568559, -8372.445744810053, 1.9270675996608913, 4.551464063067544, 4.247121419786949, 2.567308035980515, 0.05858393437974563, -1.962740784854831, -6.332160488024721, 1.831263522445271, -0.9845649814075603, 19769.56856916874, 36234.83596206934, -169992.59001995166]","[array([-252.18192,  154.0954 , -178.30604]), array([ 252.18192, -154.0954 ,  178.30604])]","[array([2176224.78011101,  274996.9572331 ,  952340.21578238]), array([2176224.78011101,  274996.9572331 ,  952340.21578238])]",
69,"[-4229.977769594601, -6541.091801681591, -6441.266985918552, 5.427053689796775, 5.61905226948767, 0.928957890713591, -5.164566209191118, 4.958021461743291, 1.363882085434426, -8.569933811462533, -3.6244197893999175, -7.837797105860099, 144112.67486806487, 99550.77482695671, -48475.292363627465]",0,0,
70,"[4448.161960412492, 4526.675714598441, -8965.002964984504, 1.208371240679518, 2.601714725035542, 3.9219252578060955, -0.22347164519454843, 6.9266770666345465, 4.939523611686784, 11.429915435731687, -6.341092093289305, 0.8804334938418297, 18684.47167763149, 41693.18088928342, -376280.557878264]","[array([-159.68875,   13.454  , -115.60451]), array([159.68875, -13.454  , 115.60451])]","[array([459427.77968617, 635956.83190546, 952830.83420939]), array([459427.77968617, 635956.83190546, 952830.83420939])]",
71,"[-3394.1641507429595, -1983.7542303724076, 7832.9705937539, 0.6112941020670062, 2.5910959484194525, 1.1103496019180203, -7.864866051893754, 4.355528435771475, -0.9231814546703445, -2.874796498569941, 6.675379329195291, -4.134980119574186, 118510.52198369667, -66800.46528933544, -379702.83050031174]",0,0,
72,"[1650.2142125155897, -4786.072057955679, -4852.515844580634, 0.4360966420849781, 3.105869050500611, 3.1454232396293844, 5.567713035598473, 3.6937245530831557, 1.2752692503222072, -6.838570093644178, -10.629820770386477, 6.773238387050565, -82432.14194105404, 96728.02115460156, -362389.4810780968]","[array([-258.59907, -170.17789,  -96.40297]), array([258.59907, 170.17789,  96.40297])]","[array([1547093.36152822,  166901.54766016,  533908.7709788 ]), array([1547093.36152822,  166901.54766016,  533908.7709788 ])]",
73,"[3405.303483006661, 5605.133928949461, -3805.991227001695, 4.546043646161654, 4.006374884413885, 1.1170688548927645, 7.995627712111336, 1.8188416797720883, 6.454966494636654, 11.936517930611114, 2.048836321995587, -9.912209777020221, 111040.35356296762, 53129.82281092662, -362405.0681212443]","[array([-347.57692,    9.69114, -492.49995]), array([347.57692,  -9.69114, 492.49995])]","[array([ 666265.68870833, 6555306.59825529, 6798666.64551875]), array([ 666265.68870833, 6555306.59825529, 6798666.64551875])]",
74,"[8049.974283416719, 8067.627610769741, -4248.301871429354, 5.980392013388966, 2.4526054225581704, 1.058027987137761, -10.734151054205952, -3.6053306354939814, -5.4243990578716295, 1.0704251579672892, 1.3107190712180223, -9.723268061548739, 43141.64183126463, -135185.59103664933, -160306.8820549997]",0,0,
